variableMetadata	accession	description	uniprot_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2
Q8BPB5_EGF-containing fibulin-l.	sp|Q8BPB5|FBLN3_MOUSE	EGF-containing fibulin-like extracellular matrix protein 1  OS=Mus musculus (Mouse) GN=Efemp1 PE=1 SV=1	Q8BPB5	-0.0561242878036836	0.659864066881917	0	0.109973475552732	0.188450784770256	0	-0.11631120787856	0.287537027563107	0	0.144441282338878	0.116876607645725	0	0.510318049041892	1.36058154712017
Q8K0D2_Hyaluronan-binding prote.	sp|Q8K0D2|HABP2_MOUSE	Hyaluronan-binding protein 2  OS=Mus musculus (Mouse) GN=Habp2 PE=1 SV=2	Q8K0D2	0.0670368464889428	0.697586165157586	0	0.110523769133852	0.34444909439891	0	0.0347335560042659	0.820869567998894	0	0.0837685844880411	0.487267259470458	0	0.632814361723136	0.0752949046091278
P07361_Alpha-1-acid glycoprotei.	sp|P07361|A1AG2_MOUSE	Alpha-1-acid glycoprotein 2  OS=Mus musculus (Mouse) GN=Orm2 PE=1 SV=1	P07361	0.494169342757719	0.646446946394009	0	1.42013326316463	0.0516039877674895	0	0.587684529401429	0.59235949484562	0	1.99615247529635	0.00755443829011261	1	0.215072882420963	0.35662417158537
P09581_Macrophage colony-stimul.	sp|P09581|CSF1R_MOUSE	Macrophage colony-stimulating factor 1 receptor  OS=Mus musculus (Mouse) GN=Csf1r PE=1 SV=3	P09581	-0.111682190193296	0.453352565810961	0	0.204770936617976	0.0276792223146601	1	-0.196431405709394	0.0395123198250075	1	0.161301877680465	0.0281599291938886	1	1.07729278952841	1.967983003779
P39039_Mannose-binding protein A	sp|P39039|MBL1_MOUSE	Mannose-binding protein A  OS=Mus musculus (Mouse) GN=Mbl1 PE=1 SV=1	P39039	-0.192008110582563	0.276924615996529	0	-0.316130083039393	0.00339707988695174	1	-0.165543568098609	0.287537027563107	0	-0.202185376354457	0.106368814706869	0	1.31698587690374	1.06860741521337
Q9QWK4_CD5 antigen-like	sp|Q9QWK4|CD5L_MOUSE	CD5 antigen-like  OS=Mus musculus (Mouse) GN=Cd5l PE=1 SV=3	Q9QWK4	0.0665071128820891	0.81913919539855	0	0.0952783860044448	0.644748369873148	0	0.0596007916773154	0.820869567998894	0	-0.109625363683644	0.68063681561816	0	0.800050653357084	0.451943404195243
O09131_Glutathione S-transferas.	sp|O09131|GSTO1_MOUSE	Glutathione S-transferase omega-1  OS=Mus musculus (Mouse) GN=Gsto1 PE=1 SV=2	O09131	0.217852482130429	0.550049301846131	0	0.0544947081240288	0.851820776884986	0	0.263785067029534	0.214084168878075	0	-0.0201620473742636	0.881486669440682	0	1.23824200933138	1.29127933855825
P10126_Elongation factor 1-alph.	sp|P10126|EF1A1_MOUSE	Elongation factor 1-alpha 1  OS=Mus musculus (Mouse) GN=Eef1a1 PE=1 SV=3	P10126	0.529196744885237	0.581979349626355	0	0.8931025414775	0.147965346343595	0	0.813354732299981	0.314714860889696	0	0.63516869259578	0.388309787819665	0	0.961206651111974	1.18629757961294
O70165_Ficolin-1	sp|O70165|FCN1_MOUSE	Ficolin-1  OS=Mus musculus (Mouse) GN=Fcn1 PE=1 SV=1	O70165	-0.00508330258983491	0.982634510799408	0	-0.122584547129971	0.147965346343595	0	-0.0410582121503893	0.762764199544133	0	-0.136156348963766	0.145758471980589	0	0.266898854667376	0.435292631754191
Q8BK48_Pyrethroid hydrolase Ces.	sp|Q8BK48|EST2E_MOUSE	Pyrethroid hydrolase Ces2e  OS=Mus musculus (Mouse) GN=Ces2e PE=1 SV=1	Q8BK48	-0.30899418131105	0.495547204440785	0	-1.48515663326181	1.72204754671057e-05	1	-0.413890362412754	0.325847172582637	0	-1.20494852501531	0.000155091624479934	1	0.50777267002441	0.500545674392599
P01638_Ig kappa chain V-V regio.	sp|P01638|KV5A6_MOUSE	Ig kappa chain V-V region L6  OS=Mus musculus (Mouse) PE=4 SV=1	P01638	-0.366492398722347	0.455739093141537	0	0.355398038361177	0.281086257199601	0	0.150192530735318	0.745401021515076	0	0.173738237620441	0.658112960786758	0	0.793107708193647	0.63777242575978
Q08761_Vitamin K-dependent prot.	sp|Q08761|PROS_MOUSE	Vitamin K-dependent protein S  OS=Mus musculus (Mouse) GN=Pros1 PE=2 SV=1	Q08761	0.0223305047569688	0.855683878539777	0	0.0585272793148839	0.513289400083629	0	0.00186717356168131	0.981237560952879	0	0.0923640966489288	0.226053700547787	0	0.16191192066378	0.0792020346730757
Q61233_Plastin-2	sp|Q61233|PLSL_MOUSE	Plastin-2  OS=Mus musculus (Mouse) GN=Lcp1 PE=1 SV=4	Q61233	0.220182717480967	0.591751997975708	0	0.781718764021061	0.00635364914653263	1	-0.0656515969963714	0.820869567998894	0	0.9402484300482	0.00998359644274888	1	0.572062207712514	0.43112332858714
Q923D2_Flavin reductase (NADPH)	sp|Q923D2|BLVRB_MOUSE	Flavin reductase (NADPH)  OS=Mus musculus (Mouse) GN=Blvrb PE=1 SV=3	Q923D2	0.303779478635605	0.623256130862167	0	0.940833975178332	0.0288714150746865	1	0.383365464237627	0.463165219055343	0	0.588028872003541	0.165124579531722	0	0.575953171168141	0.754081718530113
Q9D3H2_Odorant-binding protein .	sp|Q9D3H2|OBP1A_MOUSE	Odorant-binding protein 1a  OS=Mus musculus (Mouse) GN=Obp1a PE=1 SV=2	Q9D3H2	0.279047318493262	0.764173583935424	0	-0.304675832991403	0.65406954102094	0	0.078188253822173	0.884659522763886	0	-0.640476724506431	0.288506262699476	0	0.590566517103192	0.0607764301594818
Q8K1B8_Fermitin family homolog 3	sp|Q8K1B8|URP2_MOUSE	Fermitin family homolog 3  OS=Mus musculus (Mouse) GN=Fermt3 PE=1 SV=1	Q8K1B8	0.395344953010401	0.702796967118972	0	0.919649815130303	0.18792287987463	0	0.790044709824159	0.297489616559248	0	0.495113782381498	0.48297266673033	0	0.540372101196961	1.24451238510466
P16294_Coagulation factor IX	sp|P16294|FA9_MOUSE	Coagulation factor IX  OS=Mus musculus (Mouse) GN=F9 PE=2 SV=3	P16294	-0.120629679407863	0.316159411750792	0	-0.18495193498584	0.0144911072390482	1	-0.132835588261312	0.169951929965962	0	-0.226917391603077	0.00114833406712628	1	1.12860579172805	1.12122074216745
P63101_14-3-3 protein zeta/delta	sp|P63101|1433Z_MOUSE	14-3-3 protein zeta/delta  OS=Mus musculus (Mouse) GN=Ywhaz PE=1 SV=1	P63101	0.820096579835347	0.455739093141537	0	1.21345777541209	0.0898998856307031	0	1.27053074155073	0.1238870569912	0	0.726898928354501	0.327200541234438	0	1.05030903579912	1.51430628910479
P26928_Hepatocyte growth factor.	sp|P26928|HGFL_MOUSE	Hepatocyte growth factor-like protein  OS=Mus musculus (Mouse) GN=Mst1 PE=2 SV=2	P26928	-0.0536954824729605	0.875652709330187	0	-0.436077122093124	0.0555101246615568	0	0.0821031289165042	0.713426298373215	0	-0.35644356555256	0.0810740051902515	0	0.0160628665053667	0.588136645438362
P29533_Vascular cell adhesion p.	sp|P29533|VCAM1_MOUSE	Vascular cell adhesion protein 1  OS=Mus musculus (Mouse) GN=Vcam1 PE=1 SV=1	P29533	-0.0857412532227428	0.681971039975249	0	-0.136893502079872	0.326966913361059	0	-0.149340426047559	0.107676067006114	0	-0.118735087128687	0.116802249087122	0	0.421898271033505	1.57535366594593
P17751_Triosephosphate isomerase	sp|P17751|TPIS_MOUSE	Triosephosphate isomerase  OS=Mus musculus (Mouse) GN=Tpi1 PE=1 SV=4	P17751	0.204915342615546	0.781057121435049	0	0.685595919798839	0.159322449231643	0	0.346358702268336	0.637315360419028	0	0.515063685620778	0.388309787819665	0	0.616292861007486	0.70105113504646
P62962_Profilin-1	sp|P62962|PROF1_MOUSE	Profilin-1  OS=Mus musculus (Mouse) GN=Pfn1 PE=1 SV=2	P62962	0.245447243077567	0.626982427565386	0	0.520252150566492	0.122860417052261	0	0.449526825871548	0.300250819593084	0	0.339601118638271	0.392115171615583	0	0.615696317175274	1.27328297982865
P14106_Complement C1q subcompon.	sp|P14106|C1QB_MOUSE	Complement C1q subcomponent subunit B  OS=Mus musculus (Mouse) GN=C1qb PE=1 SV=2	P14106	0.0859383651543695	0.702796967118972	0	0.252543121216323	0.101595829864956	0	0.101590139269437	0.73049133906853	0	0.229059028246343	0.29556090326066	0	0.301245836965817	0.324393061794151
P01843_Ig lambda-1 chain C regi.	sp|P01843|LAC1_MOUSE	Ig lambda-1 chain C region  OS=Mus musculus (Mouse) PE=1 SV=1	P01843	0.0147945155833611	0.983030500138059	0	0.232966742252302	0.554947309424001	0	0.161763550373646	0.669494582961579	0	0.020551736392143	0.974963793451554	0	0.139708000755663	0.686861718220203
P39876_Metalloproteinase inhibi.	sp|P39876|TIMP3_MOUSE	Metalloproteinase inhibitor 3  OS=Mus musculus (Mouse) GN=Timp3 PE=1 SV=1	P39876	0.512870558816829	0.569030291035308	0	0.303094420678118	0.644748369873148	0	1.04065333961164	0.162130213558635	0	0.244786797636692	0.764201876273475	0	0.811090704599517	1.66212596701466
P01899_H-2 class I histocompati.	sp|P01899|HA11_MOUSE	H-2 class I histocompatibility antigen, D-B alpha chain  OS=Mus musculus (Mouse) GN=H2-D1 PE=1 SV=2	P01899	-0.182036179034196	0.455739093141537	0	-0.238208537597608	0.109473558621261	0	-0.147412124039569	0.409741314545371	0	-0.288653363420821	0.0313498759837369	1	1.20322318625067	0.693552821505824
P33622_Apolipoprotein C-III	sp|P33622|APOC3_MOUSE	Apolipoprotein C-III  OS=Mus musculus (Mouse) GN=Apoc3 PE=1 SV=2	P33622	-0.0758264502657404	0.764173583935424	0	-0.0131838469266938	0.949273365208675	0	-0.069751992639933	0.700400365978291	0	0.10280182220701	0.519461791639262	0	0.85427349460047	0.575122158417869
P32848_Parvalbumin alpha	sp|P32848|PRVA_MOUSE	Parvalbumin alpha  OS=Mus musculus (Mouse) GN=Pvalb PE=1 SV=3	P32848	0.119278654034147	0.940505884366681	0	0.617831080391682	0.538026284933182	0	-0.601452622109264	0.637315360419028	0	0.15977303123962	0.879074176915408	0	0.152051453524933	0.354679446192569
A2AQ07_Tubulin beta-1 chain	sp|A2AQ07|TBB1_MOUSE	Tubulin beta-1 chain  OS=Mus musculus (Mouse) GN=Tubb1 PE=1 SV=1	A2AQ07	0.783973516959229	0.455739093141537	0	0.981658549858565	0.126946427406649	0	1.04623924308686	0.177840918503847	0	1.06203920385015	0.0822075663167445	0	1.01358087610142	1.49868055123262
Q01853_Transitional endoplasmic.	sp|Q01853|TERA_MOUSE	Transitional endoplasmic reticulum ATPase  OS=Mus musculus (Mouse) GN=Vcp PE=1 SV=4	Q01853	0.622081507591449	0.482818751375932	0	0.58602419881543	0.319416712821407	0	0.549513084676267	0.521227355146701	0	-0.266350972610365	0.719172673757824	0	1.21201599359307	1.03978251380242
Q8CIF4_Biotinidase	sp|Q8CIF4|BTD_MOUSE	Biotinidase  OS=Mus musculus (Mouse) GN=Btd PE=1 SV=2	Q8CIF4	-0.0172705501143362	0.922122935456697	0	0.267384936347273	0.0288408352608613	1	-0.0271427073771626	0.759156345813235	0	0.468936175630308	0.000171889631800552	1	0.370734453403134	0.630650724304765
Q9CQW3_Vitamin K-dependent prot.	sp|Q9CQW3|PROZ_MOUSE	Vitamin K-dependent protein Z  OS=Mus musculus (Mouse) GN=Proz PE=1 SV=1	Q9CQW3	-0.527030812967084	0.455739093141537	0	-0.666019375781765	0.14355868975522	0	-0.15233678780131	0.518735378762658	0	-0.275216735103534	0.130679488739883	0	1.30015514576329	0.641965377388628
P43025_Tetranectin	sp|P43025|TETN_MOUSE	Tetranectin  OS=Mus musculus (Mouse) GN=Clec3b PE=1 SV=2	P43025	0.0835688049119447	0.554664864926619	0	0.5398181545341	2.0953767746174e-06	1	-0.118227817989709	0.193257758818981	0	0.493004756932002	9.60924443680561e-07	1	0.361812113134382	1.00786868912967
P35917_Vascular endothelial gro.	sp|P35917|VGFR3_MOUSE	Vascular endothelial growth factor receptor 3  OS=Mus musculus (Mouse) GN=Flt4 PE=1 SV=1	P35917	-0.104899257687364	0.448296759623705	0	0.125335599087229	0.100004399903189	0	-0.226359786469352	0.0452733272882163	1	0.183157009882098	0.036891992704856	1	1.78571050557984	2.14942098466328
P99024_Tubulin beta-5 chain	sp|P99024|TBB5_MOUSE	Tubulin beta-5 chain  OS=Mus musculus (Mouse) GN=Tubb5 PE=1 SV=1	P99024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68372_Tubulin beta-4B chain	sp|P68372|TBB4B_MOUSE	Tubulin beta-4B chain  OS=Mus musculus (Mouse) GN=Tubb4b PE=1 SV=1	P68372	-0.20011400596055	0.590600269443009	0	0.410129528196588	0.102997828359833	0	-0.0100035568001644	0.937730702152576	0	0.147377949536651	0.43976699034439	0	0.795027680692774	0.224780635705353
P09411_Phosphoglycerate kinase 1	sp|P09411|PGK1_MOUSE	Phosphoglycerate kinase 1  OS=Mus musculus (Mouse) GN=Pgk1 PE=1 SV=4	P09411	0.252731730460695	0.818672922416334	0	1.36566483235004	0.0552864133101465	0	0.678321945340226	0.463165219055343	0	0.544035164262723	0.524769495185282	0	0.490791585308561	1.03803655869449
P04247_Myoglobin	sp|P04247|MYG_MOUSE	Myoglobin  OS=Mus musculus (Mouse) GN=Mb PE=1 SV=3	P04247	-0.600117857511464	0.683783744110327	0	1.22574938136862	0.209068992110318	0	0.0329384502553935	0.998762634064498	0	0.686237734477984	0.566306841605829	0	0.231054142288402	0.0087460403218946
P01647_Ig kappa chain V-V regio.	sp|P01647|KV5AE_MOUSE	Ig kappa chain V-V region HP 124E1  OS=Mus musculus (Mouse) PE=1 SV=1	P01647	0.194919676335914	0.808036564778545	0	0.980060712013373	0.0625663194470764	0	0.0834561132070561	0.926665698936218	0	0.227910427062696	0.777644875725902	0	0.299780382053858	0.262786763379461
P01654_Ig kappa chain V-III reg.	sp|P01654|KV3A1_MOUSE	Ig kappa chain V-III region PC 2880/PC 1229  OS=Mus musculus (Mouse) PE=1 SV=1	P01654	1.65766498000289	0.348858397829223	0	1.36995001206113	0.176098339461789	0	1.5513968714588	0.190449306106128	0	1.11794803234394	0.288506262699476	0	1.48441335922036	1.35287607538657
P01592_Immunoglobulin J chain	sp|P01592|IGJ_MOUSE	Immunoglobulin J chain  OS=Mus musculus (Mouse) GN=Jchain PE=1 SV=4	P01592	0.660400741658567	0.448296759623705	0	-0.338129552973598	0.536973473017479	0	-0.334074582350372	0.59320348362498	0	-0.646638158482045	0.182838258158044	0	1.45756534694704	0.184058888710285
P70663_SPARC-like protein 1	sp|P70663|SPRL1_MOUSE	SPARC-like protein 1  OS=Mus musculus (Mouse) GN=Sparcl1 PE=1 SV=3	P70663	0.561315004689501	0.276924615996529	0	0.578521429326511	0.06247147978497	0	0.603428617233	0.177857746890612	0	0.55913159502262	0.12915557436021	0	1.5424098378328	1.33809624477721
O08709_Peroxiredoxin-6	sp|O08709|PRDX6_MOUSE	Peroxiredoxin-6  OS=Mus musculus (Mouse) GN=Prdx6 PE=1 SV=3	O08709	0.370248331634151	0.74863452709849	0	1.51352433779439	0.0552864133101465	0	0.451641102682149	0.68578001811918	0	0.506254153862383	0.619652842106656	0	0.585576253453739	0.647457954147957
P01887_Beta-2-microglobulin	sp|P01887|B2MG_MOUSE	Beta-2-microglobulin  OS=Mus musculus (Mouse) GN=B2m PE=1 SV=2	P01887	0.000694843357340602	0.990285142606985	0	-0.336263797371487	0.0144911072390482	1	-0.0681646166743448	0.755930888979439	0	-0.230732294294118	0.107728577541323	0	0.116311862518731	0.332956356296211
Q9WVJ3_Carboxypeptidase Q	sp|Q9WVJ3|CBPQ_MOUSE	Carboxypeptidase Q  OS=Mus musculus (Mouse) GN=Cpq PE=1 SV=1	Q9WVJ3	0.12415460578756	0.453352565810961	0	0.380623229301303	0.000302671292626368	1	0.0573837954298746	0.764468622035548	0	0.363237093229134	0.000866926487623674	1	0.698602999275538	0.0706061331074492
P16675_Lysosomal protective pro.	sp|P16675|PPGB_MOUSE	Lysosomal protective protein  OS=Mus musculus (Mouse) GN=Ctsa PE=1 SV=1	P16675	0.0228322964249372	0.920630801841518	0	0.283895275439757	0.0247555131566727	1	0.125906241885581	0.463165219055343	0	0.288677203170199	0.0245610327078065	1	0.0683759815240901	0.42282643139396
Q01149_Collagen alpha-2(I) chain	sp|Q01149|CO1A2_MOUSE	Collagen alpha-2(I) chain  OS=Mus musculus (Mouse) GN=Col1a2 PE=1 SV=2	Q01149	-0.433319894317528	0.613437379320713	0	1.13241466279609	0.0568177039481873	0	-0.131024166502808	0.810664039680175	0	0.876596162531261	0.110855062158661	0	0.511009831970201	0.382336995419219
P70375_Coagulation factor VII	sp|P70375|FA7_MOUSE	Coagulation factor VII  OS=Mus musculus (Mouse) GN=F7 PE=1 SV=1	P70375	-0.192389287500085	0.700979391157378	0	0.620749688354955	0.075484157153493	0	0.0761218506695442	0.926665698936218	0	0.882705179754598	0.00779992425100482	1	0.821650823222199	0.169209136006427
P24549_Retinal dehydrogenase 1	sp|P24549|AL1A1_MOUSE	Retinal dehydrogenase 1  OS=Mus musculus (Mouse) GN=Aldh1a1 PE=1 SV=5	P24549	0.646619471639642	0.470558298854273	0	1.17278797537355	0.0533742427695963	0	0.373717804507777	0.705913364106757	0	0.821630839183733	0.271107418057964	0	1.0526214769776	0.580668585711474
O09159_Lysosomal alpha-mannosid.	sp|O09159|MA2B1_MOUSE	Lysosomal alpha-mannosidase  OS=Mus musculus (Mouse) GN=Man2b1 PE=1 SV=4	O09159	-0.264181233989866	0.482818751375932	0	-0.273243559101239	0.274689075657365	0	0.0701711690518287	0.755930888979439	0	-0.0703696046435915	0.71701201826047	0	0.873278940245037	0.158672329782068
P01845_Ig lambda-3 chain C regi.	sp|P01845|LAC3_MOUSE	Ig lambda-3 chain C region  OS=Mus musculus (Mouse) GN=Iglc3 PE=1 SV=1	P01845	1.14209890782534	0.214530468312808	0	0.122715856763307	0.866738157934184	0	0.587994881309989	0.416787664314289	0	-0.0555959772995287	0.91124471991105	0	1.7131230076287	0.897020950216287
P98086_Complement C1q subcompon.	sp|P98086|C1QA_MOUSE	Complement C1q subcomponent subunit A  OS=Mus musculus (Mouse) GN=C1qa PE=1 SV=2	P98086	0.102807061753921	0.676760023732563	0	0.235992126977429	0.138138844710114	0	0.0316215731884952	0.926665698936218	0	0.21274126800461	0.330530338476321	0	0.339643403722144	0.0339160840427906
P01844_Ig lambda-2 chain C regi.	sp|P01844|LAC2_MOUSE	Ig lambda-2 chain C region  OS=Mus musculus (Mouse) GN=Iglc2 PE=1 SV=1	P01844	1.27956960725473	0.449728861252554	0	-1.07381407626936	0.278085202395883	0	1.36390322384013	0.181573718080876	0	-2.11138443926309	0.0126427498406071	1	1.35563961222282	1.58505505121378
P40142_Transketolase	sp|P40142|TKT_MOUSE	Transketolase  OS=Mus musculus (Mouse) GN=Tkt PE=1 SV=1	P40142	0.585775331963191	0.455739093141537	0	0.83151435992372	0.0991622845446455	0	0.656383186965385	0.326661637555884	0	0.229058493048548	0.750061202832764	0	1.12750459446751	1.12386818567886
Q08879_Fibulin-1	sp|Q08879|FBLN1_MOUSE	Fibulin-1  OS=Mus musculus (Mouse) GN=Fbln1 PE=1 SV=2	Q08879	-0.112730675285587	0.455739093141537	0	-0.0015507867540272	0.993768315568399	0	-0.0957030593514254	0.43399716593662	0	-0.00439588219373022	0.999502453756691	0	1.08809957556511	1.29402491086364
Q9Z1R3_Apolipoprotein M	sp|Q9Z1R3|APOM_MOUSE	Apolipoprotein M  OS=Mus musculus (Mouse) GN=Apom PE=1 SV=1	Q9Z1R3	-0.395179643063894	0.0225139194414537	1	-0.0674073218873659	0.601105986614295	0	-0.413317486319215	0.000345032601633291	1	-0.0547071240192203	0.727882703058659	0	2.80621371736343	2.5772083234395
P45700_Mannosyl-oligosaccharide.	sp|P45700|MA1A1_MOUSE	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA  OS=Mus musculus (Mouse) GN=Man1a1 PE=1 SV=1	P45700	0.00654977755189279	0.948945539250408	0	-0.0348024864744083	0.635477475744837	0	-0.0941592997057121	0.304388328538269	0	-0.0490225468015169	0.605192077367271	0	0.0416133789941019	1.27471659617603
P61939_Thyroxine-binding globul.	sp|P61939|THBG_MOUSE	Thyroxine-binding globulin  OS=Mus musculus (Mouse) GN=Serpina7 PE=2 SV=1	P61939	0.210962191133206	0.582938546710432	0	-1.43495500703982	8.0667553241564e-06	1	-0.238893348108945	0.727818319316895	0	-1.59263119835745	4.95679282397614e-05	1	0.55500092464542	0.0711892933644984
P12246_Serum amyloid P-component	sp|P12246|SAMP_MOUSE	Serum amyloid P-component  OS=Mus musculus (Mouse) GN=Apcs PE=1 SV=2	P12246	-0.404756656763812	0.623256130862167	0	2.44749354071325	0.000166347097861683	1	0.122124441582564	0.972395858111093	0	2.11585552164517	0.000171889631800552	1	0.704617860436339	0.0745439389989459
P82198_Transforming growth fact.	sp|P82198|BGH3_MOUSE	Transforming growth factor-beta-induced protein ig-h3  OS=Mus musculus (Mouse) GN=Tgfbi PE=1 SV=1	P82198	0.320439671662236	0.367929620506375	0	0.627452227377184	0.0046726839998233	1	-0.242008479042635	0.384025031475599	0	0.55933083553656	0.0185868150061598	1	1.15036616179662	0.803504699750111
P51910_Apolipoprotein D	sp|P51910|APOD_MOUSE	Apolipoprotein D  OS=Mus musculus (Mouse) GN=Apod PE=1 SV=1	P51910	0.0122357495567513	0.940505884366681	0	-0.0464952363571633	0.648558479707412	0	-0.0623237786602644	0.642183229002035	0	-0.0028932065435967	0.999502453756691	0	0.0814951597135311	0.665684680389095
P06151_L-lactate dehydrogenase .	sp|P06151|LDHA_MOUSE	L-lactate dehydrogenase A chain  OS=Mus musculus (Mouse) GN=Ldha PE=1 SV=3	P06151	0.119499690263591	0.875442551936922	0	0.811457720108478	0.100004399903189	0	0.649499184572601	0.268010604983812	0	0.438846840717243	0.402142018410038	0	0.232754963196512	1.33469777983265
P04104_Keratin, type II cytoske.	sp|P04104|K2C1_MOUSE	Keratin, type II cytoskeletal 1  OS=Mus musculus (Mouse) GN=Krt1 PE=1 SV=4	P04104	-0.530597554312521	0.692907324632071	0	-0.30758738565715	0.764054688619416	0	1.53247262231983	0.105782404772462	0	-0.790126992774763	0.288506262699476	0	0.388769943144662	1.65788415126435
P04939_Major urinary protein 3	sp|P04939|MUP3_MOUSE	Major urinary protein 3  OS=Mus musculus (Mouse) GN=Mup3 PE=1 SV=1	P04939	-0.0645712085690135	0.93248337025986	0	-1.95314996025505	3.78458062360801e-06	1	0.484457493077727	0.214084168878075	0	-1.71088312366386	2.32177159956069e-05	1	0.0375072062646344	1.03630430233462
Q60994_Adiponectin	sp|Q60994|ADIPO_MOUSE	Adiponectin  OS=Mus musculus (Mouse) GN=Adipoq PE=1 SV=2	Q60994	0.366943095197424	0.15297020690732	0	0.74434205030126	4.08652798365562e-05	1	0.249317205256794	0.282083624739707	0	0.684926182788569	9.79713165443254e-05	1	1.38558316870151	0.377313811182488
Q9Z1T2_Thrombospondin-4	sp|Q9Z1T2|TSP4_MOUSE	Thrombospondin-4  OS=Mus musculus (Mouse) GN=Thbs4 PE=1 SV=1	Q9Z1T2	-0.0760756687449877	0.764173583935424	0	0.527868337911826	0.00573718606775843	1	-0.19503554467672	0.409741314545371	0	0.452274810730859	0.0301071264423654	1	0.574212882907429	0.999908078114835
Q02105_Complement C1q subcompon.	sp|Q02105|C1QC_MOUSE	Complement C1q subcomponent subunit C  OS=Mus musculus (Mouse) GN=C1qc PE=1 SV=2	Q02105	0.109402852216068	0.597757190618584	0	0.240248468019789	0.0891094713086149	0	0.062031981144564	0.820869567998894	0	0.193435772370322	0.351287931713108	0	0.527102790256916	0.174594744510858
P01665_Ig kappa chain V-III reg.	sp|P01665|KV3AD_MOUSE	Ig kappa chain V-III region PC 7043  OS=Mus musculus (Mouse) PE=1 SV=1	P01665	-0.489115880026151	0.55386004074997	0	0.780316346194034	0.147427487467851	0	0.437456525972014	0.648029984926925	0	0.0222051303186994	0.999502453756691	0	0.727176534043984	0.733801935502584
P18760_Cofilin-1	sp|P18760|COF1_MOUSE	Cofilin-1  OS=Mus musculus (Mouse) GN=Cfl1 PE=1 SV=3	P18760	0.543962505490221	0.543245428820694	0	0.171840944402955	0.804639855494231	0	0.688032874855473	0.326661637555884	0	0.217223072264705	0.779485012416645	0	0.942465381496427	1.19987467460598
Q8R146_Acylamino-acid-releasing.	sp|Q8R146|APEH_MOUSE	Acylamino-acid-releasing enzyme  OS=Mus musculus (Mouse) GN=Apeh PE=1 SV=3	Q8R146	0.283731166642845	0.795749679801804	0	2.33168435766684	0.00187615042020214	1	0.494551702998375	0.648029984926925	0	1.37741703862304	0.0715476848207929	0	0.0614172770416456	0.54951515708089
Q61207_Prosaposin	sp|Q61207|SAP_MOUSE	Prosaposin  OS=Mus musculus (Mouse) GN=Psap PE=1 SV=2	Q61207	-0.192080792664125	0.316159411750792	0	0.411856617336042	0.00111827668442685	1	-0.238689803260062	0.1238870569912	0	0.502347594409521	0.000243999975149341	1	1.57057506591112	1.5139820020876
P10404_MLV-related proviral Env.	sp|P10404|ENV1_MOUSE	MLV-related proviral Env polyprotein  OS=Mus musculus (Mouse) PE=1 SV=3	P10404	0.277368368767135	0.74863452709849	0	-1.33706329626915	0.035132993009093	1	-0.0636079141037413	0.976680386161995	0	-2.0436529493883	0.00116957720590956	1	0.403778255073011	0.258447311991755
P01631_Ig kappa chain V-II regi.	sp|P01631|KV2A7_MOUSE	Ig kappa chain V-II region 26-10  OS=Mus musculus (Mouse) PE=1 SV=1	P01631	0.829781928634006	0.0752087387777108	0	0.628415458882031	0.0467982234157231	1	0.836100890449007	0.0395123198250075	1	0.359695416143783	0.327416999552654	0	1.78501629364661	1.91506567807648
Q6IRU2_Tropomyosin alpha-4 chain	sp|Q6IRU2|TPM4_MOUSE	Tropomyosin alpha-4 chain  OS=Mus musculus (Mouse) GN=Tpm4 PE=1 SV=3	Q6IRU2	1.24671022885226	0.362319039201171	0	0.788679746291841	0.334130715326653	0	1.19862870124851	0.26888943752945	0	0.371585454036357	0.750061202832764	0	1.41621328290386	1.51943620943777
P01639_Ig kappa chain V-V regio.	sp|P01639|KV5A7_MOUSE	Ig kappa chain V-V region MOPC 41  OS=Mus musculus (Mouse) GN=Gm5571 PE=1 SV=1	P01639	0.253303510172113	0.685344567620784	0	0.342307591024408	0.427607196773152	0	0.284519484306468	0.628047312899075	0	0.311921017645833	0.535776656486297	0	0.891503913169842	0.451429299259191
P47878_Insulin-like growth fact.	sp|P47878|IBP3_MOUSE	Insulin-like growth factor-binding protein 3  OS=Mus musculus (Mouse) GN=Igfbp3 PE=2 SV=2	P47878	-0.131308122679769	0.692180805811908	0	0.429386603937953	0.0619795507737051	0	-0.255582424423842	0.395829042741364	0	0.642280629139115	0.013584084856321	1	1.04746721898201	1.13767794392078
Q80YX1_Tenascin	sp|Q80YX1|TENA_MOUSE	Tenascin  OS=Mus musculus (Mouse) GN=Tnc PE=1 SV=1	Q80YX1	-0.360609176441571	0.569030291035308	0	1.53569485175553	0.00113184860613729	1	-0.0862683050741282	0.780245506835529	0	1.27786447535725	0.00161013139347972	1	0.943236164417523	0.547620249291095
