dataMatrix	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L854f	L859m	L862f
P16301_Phosphatidylcholine-ster.	24.9870543128741	25.0104949834651	24.8860817724287	24.9128646732789	24.8642103312649	24.4347853694682	24.4143946569136	24.5974470083899	24.6740393222036	24.7192644103056	24.9811773828268	24.9500936114902	24.6303066798432	24.8041182166911	24.8203551592958	24.6037018349947	24.7196482625135	24.624697972931	24.6727392200013	25.2940698786062	24.7915825304073	24.7939096589506	25.0869460723592	25.1856570363316
P23492_Purine nucleoside phosph.	21.5332521323895	22.0231920782205	20.6936315818436	21.7287839254348	22.1401156378604	17.9136912803412	17.5998126192736	20.7523387878609	20.991936631573	18.8296878067785	22.0127298942871	22.1631324610218	20.3733944942902	21.9683322855797	22.5608716775408	20.9794201361876	20.9147174221099	20.8591549297305	21.6341373543222	19.6784660355072	22.4277659019369	21.8950164286118	17.9258285699268	22.0099609928969
P05366_Serum amyloid A-1 protein	19.4352396664252	19.4037348830502	18.2289764296796	21.6808663014282	17.5832470481035	23.0563965975739	20.1484807777852	19.1872319066268	20.1403408221386	20.0522746763816	18.996751584232	18.9400449462739	19.7812947754167	18.1170431556658	20.079369596136	20.3128401786926	21.2588413146447	20.7453284213207	21.0528587194879	20.2858792406786	20.2747135612366	20.9822538752517	20.4978468483704	18.5720133278947
Q60605_Myosin light polypeptide.	19.2701381619869	19.7629381519148	19.6617691922196	18.9502840903709	20.090227607316	17.5473531399995	18.9902897525207	20.5065510564125	20.7798110177086	18.3613332861259	20.2614266764382	20.8577809595069	20.7824260830538	21.3073047757619	20.8100659646346	19.8491403901407	20.8728186767379	19.405628546488	20.5201438600671	18.5581600278856	21.3384039787132	19.9538910108777	18.2753299862435	20.2841621409445
P34884_Macrophage migration inh.	18.1936280572362	18.3318169690526	19.1802206416989	19.9885734002256	19.0711216994334	18.6812765391293	19.5779760485821	20.3180561834699	19.2788244533822	18.7257700087425	20.6526555053276	18.3398366967167	18.6307110722815	20.2399299139708	21.4922523465774	18.5175434866474	20.7974773938218	19.2559025035879	19.0826595797096	18.3113776350172	19.2238788747858	21.2345663243005	17.8658008766754	19.2674579362249
P29621_Serine protease inhibito.	19.236903219116	17.3189301395393	17.5790617639509	17.5567284649873	17.1026270708425	19.3440334852196	17.1054260840424	19.3508369530804	19.4354819365784	19.1758953400507	17.3262821834163	17.0864182330621	19.3678013154107	19.2991036008074	17.2397332349079	19.541615406636	19.4085215184155	17.8446887872471	17.8906001129934	20.3262179747478	17.6867167675054	17.4988630713427	20.3371556979967	17.9314891034928
Q6GQT1_Alpha-2-macroglobulin-P	25.7365864945997	25.3492715086338	25.2224318785308	24.8001720770469	25.1514469147465	18.7281815725037	19.7656984645568	20.2571024928741	21.6137855309266	19.9974429260649	24.2735497636618	25.7415205797002	20.7286312663491	25.1386196033043	25.332756658106	19.8018926462594	19.1488825809391	21.1361606838492	20.073635588092	26.0533227063015	25.7555784266793	25.5024996930649	21.3904690472723	25.9677136024928
P68372_Tubulin beta-4B chain	18.2164718125419	18.1233173687343	18.1447213330974	17.9880954611289	18.2247471523197	18.1188413341124	17.5667690662489	18.0800897349082	17.8597202548673	18.022981040394	18.3281165045973	18.3440941852793	17.6479209995846	18.3547162931415	19.0169852302231	17.5007024819974	18.0213056670792	17.6175260793291	18.3437521504533	17.0414791587401	18.2678481176149	17.9503864510756	16.3312368484921	17.9162496659766
Q00897_Alpha-1-antitrypsin 1-4	28.8144278600207	28.7599131675024	28.789582895297	28.816265336446	28.9865997587602	28.2545174425506	28.7480626040486	28.8224242756748	29.1968446235163	28.8337039081709	28.8613989471573	28.5314094236947	29.0548892787334	28.8222864592891	28.3469459635797	28.6685599875005	28.7088913829799	28.9271570127721	28.6166837805334	28.8828074903836	28.3484653154767	28.8014304035537	28.668763173151	28.9538485750408
Q91WG0_Acylcarnitine hydrolase	21.1170220642393	19.7704495527553	19.6970588923726	20.1079564532804	19.9455392113847	19.9756898325565	17.2121108474538	21.2919515291391	20.0203702890293	16.2111860110426	19.3957251324759	19.5023009531322	21.4144702749945	21.3267468346796	20.3698976209151	19.5829483204764	21.847462667756	20.4635384620211	22.1573803990035	20.3915835693157	20.9985449103203	16.0732035065128	20.5756752757172	19.5991014859518
Q91Y47_Coagulation factor XI	19.5783623343372	18.6210681275315	18.075525984445	18.3710313287844	18.8744569502486	16.2675661552768	16.1397949385016	18.8087297506	19.898381440414	16.8113302859988	18.7768159340355	16.1989865260059	18.7520096994838	18.706806259106	16.4718933166317	18.672262724357	19.288392720325	18.5643553544426	18.5104161446743	19.9389686174644	18.4734388655811	16.7966613480091	19.5466107344125	19.6300451001595
P35441_Thrombospondin-1	26.5955146227331	26.484749400471	25.5101558015083	26.3257591798647	26.7416169603358	27.017575251244	25.6059569035311	26.6109003662323	27.1253007366092	25.4762768710733	27.0393330902367	27.1191144802033	26.7634499643369	27.417180487547	27.2367982972462	27.0442193327049	26.8426636820075	27.1799745225923	26.9594244189328	25.7498305639877	26.9536818241002	26.654911966438	25.476619769789	26.7280095453154
Q61233_Plastin-2	21.3445642478622	21.3457176359697	21.5361289738705	21.3802472860405	21.4027997391963	21.1683197016169	19.3253161726548	21.304305639519	19.220646663441	21.1402885475628	21.8038615118942	21.2831016389677	20.5389419709222	21.193479339501	21.0263451262198	20.9254365453264	20.9110336879553	20.7212235455509	21.0148741990138	21.562851925723	21.603333288619	21.2781920761038	21.0078553805238	22.0032799334997
P13541_Myosin-3	19.2518278105678	18.8291660419421	19.0519709434091	18.9041923839976	19.7401561638526	18.4727426653674	18.5733908665545	18.1152094034052	19.7434505655428	18.7907524734602	19.8700876429802	19.5213917184239	19.2107191855297	19.5667859506258	19.7448893542591	19.0801495044713	19.3351790505576	19.2171770300051	19.2158645998673	18.4887166492434	20.1649797988821	19.3710249456311	18.1081321625655	19.9603918539131
Q8CG16_Complement C1r-A subcomp.	24.6724935399112	24.8994654433159	24.58716838277	24.9165855611532	24.9678269493999	25.1592840805285	24.9308198868736	25.011399430446	24.7379098482034	24.8634996805353	25.1422303292	25.0558869429393	24.767437076523	24.844864149588	24.418307394606	24.8769560312188	24.6455119962429	24.8912010314525	24.8625399356114	24.8701229240536	25.0356941776138	24.8359759783592	24.9809660127886	24.7776684878999
Q9R1P0_Proteasome subunit alpha.	20.5034466679252	19.7789143208308	20.0871737195622	20.4409643197467	20.6370306612101	19.7914996610624	17.197817179028	20.4366741849371	19.8501285426448	17.4929365109428	20.2643987867713	20.4601380079395	20.3225708861072	19.9762175457919	20.5763058035666	20.3744596575775	17.4754944553107	19.9080319253846	20.5704445305023	20.735360684296	20.7227275978343	20.449324613866	20.4444737802717	20.6990963539631
P01642_Ig kappa chain V-V regio.	23.7163544679401	23.2732916481607	23.0084956449913	22.4997858040256	22.4811290718227	23.4623915597894	21.6157282957336	23.2594784994609	22.7461960985201	23.2834122690318	22.8216585813674	22.5521594368758	20.1732001112895	23.5802013966828	22.9696709047527	21.8834711267526	22.5468636167228	22.858533890487	22.798824967168	24.1464613120882	22.3175718770824	24.3654467341642	22.7979262605446	22.881461283695
Q02105_Complement C1q subcompon.	24.5106747219075	24.8991797875672	24.4836688062796	24.9715916151066	24.9866263174072	25.0754453633477	24.7495156294885	24.7704530895941	24.3391444382303	24.6341740329218	25.1511706464776	25.3960435492892	24.5239781239513	24.7552057496186	24.9088199134393	25.0801148669436	24.4309793823883	24.6460836946301	24.8276714317306	25.1825352953305	25.0480135104815	25.2627710190265	24.9200958460724	25.0187043060426
Q01149_Collagen alpha-2(I) chain	19.9735590776765	21.7356189264304	21.0467445094663	21.6967401563711	20.9744560783994	21.9220030583149	17.2685056327571	21.4973368113736	20.6192812353631	20.6917058264038	21.1976333571535	21.3279459261704	20.6168294711379	21.2105396637951	21.8115538306954	17.5430538787197	21.0108176385937	20.4739478548685	19.9104582832339	20.2439043944679	21.0322670672274	21.0183395997547	18.4565603278022	21.4644971415947
P01787_Ig heavy chain V regions.	20.4135112060826	18.0385193579055	21.6298210582943	20.2157955800548	20.4635935983983	19.6297267954331	20.2540042650591	20.9854640459608	20.772929833321	20.2351758856371	20.8318517102379	20.6803144488922	20.3050835761067	20.9515345350554	20.221052201581	20.3362778517153	20.5783987218081	19.9729617298353	20.7715958571154	20.3154544744417	20.3383186838308	21.4514197873678	20.8467039350411	20.9819872933127
P0CG49_Polyubiquitin-B	23.5617517479923	24.0906225644316	22.5663818261825	23.4317605341738	23.8986075683156	21.438348209892	22.2910339368476	22.6113126930491	23.6142262461337	22.863691458416	23.7910776136978	23.9006322822997	23.3274238106088	24.0463711691083	24.9132196877814	22.9973722932507	23.4948350808671	23.1109675117843	23.503431861967	22.7001924652795	23.8793484168555	23.635136208274	21.8794874327419	23.7078592532225
P28798_Granulins	19.0813203964773	18.9466589638011	18.910518480035	19.2766358750638	18.7961744051109	18.6455175021599	18.7250475973703	16.3572086776734	18.3087156457691	18.4970677945576	19.4031574411581	19.2698881420815	18.5561599857923	18.9311364174415	19.0218637787821	18.5694552449516	18.5121375166769	18.6241108213266	17.2152786439304	18.8693959687407	18.8200769707239	18.3426348991017	16.9419174969971	19.0967463425502
Q9JHJ8_ICOS ligand	18.1354334444964	18.2537277539067	18.0495539301444	17.6801611502973	18.3075764768859	17.4105700198182	17.9164937305282	17.8379224902911	18.3779383467571	18.515832405668	18.2263724895278	17.5898453963967	17.7788405479093	17.8342054212072	16.7833498587984	17.365452202225	17.8032113933207	18.2316073642571	17.8903820897719	18.0578463336265	17.8517290363745	18.0830629134308	17.9157972354753	18.5153164251927
Q61702_Inter-alpha-trypsin inhi.	27.9004107098614	27.7613310778545	27.9074572474043	27.8738034227664	27.8473272226891	27.6071672896811	27.6565104062335	27.821682129289	27.8761525022328	28.0432631351788	27.7030167315965	27.7365959905057	27.8362830946683	27.7184949360955	27.7120287050498	27.8422907754871	27.8147388151602	27.9511953229119	27.9364073599337	28.1574423895037	27.7398733993748	27.8162933676638	28.1449278280988	27.7955349617853
Q8CIZ8_von Willebrand factor	21.9549369549259	22.1969439514821	19.96509878533	21.5740351787334	22.2531189172006	22.2552909819072	17.9806712279556	21.7971377501842	22.4005209188358	19.5699867581495	22.6665239550833	22.802641983638	21.8809207493947	22.9614429820567	23.4239841429366	21.3268620170441	22.0792761057774	22.5048479552333	22.0534403784117	20.7767215673377	21.7279247119388	21.7685445787139	20.4976378386202	22.1748019734682
P27931_Interleukin-1 receptor t.	18.9798427137756	18.8606381854472	18.8329425824567	18.8520738320411	18.3207687357798	18.7424264187071	19.9371982345189	19.0596218795668	19.1141204037895	19.3808860134359	18.7393526585498	18.6567166761335	18.5636393361695	18.8074871509826	17.9211495187766	17.2988372782796	20.293226763263	18.3600602099889	19.3223295263399	18.8223381093943	19.0060447130638	18.7685738474143	19.3926823021976	17.4628805342484
O88342_WD repeat-containing pro.	20.4160680432872	18.9434128459596	19.7877128897485	20.3373845283318	20.3448699130754	16.1252742152766	19.8372852955278	19.1474614577834	20.4823455212607	18.6883090198887	20.3650236228388	20.6354458997344	20.3139100322161	20.8122463531785	21.074280155148	19.2893965541064	20.8794025514399	20.0810045208168	20.3295380967281	19.1892172367538	21.406314664588	19.9925082796662	17.2580908231595	20.5292578938246
P12246_Serum amyloid P-component	25.0042144644964	24.4955077649878	25.0286896766506	24.8051499928031	24.9475515999877	25.0264854508376	21.1852449152439	20.0614442126914	22.6890469612658	22.8101759207903	24.6534641793231	25.3662356241154	22.4079862914119	24.2363087010939	24.4308391766747	19.0335354119504	22.5820686866922	22.7768104051894	22.6447989519785	24.8230857472224	24.409041522201	24.4022277687282	23.1813236545778	24.0501881031861
Q923D2_Flavin reductase (NADPH)	23.9799462793488	24.5014087483288	22.8988722156479	23.9042321853526	24.4356102423375	21.1253409434071	22.9096679856144	22.935906806446	23.7969076166746	23.6276578910276	24.2805313592649	24.3408238518048	23.484871683223	24.4117346642882	25.2747323209889	23.4130035322063	23.9668738193871	23.6410153782592	24.1473106803867	22.7483788796276	24.5256368173464	24.1485780553438	21.9879311680971	24.1871140177725
Q61598_Rab GDP dissociation inh.	17.6194589360917	19.1047521484603	18.2074832991006	17.921527695558	19.1538446882647	16.5754871547461	16.8032088702219	17.5313097199906	18.1732191953187	17.8956864871531	18.2852749171559	17.9240205294396	17.8702680212876	17.9203922861213	19.6869139166484	17.6409914151514	19.1978263437163	18.7647338376168	17.9800121309722	17.153971147198	19.6589491959896	17.8299444853397	16.6037649809938	18.1664072191328
P62962_Profilin-1	22.5662598726527	22.3554716798436	22.6778749930377	21.9604111181488	22.674219320321	20.9947186501613	21.4765664985154	22.4497311528224	22.827739261219	21.9315503551843	22.5847567948062	23.1813608133428	22.4089068107586	23.0348271668005	23.5186071766041	22.3853462184524	22.8714728852191	22.4165424221967	22.8456881613553	21.2588069613251	23.3855186946636	22.5893594665975	20.9897681551179	22.8643854831327
P17563_Methanethiol oxidase	18.4145725254432	18.2241696936034	18.0360006041293	18.1461727672542	18.7516952362881	17.7161598909375	17.9936666585086	17.8473406855611	18.7887470993982	18.1503482297146	18.8849713765829	18.4515751209833	18.2787093063312	19.0729372681163	20.8543522232872	17.8812671815153	18.387174990769	18.083922206615	18.4839252172612	17.7794335055047	18.8393851779253	18.5708165905531	17.2018376341691	18.5863478962469
P18337_L-selectin	21.1764831733116	17.2843914436811	20.920213545312	17.4591403669525	16.9228089933753	19.7437128976947	20.6963270218006	21.0208797610772	21.4850902915808	20.3807790378316	20.4867327930068	21.0903004737496	17.3572378928561	17.6949035153174	17.4878424669875	17.5545716152539	16.8483569092251	20.5619662308471	20.3932817756593	18.2132864251074	18.1151435515456	21.1245913359615	20.5953025613219	21.2056526227713
P07361_Alpha-1-acid glycoprotei.	22.2148925510141	22.2362700109515	22.9594691709784	22.892597195796	22.7037044326615	24.3747252366351	20.4043678461009	18.6197076319933	19.5492468428961	18.9534734808747	22.495238753379	22.9497000091068	22.3088339427765	22.8365102107872	23.0570808164767	23.0546594600268	22.1087061387772	21.9628323889652	22.2933953089957	21.9095915412859	24.1133490433502	21.7776075929954	19.5755920927858	21.9222688033352
Q61171_Peroxiredoxin-2	25.4101209614137	25.9284014456126	24.0568159640381	25.3210129946086	25.8346743436418	21.9878348259583	24.0689161752191	24.5456163884139	25.6452378831997	25.1652170805245	25.7567544074891	25.6301355641277	24.9808386181968	25.856603432688	26.6323336339976	24.7670338986982	25.4641729168043	24.9354442985098	25.6603802796285	24.0001484133936	25.8239464797685	25.5211796306417	23.8588370012324	25.4896348488668
Q80VP2_Spermatogenesis-associat.	23.4397517653351	23.1627825293406	23.5194091391408	23.5981307818775	23.3597459416143	23.0996996668857	23.6693074571544	22.9701523316962	23.1443162497423	23.2156972513288	23.494268797194	23.1814774401481	23.3944441152535	23.4176449782501	23.473381234352	23.256125310954	23.2526919930936	23.4275331889152	23.0030077627632	23.8449161428651	23.2475622122554	23.5198041956075	23.2230753256348	20.1123865359232
Q9EQ21_Hepcidin	19.7967616029222	20.0127793302634	19.5447904338725	19.4395410045477	19.0609310427775	17.7062697023484	19.089208642664	19.324363096268	18.939815118179	18.0831734701574	19.6924125573537	19.6594845640474	19.5930753527933	19.4409724278618	19.9533255233924	19.6921555284698	19.6669997629835	19.3133169408123	19.5474538734077	19.4066480136138	19.2423635325524	19.1192261150863	18.6453449968992	19.4738399933694
P47739_Aldehyde dehydrogenase, .	21.464815810603	16.8395717731005	19.2788078731744	19.472567772475	18.73851918334	16.3411982466444	18.8258747354979	20.0194173223111	21.4629552703232	20.6305439859701	20.5856571433722	18.8901338047999	20.4948709620181	19.9059882034482	21.6928686312981	19.6026690743335	21.3843379392352	20.5192483550988	20.727722940061	19.2169312740777	21.1234962691663	16.9586314407527	17.4420732893822	21.8962414815954
P31786_Acyl-CoA-binding protein	17.9034456762973	17.0941232641497	17.6950683940865	17.9708029471019	19.8575734852973	17.3188381923131	17.6379754525666	21.6771430288216	20.4241307127895	22.3565705811636	17.890119236432	18.3538755754976	18.9995144869628	18.9381214474354	19.7704092233076	17.9531320416851	19.4464107548466	18.4439556328787	22.6056324477911	18.8097785206485	21.1444604942021	19.8647157084282	17.8641454497669	18.6331126228458
Q19LI2_Alpha-1B-glycoprotein	28.5088523652284	28.6685478690282	28.1787943067338	26.2991426045315	28.9905070389368	20.1942497722021	19.9944711841909	22.5974608849718	20.9561358544546	20.8943839933539	29.3419182226138	29.6042842315315	22.6052842277118	26.574702769288	28.4015012892024	22.1767907482015	19.3537820611931	20.9946534836823	21.5303508476146	29.2230297956394	25.3018500466354	27.2962310621984	22.3113880130468	29.1069376351936
Q8BPB5_EGF-containing fibulin-l.	23.2737193491495	23.4415969907586	23.1866435313138	23.4839289162746	23.2362993571546	23.0872562854173	23.0956132004207	23.2836009038759	23.0193842336622	23.2046423328164	23.5101537486373	23.2237678232627	22.9978460299661	23.0343990076402	23.0780168860586	23.0980438128828	23.1755478755703	23.2036612032142	23.2667562356934	23.3707299705865	23.1064607050311	23.0201986725794	23.2055046741334	23.3993891546009
Q9QXC1_Fetuin-B	27.2610973552876	27.0774118026622	27.1669318464943	27.2502611132857	27.0217050460586	27.221745523282	27.0931349543378	27.1706804571631	26.9677876439171	27.1950641130228	27.1244177967121	27.1648928132429	27.0712574316329	27.1942016697906	26.6253894685888	27.0733734308014	27.132007949183	27.2078841795204	27.0256938143107	26.9670499618959	27.1803691805405	27.2532800994323	27.0790082960398	27.1666660356881
O55222_Integrin-linked protein .	16.591055655947	16.8806548653027	16.7859810725565	16.7874851980965	16.5941687118173	16.3449680909879	17.847360180012	17.0205990159142	17.0505058424614	17.102080070496	16.3761418420392	16.3275810626482	18.1237163150689	19.4279432142901	20.24053850304	16.5376590117788	16.4506010577767	16.6509758478824	18.7984552836272	15.0262919370354	18.5917947472923	16.758730973592	15.0283160130775	17.1870306286631
P0DP26_Calmodulin-1	18.383521294953	18.7199683349166	18.3112564637801	18.505542620397	18.6960846850314	17.1766555709073	17.8774043291346	18.6126246663498	18.5385767345898	18.6206506248278	18.5466943395775	18.8671251422909	18.5094583673479	18.8140058121179	21.8750217642927	17.9056096470006	18.5149869065089	18.201745552848	18.7244477707167	18.0299606905585	18.8502469466517	18.6032294855267	17.4170622535554	18.5966759022973
P11438_Lysosome-associated memb.	19.1335764234103	19.065735288171	19.1771080417037	18.9859689808756	18.9473887536553	19.223884458946	19.0027999105566	19.5808418794171	18.6209240945187	19.1500414912131	19.2346745014478	18.5720636377806	19.0568976403247	19.0755137508986	19.0288161116339	19.3826176945076	19.3448013911937	19.2181232999988	19.2708760268657	19.0428630159769	18.7854879731414	19.0494327896475	19.2924011301983	18.9741253619017
Q9D154_Leukocyte elastase inhib.	18.4792364025595	18.3520562317957	18.4785759287204	18.4002813801548	18.4808656024045	18.4059448583881	18.3044947375106	18.3809046519929	18.4737488955482	18.3244016326905	18.4748449286376	18.5774602878037	18.4712423184459	18.82008457671	19.1003227559443	18.4690409897977	18.8635651960117	18.4991811912431	18.8467768886206	17.7868795780503	18.7430737309022	18.3721745215083	17.7762471830112	18.609289351874
P63028_Translationally-controll.	18.0555943702792	17.7489236448073	18.0827524897815	17.5503932066335	17.6353260950596	17.830786159931	17.3384281019784	18.9034572362638	17.899117201304	17.7169210512792	17.8489502162096	19.352183552612	17.6572562655166	19.7992672954465	19.9901889929835	17.3664578020814	17.6987508488739	17.6345721407347	20.0476897508497	16.5876141310129	20.2171091382265	18.0308507910316	15.9667080040142	18.269198194687
Q8K057_Intraflagellar transport.	20.2188585213268	19.1274592747392	19.676816435994	20.4996659904524	20.168071449555	24.9332486910297	25.413669373726	19.5876234923257	19.6971495660515	19.3163746143976	20.5237338638598	19.5413503619714	20.1952415269394	25.2922644730848	20.054006223997	19.6401350286565	20.491524202332	19.8759693121735	25.0055037681505	19.6417108937018	19.5359411000688	19.7371086766362	25.2771094340905	20.6697836453799
Q9Z0L8_Gamma-glutamyl hydrolase	19.6418123042136	19.5118565019937	19.4214127953656	19.5978248977935	19.5478342621693	19.2585075152257	19.3762479536127	19.4641701790945	18.9953819406805	16.6933380303179	19.9493421107716	19.8442441994135	19.5118351578469	19.761956764617	19.5337849137661	19.1208553240718	19.3541599167867	19.3728965311729	19.45710204182	19.7894359273452	19.5319173072729	19.5145332282742	19.3356876068685	19.5377552875161
P98086_Complement C1q subcompon.	24.6355136585755	25.077251078019	24.6499140832228	25.1151114565665	25.1216052875893	25.241801647301	25.0240231458975	24.8414296914962	24.3735103876615	24.7114468452321	25.3789777003206	25.6474510702107	24.5438437998383	24.788056846816	24.8369086852393	25.1769195598775	24.6241304558136	24.87985926011	24.9722620240546	25.3655790244494	25.2695343581229	25.3199515551946	25.1830245448897	25.1747035471287
Q8CFG8_Complement C1s-B subcomp.	19.8803338597298	20.022811745715	19.5969848817551	20.1837839181907	19.8787681861533	19.9876149822341	20.0292609365884	20.0164930907334	20.113517719303	20.231166383308	20.2112107198664	20.227094127995	18.0509464746153	19.9496618939883	20.5572303150412	18.5211111009493	17.5375028035692	20.4661471776646	18.263842681279	18.2238265664128	20.5060230160482	20.6640742949738	20.6684239777771	20.2360182806891
Q80YC5_Coagulation factor XII	25.22970601315	25.494271605357	25.5854602472938	25.3402266339423	25.6906416109375	25.426861946828	25.6095890775105	25.9560602409944	25.9627190019292	25.8913098888903	25.5255533066828	25.1191946048383	25.8789585025851	25.5595482889266	23.6985178421933	25.7905447801819	25.6848669496632	25.8443815664093	25.7911364519006	25.5196440506186	25.2507594407377	25.6312963082732	25.7679647761631	25.5039019048744
P29533_Vascular cell adhesion p.	22.3405033380439	22.3525233036318	22.1041973711413	22.3437041916688	22.2428811632284	22.1751713932435	22.3992188504108	22.3249163953043	22.4078644444457	22.4519645410742	22.2868520006635	22.1931624164776	22.1367176930201	22.1258277509208	22.2154833799449	22.3172602344805	22.3929263421514	22.3058553780915	22.2743359202991	22.2544775076108	21.1540784109535	22.4556852917619	22.3784123461601	22.3637688926286
Q8R121_Protein Z-dependent prot.	24.71544340843	24.7951260821155	24.7157114145176	24.5380234713221	24.8705726125197	25.5993090390169	25.23514520737	25.0391325824718	24.9822678946188	25.1401214122553	24.4637764183806	24.6371820477539	25.0689312594913	24.8626338580494	24.6313523780016	25.244228951315	24.9532037511867	24.9855868672381	24.9814697299093	24.616201853675	24.571586474738	24.8661187554176	25.0746172739961	24.512611357738
P04247_Myoglobin	19.4129934621584	22.1741354075498	22.4317152707988	22.632422170592	23.30452512343	19.7643319204408	17.0679697678111	23.1278800572646	22.4355670070537	20.1823064471671	23.1083240855686	22.0848677386515	22.8403998228028	22.3104336095711	23.5021123764416	20.0686464352494	19.0615028844701	21.7657560204816	22.8285243008094	18.1644197738455	19.5076839574441	22.3029216764065	17.9313147480858	23.3586047918135
P01639_Ig kappa chain V-V regio.	22.1469208532211	23.0888066743812	23.3760354099095	23.5378012479584	22.9929531127585	21.7881334365747	21.6427743573511	23.2636295436828	22.8783300232567	23.7886654687855	23.0920152551744	21.6256866619214	21.6282961223905	23.3720070977396	22.9479201132499	22.2603911061956	22.0572945476922	21.5211381661566	23.9387261187365	23.6384197833518	22.4869226444822	22.8148281779178	23.9586125385718	23.2785806132626
P02104_Hemoglobin subunit epsil.	20.2883558132851	19.4029888819323	19.3899400734781	20.3019027820765	20.1879573062817	17.3525928443782	18.5165890075148	18.7684053665792	20.2635382843253	19.3731338488839	20.21943842847	20.5485297380961	19.8923630822259	19.7343209678324	20.990987963757	19.74094122625	19.7518822491637	19.9205370451479	19.9148782441286	19.0743303032974	20.3014413852157	19.6989446483961	18.3601530402606	20.4781813135728
P05064_Fructose-bisphosphate al.	22.4997719383492	23.0140078666261	22.9246831328801	22.7381717544975	23.6011839749475	21.8924926044402	20.8512008761403	23.6179183760265	23.027053026809	22.0468996787288	23.5241602717778	23.5371164758066	23.0378609355678	23.3776761542599	23.9313989525179	22.4950654857859	23.060364285255	22.7464634758442	23.2434708120186	22.3052073157689	23.3805251397829	22.9747517157327	21.8121868064246	23.7447850882136
P04919_Band 3 anion transport p.	20.1065958112466	19.4811590069169	18.4117008125291	23.0187031176709	23.7631987886312	16.7813503636419	18.6029272664001	18.1077767389113	22.4264660643474	18.1233153477046	19.2921203756057	19.2796346553899	18.4410567900957	21.6594786799991	22.5937434142314	19.7099300380581	20.3174048847684	18.587621441491	21.2753635220696	17.5858122024675	22.3052724552253	19.4722384190742	17.6915716368538	21.6942585095868
P01728_Ig lambda-2 chain V regi.	18.5931674716763	21.6761604711299	19.7749913973342	19.6529287684122	19.5351944490875	19.4426620968829	19.102028538305	22.2051677062452	21.5617890321966	21.8283441592035	19.6739077045759	19.7135594639104	20.0745297286677	20.3606903844347	19.5619201759979	19.8461338581734	19.6046050228819	20.0595293069603	19.960197478975	23.362787009634	20.2153435406834	20.2341973313855	22.891152256205	20.4965202872192
P47878_Insulin-like growth fact.	21.6739851028007	21.2805091292741	21.074473877447	21.1501008468719	21.1945917040589	20.8140399483028	21.390919394777	20.7460079368814	20.1879483927145	21.250616335589	21.2120817652453	21.6647908918779	20.4504473460389	20.7178392384576	21.4604460221037	20.7581064810497	19.9216553739457	21.4606319957961	20.9168840022043	20.8181771490039	20.953913029148	21.9278332892881	20.8050439839834	20.7378215771323
P04104_Keratin, type II cytoske.	19.373454098972	17.175679943979	18.3423080155392	18.5064290042695	21.5866182018276	22.1670608275191	19.8100996632522	19.7172532279286	20.7112002111949	18.4592323601623	18.0026069364874	23.3700983015634	20.3247334982079	17.7412354898535	18.0166841413696	21.5834963491383	16.9481042543611	19.2087585624653	18.543924557494	22.2716416917877	19.1885822973212	18.8017941994959	19.607942288922	20.1754567011178
P05017_Insulin-like growth fact.	19.8675015038426	19.8228805103505	20.9480746022408	20.9606579526522	20.7793027612384	20.6350033187222	19.4634119975938	18.2104012887635	19.7695384453393	19.5514026363494	19.6576304951815	18.1787918514374	19.716027842672	20.5939949007586	20.1676565579493	19.7294830017649	19.5872825193212	19.3941444573664	19.7135076475121	19.9146121413739	19.7942330015674	22.5591804265298	19.366500981741	19.9967062147646
P01675_Ig kappa chain V-VI regi.	22.6542993914689	22.5259067901356	23.0120553501582	22.854699395023	23.6582969198406	22.0023470288937	24.1158179145081	24.0760577979241	24.1222144005296	22.8523589133637	22.2439071538719	22.486566842728	23.444078277265	23.1887768654619	23.8419294783291	23.5033736266358	23.004555328415	24.0061173338412	22.3507664321458	23.6134537258115	22.9414722328688	23.5826872114836	22.5567006281575	23.465744496812
P08905_Lysozyme C-2	21.4120972564765	20.9701243267602	20.7375111190444	21.3392423217897	21.4958302687955	21.7403747307288	21.0715697268829	20.4310115244462	21.7401686180383	21.017206010802	20.6715570471965	21.8186600890411	20.3856175629492	21.0989303510959	22.1758256053779	21.4507074744564	21.7408269018062	21.491676730718	21.2936149154689	21.0604594496887	20.9071015455703	20.986223021172	20.3572593527494	21.6739573994564
P28665_Murinoglobulin-1	30.4447037768994	30.1486638520085	30.5196718823349	30.3850752179927	30.1610763572043	30.7242183281994	31.2781222984947	31.2933397355403	31.0701845065845	31.1077413194148	30.1875002338085	30.1300507790333	31.2045517421438	30.4971616022982	30.0961994372898	31.10748816089	31.1080983155541	31.1645867325578	31.106379710271	29.9219797306807	30.7820121744581	30.0608921460396	30.7387742677776	29.8489665245801
Q8K0D2_Hyaluronan-binding prote.	23.6467061386381	23.3764171541555	23.5676130953522	23.6185740354383	23.5237223845176	23.5607134620141	23.5041765816326	22.9465972901338	23.1254314440211	23.2777350565291	23.628427628625	23.569188552491	23.5836435936882	23.3372477212974	23.516855038929	23.5918981440266	23.457483335016	23.6872156908603	23.5630127008292	23.8090865830274	23.3192007630451	23.2281926295502	23.3983334924597	23.8456800269223
