dataMatrix	X501f	X502m	X503m	X506m	X508f	X509f	X517f	X518f	X527m	X528m	X529f	X531f	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m
Q61171_Peroxiredoxin-2	26.0691397997867	25.1320821820534	25.5815198900796	26.3310803997791	24.4885123092077	25.7001161428026	25.3801668134087	25.9011521299251	24.8511863891186	25.1394545509728	24.4648035985396	25.552432232083	25.4101209614137	25.9284014456126	24.0568159640381	25.3210129946086	25.8346743436418	21.9878348259583	24.0689161752191	24.5456163884139	25.6452378831997	25.1652170805245	25.7567544074891	25.6301355641277	24.9808386181968
P01029_Complement C4-B	28.4192766568251	28.7770794952875	28.1433631270063	28.3725478674481	28.5323913609441	28.2713755400705	28.6156207696951	28.4393874339131	28.4731086842237	28.3999243213616	28.9076573885579	28.1171739790549	28.3700185915708	28.4932502945293	28.3628770166541	28.786251976628	28.5890755020695	29.1431215941658	28.8527174179303	28.4824298424431	28.448399541525	28.6210998844287	28.2158956908754	28.7531859346605	28.4288079190819
P28798_Granulins	18.9566696739908	18.3321500851269	17.6373797676371	16.4599646538643	19.0636840706339	19.031161534043	18.9109677393743	18.6642138582966	18.2156550423827	18.2924848022057	18.8635155605985	18.9886413657775	19.0813203964773	18.9466589638011	18.910518480035	19.2766358750638	18.7961744051109	18.6455175021599	18.7250475973703	16.3572086776734	18.3087156457691	18.4970677945576	19.4031574411581	19.2698881420815	18.5561599857923
P04943_Ig kappa chain V-VI regi.	23.2623228528182	22.5134596715124	23.1902563262091	22.1532559072903	22.7276117094257	22.7535139428494	22.7876195400172	22.829489224983	23.4437670062689	23.3735888429963	23.3083041687806	22.5956677019098	23.1688685648273	23.0292702056873	22.5632551684228	22.4346838336261	22.5822399705228	24.3988113949508	21.4183228379195	22.419353434077	22.671263215535	22.3102143292366	22.8504925654344	22.7298650784048	21.4480058698546
P11087_Collagen alpha-1(I) chain	23.4260485683119	22.6112247654024	22.8027540844911	22.1451211580069	23.2231039100757	23.1092266530382	22.7964070361487	23.1607931578642	22.4207745541992	22.4987558541336	23.2155987618668	23.1100026104948	23.1423595118323	23.3235149656727	23.1118523532018	23.5604973887618	22.8497165294973	23.3537245883299	22.7296494726751	23.1674140110638	22.0907133312646	22.611722876193	23.032759915137	23.3121219639413	22.6150473118205
Q9Z2U0_Proteasome subunit alpha.	21.3760130135837	19.1519839688475	20.2393693842084	20.7129624874312	20.2062083386126	19.5316448973738	20.310209052783	20.4317514867124	19.4491638829874	20.7346797555896	17.1118068857719	20.3225880821098	19.558132011751	18.4700065304548	20.2607201636765	17.8110400981884	20.3875701063336	16.7527662284519	18.8373457596604	20.4692976235017	18.0917616005097	20.8119990294128	21.0025673071416	20.2410199720788	19.3369283128145
P0CG49_Polyubiquitin-B	24.1598225361765	23.1474524519551	23.4071906004805	24.2001001274452	22.8601727368623	24.0318288948852	23.6173367499306	23.6573326255677	22.9498549344185	23.1502968941417	23.0172250443728	23.6051197923667	23.5617517479923	24.0906225644316	22.5663818261825	23.4317605341738	23.8986075683156	21.438348209892	22.2910339368476	22.6113126930491	23.6142262461337	22.863691458416	23.7910776136978	23.9006322822997	23.3274238106088
Q9D358_Low molecular weight pho.	19.7190677005258	18.7479211719264	19.3594845718408	19.848544150914	18.2172808972965	19.4160654653872	19.1593980521865	19.5080028997096	18.6257501815632	18.5069487922237	18.6505454913598	19.0898920226838	18.5361717697513	19.8212305649714	18.2299537087661	19.1661063829263	19.5600322538758	17.0330194490092	18.1100034327756	18.9377257319105	18.3385545546381	18.5699185246575	19.2770873045934	19.5395932266886	18.8565009405906
Q91X72_Hemopexin	30.8585189988624	30.9694834885069	30.7768549726273	30.6815458747753	31.1670655760066	31.0485209648059	31.5223300943269	30.9595860857797	31.1822965952722	31.1554901065835	31.2040861626131	31.0457105096285	31.1275883762066	31.1286334642514	31.1607066948434	31.0766846498876	31.1783288500806	31.6722320609919	30.9482053722089	31.1796994125081	31.2889054907862	30.9175330647524	31.1870516274617	31.0975573427854	30.9297668711948
P06683_Complement component C9	25.4216543401454	27.2187906908994	26.9203945651308	26.8757557247407	25.7147067898349	25.5666574031895	26.1128595965888	25.2167998741888	26.7080551894095	26.9966688087421	25.8799564540795	25.589197828586	25.6724022489005	25.5704830962852	25.6967685928269	25.5672390427539	25.6940434690915	27.4010421206618	27.33640099877	27.090917939459	26.9858931713196	26.8516723246909	25.823419527899	25.7491137554809	27.0662532987769
Q3V1M1_Immunoglobulin superfami.	21.5828410836074	21.9820100153638	21.8141381616312	21.7136962693095	22.5335948239636	22.3715098625102	21.7778838566686	22.1336231029384	22.5497668100951	22.2195370933734	22.1480696868875	21.7853494923805	22.736569670178	21.7696868408698	22.2584340529999	22.5685640960537	21.915057479311	21.5615509792917	22.3425167753316	22.0647817353962	22.7221828819753	22.0807610996799	22.2309185968738	21.9677792023314	22.534889638897
P11438_Lysosome-associated memb.	18.9191521164626	19.4229364486853	19.3918128625982	18.7617809852532	18.9797951372879	18.8560588797229	18.6300302356473	18.7291860091475	18.8226044204392	18.9558219142315	19.0136198235172	18.7637347096375	19.1335764234103	19.065735288171	19.1771080417037	18.9859689808756	18.9473887536553	19.223884458946	19.0027999105566	19.5808418794171	18.6209240945187	19.1500414912131	19.2346745014478	18.5720636377806	19.0568976403247
P13609_Serglycin	20.0437167097613	19.6139337620047	20.3647394281367	17.8708655082259	19.8435293013493	20.0632448102854	19.7918437139608	20.4668221742293	17.6607458704598	18.1376558110399	19.8409303113953	19.9504952120466	19.6696166038187	19.6891416766264	18.2569365752759	17.4917702830071	17.0152799022955	19.8883026236606	16.5056979086827	19.7891229571528	19.7471687256391	19.0118511787096	20.0252681677209	20.0073767066885	19.3801633829813
P07309_Transthyretin	25.0703201400688	25.6714223952784	25.7272061798485	25.6406977200514	25.3712979438303	25.444829627664	25.2332693152736	25.3933040364506	25.921492124023	25.5845652807741	25.3525831087728	25.5016624000892	25.3294392842489	25.3012236309738	25.2577556992791	25.4313624227993	25.4683104406488	25.4927578235162	25.4522189907864	25.6665737966018	25.4853220122216	26.0063161471406	25.0793238016276	24.9785708208447	25.6295835220515
Q9CQW3_Vitamin K-dependent prot.	23.1031417896284	23.6174875311839	23.6395583181158	23.3218171962119	23.1510283105046	22.711040212652	23.2516959230616	22.8727310466014	22.9010449335914	22.8694241236095	23.3337754254048	23.211552963074	23.350318616868	23.782108387979	22.5189996922696	22.8558125271966	23.0117848300725	23.7906047337776	23.3131004461055	23.5865004667704	23.2455843303169	23.7789876810528	23.2429554274862	23.3317456434029	23.3215313795616
Q01853_Transitional endoplasmic.	21.8893864280193	21.1414765072277	21.8815197228448	22.7764217870496	18.62086393635	21.9868678397851	21.5435902601696	23.4600617505157	21.5757151155362	21.2940385983461	18.2385449675734	22.2618964926031	19.5986412744487	20.9863095780295	21.050789435478	20.4190406357153	21.8267729715832	18.3081187477528	20.3519384511141	21.5799075696616	22.2556763716695	21.5270639946977	21.1348189111479	20.7900189112155	21.0868150698837
Q91V80_Apolipoprotein F	20.5283683734149	21.0662546128823	19.9805610507354	20.2871670392068	20.7798617990516	21.054260004966	20.365494792583	20.1765484571041	20.0581760815437	20.2912668329109	20.1732289324691	20.3722808296085	20.2051040091273	20.6918768201552	20.5248607776278	20.4388100014612	20.516630612569	21.0090547888723	20.1929966261197	20.5094287817631	20.5205511792451	20.9288017141313	20.5451584474846	20.5833625145621	20.6582722918111
P01648_Ig kappa chain V-V regio.	22.2808623615332	19.9745869224584	22.2255493180567	22.3673442254397	20.8093548236602	23.2153060677867	20.0185852942457	23.2138013705516	20.7612023134452	22.964176647552	23.0201401623051	22.4925543093605	21.9254772933792	22.9296988879123	20.6759531576502	20.8266673761958	20.4307527960277	19.4889694638606	21.1232862824588	22.1642838098452	20.7408535562283	23.3281173197661	22.7225864906826	22.1320434182192	19.787718564261
Q5MJS3_Extracellular serine/thr.	17.9745180534841	17.5271159969596	17.8029627838069	17.6860697964255	18.1090501393748	18.5032822652233	19.040133678585	17.7614282584352	17.7378961246525	17.8782681595209	17.9016345916372	17.7362330538109	17.6493721117312	19.000794863666	18.0373673136906	18.2254651792746	18.8630389918788	18.9573517350528	18.260613520084	18.221888595205	16.8099900164284	17.6753188646755	17.9278852876951	17.9371421155962	18.9378941433196
Q07968_Coagulation factor XIII .	25.133645677492	24.8649101501591	24.8712892842211	24.6988782234569	25.2031665039172	25.1248818885855	24.9420626151774	25.0430137622715	24.7940499152307	24.864982294661	25.2704648671727	25.056942940563	25.089577365425	25.3051004138768	25.051648568563	25.358441409245	24.9909985238598	24.5491596290765	24.9808254598381	25.0481482502728	24.774572032281	24.8419986556063	25.3973850468071	25.1425245184185	25.027916286499
Q19LI2_Alpha-1B-glycoprotein	29.2337088992856	21.7365138282063	23.3968597267075	21.6573088534499	29.7034251035401	29.7988243740165	26.9956093157364	28.4643762358327	21.8809911638488	22.0213865114967	28.3803018568803	27.3701203906985	28.5088523652284	28.6685478690282	28.1787943067338	26.2991426045315	28.9905070389368	20.1942497722021	19.9944711841909	22.5974608849718	20.9561358544546	20.8943839933539	29.3419182226138	29.6042842315315	22.6052842277118
P35700_Peroxiredoxin-1	22.1137575835595	16.9336974544479	19.7401141548938	22.4366757097398	17.5313144418759	19.9586220958852	20.0756781027944	21.6656415835402	17.6424059329718	21.0392432166629	19.1523485996118	18.961379743201	20.0097905182941	20.9106505030853	18.0541874353623	19.0905127450803	20.4451648021298	17.1671793757265	16.7793191066509	18.9646764782893	20.6652878721252	18.6492470890601	18.934181461628	20.5828183437189	17.8082600333707
P01723_Ig lambda-1 chain V regi.	21.4206702286671	21.6083292805015	20.9086178263778	22.061629442579	18.7812206117537	22.0060001906985	22.2401420524893	21.675862408264	22.1366429160844	22.1529488943125	21.5905294874449	22.1875174502625	21.6579573210911	22.1900213124629	21.5483035951273	19.0936614318675	18.6507714997504	23.8928923081978	21.210705970952	22.6465845277059	21.160135477948	21.9986223633592	22.0598774795523	18.2658310664952	18.9206490827626
Q9QXC1_Fetuin-B	27.2434513449594	27.1175448187027	27.1065437718566	26.9589358591806	27.0360629104447	26.9903719139856	27.0232985262805	27.1520407743518	27.019618552828	27.212693039351	27.0834768926261	27.1264675394416	27.2610973552876	27.0774118026622	27.1669318464943	27.2502611132857	27.0217050460586	27.221745523282	27.0931349543378	27.1706804571631	26.9677876439171	27.1950641130228	27.1244177967121	27.1648928132429	27.0712574316329
P55065_Phospholipid transfer pr.	23.6332082215663	23.5076310999978	24.1024805174111	23.5456691730836	24.1833440054551	24.0069350157265	24.0230793599485	24.0869174115239	24.0899600520304	24.2527081602023	23.8572160982244	23.8967420376591	24.0366971519789	24.1417741237915	24.1367926225051	24.0774139216302	24.100766589931	23.7437497776524	23.7172320004725	23.6765802811654	24.3605978298381	24.3976949984061	24.0485615401388	23.9722351996513	23.9803602216586
Q9WUU7_Cathepsin Z	20.1021235767347	18.7455652853892	18.7214564729631	19.1311839055776	19.9350804998226	20.230569196981	18.6299238681255	19.5408957836987	19.0613809236034	20.1835548197702	19.6133134230275	19.3611888180895	19.8725011152225	19.3575399345735	19.8012461558442	19.7515251649114	19.9109585050152	19.8175340130756	16.1933524823828	19.264118543912	17.3448306637064	18.6828607851183	20.2474777597662	20.1227441165138	17.1303317495025
P05064_Fructose-bisphosphate al.	23.5368021230291	22.33008585793	23.8386423755693	23.9509620769635	22.9036581058874	23.5522418907374	23.1836435585375	23.3424343059368	22.1359074552107	22.5663397824156	22.7646411108302	22.9730417299781	22.4997719383492	23.0140078666261	22.9246831328801	22.7381717544975	23.6011839749475	21.8924926044402	20.8512008761403	23.6179183760265	23.027053026809	22.0468996787288	23.5241602717778	23.5371164758066	23.0378609355678
Q9ET66_Peptidase inhibitor 16	23.1444570710918	22.0909670281901	22.1180108094703	21.5156763807875	22.9701834086378	22.655686189654	22.6169592232078	22.8393212542244	22.4258551378726	22.5042413322443	22.8228460073356	22.8169649773174	23.2396021708954	23.2280665037426	23.0625872168977	23.2988586908	23.2241496522155	22.4618622176875	22.4743964020605	22.997205587062	20.1467892821929	22.2490889967713	23.3102417931156	23.3195565009098	22.2829902593981
P24270_Catalase	23.6879611391699	22.2383868074596	23.1250184691108	23.779146933424	20.5758909628017	23.2425983136527	22.8833358506437	23.4234843734355	22.0174605640319	22.5614680069338	21.879539314862	23.2718629250878	23.0764431084357	23.5006375577708	21.7706364730891	22.9294270130448	23.6924804597929	17.9295262302834	19.4405985152748	21.9245903556932	22.8298061431266	22.5229305967342	23.2088222651006	23.3031157230593	21.9935863765006
P97430_Antileukoproteinase	20.3001374691475	19.4313385683335	20.3649868943578	20.0751197027338	19.85697314081	19.8540875662394	19.031153455249	20.5041039459337	18.9987604220551	19.7570056939938	19.7206140778697	19.1481429303017	19.7314366098575	19.3745790524258	19.7121660231975	17.8083298658798	19.7864883946202	19.9704112892677	18.8657425655362	19.8208888704235	18.2090670137221	19.5565922569882	20.2991648343933	20.5331664467755	19.6002337083993
Q9R1P4_Proteasome subunit alpha.	24.0261672945515	23.2145883012308	23.5718014721903	23.8623889658892	23.3238185273574	23.6452600956622	23.4149091945161	23.4954096822116	23.5107607881425	23.5500756493091	23.5922036854702	23.5857724262741	23.7642031279202	23.5107893952772	23.4158329147049	23.2530030337978	23.6995079592824	22.994597984903	23.2858287433374	23.1826380378636	23.4190511884471	23.2893675703387	23.919970687394	23.9352543611716	23.2970255366739
P01728_Ig lambda-2 chain V regi.	19.8288005672115	19.9058354709962	19.7222103084276	19.7058503510746	19.574771007821	19.9032863893908	21.5382759778611	21.8563493451642	23.0779741979481	20.5368963696725	20.0530374425321	22.1755650829727	18.5931674716763	21.6761604711299	19.7749913973342	19.6529287684122	19.5351944490875	19.4426620968829	19.102028538305	22.2051677062452	21.5617890321966	21.8283441592035	19.6739077045759	19.7135594639104	20.0745297286677
P63028_Translationally-controll.	18.0559703460726	17.4569254758205	20.0395504640669	18.1731555483661	17.9471520274447	18.0277256376204	19.7802203428367	17.7455280620131	17.2929427553148	19.5565196195399	17.2195921629324	18.006430347084	18.0555943702792	17.7489236448073	18.0827524897815	17.5503932066335	17.6353260950596	17.830786159931	17.3384281019784	18.9034572362638	17.899117201304	17.7169210512792	17.8489502162096	19.352183552612	17.6572562655166
O35930_Platelet glycoprotein Ib.	23.6769919013743	23.813729726975	23.8745403482447	23.8789165127252	23.6469376873914	23.578231128184	23.271040928529	23.4096475680792	23.61235919467	23.5524148760569	23.0742636565158	23.4775979552342	23.4401194274024	23.5501328519026	23.428032580702	23.4920689375189	23.5262130166904	23.8240077814187	23.723240238937	23.8945728160965	23.8857936402481	23.7140510495095	23.5909069137834	23.5167551512718	23.8204349229469
Q9ESB3_Histidine-rich glycoprot.	27.891213364096	27.9785481283506	27.9830306408979	27.9573715855174	27.9348522806235	27.8881277535388	28.0678538130636	27.7593294785764	27.7563206413133	27.7634069058554	27.9911306484057	27.9899120827204	27.641720704378	27.8798694470928	27.7596135307398	27.8265801984218	27.9274745287648	27.8974933771809	27.9481194438837	28.0629875013463	28.0046729317838	27.8635869242006	27.8553805525063	27.489994915598	28.0109985670333
Q8K057_Intraflagellar transport.	19.8057561663645	19.2150773221707	19.5740773500286	19.3416801922736	25.4033989199548	19.7612641036132	19.1106053440292	19.4428858034115	18.9948456051763	19.4474451100581	19.8207664898897	19.3882588357941	20.2188585213268	19.1274592747392	19.676816435994	20.4996659904524	20.168071449555	24.9332486910297	25.413669373726	19.5876234923257	19.6971495660515	19.3163746143976	20.5237338638598	19.5413503619714	20.1952415269394
Q9CR35_Chymotrypsinogen B	19.6308917688934	20.4485205383691	20.0571889257821	19.9011126192411	20.2148215700765	19.7073819840987	19.9771117563792	19.7005779241877	20.1045563713181	20.3944756529159	20.1646022299326	16.7552716322352	19.6969439654631	16.6447054955063	17.5903921688372	21.2730774654591	20.1987179430375	19.5746333635001	19.9446621095621	19.7816121534638	20.4678844936656	19.5660152283436	16.7411668765164	20.0295689758298	20.0591016426413
Q9Z2L6_Multiple inositol polyph.	17.7548228617367	18.1163912278155	17.9081619620687	17.9807758613326	17.7924219366488	18.2818018752529	18.0670770146065	17.7085012897903	18.0256125553582	17.9505482652872	17.877549502601	17.9633275837864	17.6284310863429	17.9346455550144	17.7672722055666	17.5911874631431	18.0882533595831	17.6590272875925	17.7808044431818	18.138673681815	18.2689825412783	17.8616075832453	17.9803183969095	17.8449817607574	17.913858331141
P01642_Ig kappa chain V-V regio.	22.917821482131	21.4484789435402	22.8621463028764	24.2338250265708	22.338832933989	22.4911215642277	23.0174617534276	23.7835777970006	23.8800799931165	23.4904005566037	22.2493542275512	23.5164241864285	23.7163544679401	23.2732916481607	23.0084956449913	22.4997858040256	22.4811290718227	23.4623915597894	21.6157282957336	23.2594784994609	22.7461960985201	23.2834122690318	22.8216585813674	22.5521594368758	20.1732001112895
Q8VCG4_Complement component C8 .	25.206440879508	26.6431867055013	26.3364236099138	26.337261606782	24.9220694991593	24.6822612474266	25.7188445104916	24.6876708434714	26.307244175808	26.6891078711502	25.2226653565532	25.5070809511495	25.2289726319791	25.1092628460354	25.3338493853155	25.2253371965438	24.8674243909825	26.8290854042802	26.6385361187806	26.6092096303876	26.3631219998902	26.5201598098573	25.3226099481319	25.3982268789077	26.5553732890966
Q8K182_Complement component C8 .	26.1514103710835	27.5122372373906	27.3188902994021	27.2729290132096	26.0140417600798	25.8353373563485	26.7337129716725	25.7375852865301	27.3274139420387	27.5139248933803	26.3997290508671	26.4712532322491	26.2828609182702	26.1522970678334	26.2800211159259	26.3002268615844	25.9870461568075	27.7006760294075	27.7252453785893	27.5761263153621	27.4160697137639	27.2526384382519	26.2985250801856	26.4226604913449	27.4629083548478
P26262_Plasma kallikrein	27.4120202213397	27.7325856397893	27.6207280389031	27.6383966919183	27.5143182032189	27.4382141765732	27.4934181606178	27.3119945157796	27.772457851463	27.6864315988975	27.6327825849284	27.5059088109703	27.5607561364442	27.5537051025179	27.5714867179987	27.6672850424633	27.5788466944035	27.2251123901941	27.671336652063	27.8192728011342	27.7857482830671	27.7928361576805	27.6486396599849	27.5562061917439	27.704340404277
Q9Z121_C-C motif chemokine 8	21.2443917105025	20.5696223639131	21.032775045981	17.2205256091525	21.1521560810993	20.287505112502	20.7550501503641	18.724893901402	17.2255081553887	20.5380031030617	18.7006617354219	17.1219693195986	20.9866209328113	18.7785582514627	17.6153439172446	18.8893888419546	18.6411169435376	21.5147339160583	16.5351321268559	18.8994193549555	18.2822146343525	18.6194961912684	17.0460422098316	21.4561290265413	18.951011846463
Q8CG14_Complement C1s-A subcomp.	24.5437337296897	24.5618024309722	24.210356391615	24.4951031915618	24.791122736453	24.243426647566	24.5112475149662	24.6575979089099	24.8508483872381	24.4869101272481	24.776031055543	24.5260762737844	24.4917240653532	24.6875726058811	24.3103161371547	24.7016458441046	24.6987605081045	24.8448969927048	24.523530610009	24.8761916680183	24.1761366175678	24.881566211085	24.7670104523105	24.798386462737	24.5179940623505
P07361_Alpha-1-acid glycoprotei.	22.5339627346641	22.5761446574048	23.468604405934	20.447070358499	22.8976650886524	23.4150670799915	24.4449933688507	23.5680786976863	19.3929369461809	19.8872943455651	23.247651880391	22.0917236553025	22.2148925510141	22.2362700109515	22.9594691709784	22.892597195796	22.7037044326615	24.3747252366351	20.4043678461009	18.6197076319933	19.5492468428961	18.9534734808747	22.495238753379	22.9497000091068	22.3088339427765
Q60692_Proteasome subunit beta .	20.2736049664955	19.7762656437121	17.4268419531451	20.5039193693244	19.7462076804297	19.7914048747298	20.2305532137475	19.8061627293813	20.0242628010272	20.2306643187691	19.7705608561816	20.2093648556218	19.9062913294707	19.63923680981	19.9460248331366	20.1410249045623	20.3004684727966	19.7525824659949	19.7657144388321	19.6990525050657	20.0094647355952	20.0008116948331	20.6525210513237	20.3506091677031	20.0004726959805
P01902_H-2 class I histocompati.	19.2685414292089	19.1835137739726	19.2047685891144	17.968262744871	19.7405529151986	17.7122871851194	16.4975671484706	17.8495659412383	19.6759309907825	19.7104786549	19.5250637390039	17.6567700765943	19.5087000657971	19.8104095414634	19.7084442370551	19.3936424838731	17.6830490182854	17.2881295286073	17.1588575709623	19.3449867665223	19.9207565475448	19.6381867484205	19.4954627653613	19.4342680627033	19.2707708227411
P01592_Immunoglobulin J chain	23.1831058936244	22.6133730109958	23.2096767584442	23.1365869090627	22.8893328561843	22.9976134877444	23.5944319064291	22.3222233244928	25.8195528949729	25.5128403877374	23.2204840194883	22.7576448430906	23.9385693655357	23.355026398655	23.1168352410004	23.2360549332447	23.516253805507	24.7081249872219	23.2956704382223	23.8907431654081	23.6346147680555	25.0272015523637	24.4799181364621	23.9742883661139	22.8646068960537
P07724_Serum albumin	35.094426641424	34.8662843358878	34.8921790628619	34.6365146580785	35.0835849896031	35.1917848652908	35.0068074974434	35.292588863056	35.1816585039184	35.1754932064432	35.1167700533452	35.265938475086	35.2707485786948	35.1159340897451	34.9483649143429	35.1395677455456	34.9824153578511	34.639418769196	34.9832870329	34.9971817210856	34.9377852541733	34.9493779961567	34.9378085071958	35.0214907207029	35.0787309913864
Q9CZE3_Ras-related protein Rab-.	19.5830544058993	19.7990858353251	19.0257718791467	19.3349236906998	19.7103049157283	19.9656374857911	19.6558077912085	19.4180857648487	19.6136798786112	20.1310479200826	19.5165304737313	19.0340533653299	19.9994760457128	19.0664127764358	20.2261419749877	19.9400928339192	19.9233587677713	19.6295771857341	19.6947702047054	19.582291556171	19.7288669280532	19.254281138495	19.549224972943	19.4664517956727	19.7911449037318
Q8BND5_Sulfhydryl oxidase 1	26.2726873008345	26.3186538224548	26.2601725582885	26.3099811426144	26.4932826719692	26.4192585229078	26.402811576954	26.1076624715229	25.9578959137147	26.1918169373184	26.3352457244115	26.3374789924832	26.2782619921523	26.2261446215446	26.1087338915194	26.231552851045	26.2064601071735	26.2735356780645	26.1991539545011	25.9668331680616	26.5969163122961	25.9735356966342	26.1726217662152	26.400393748802	26.2255863846344
Q03734_Serine protease inhibito.	25.038553999865	24.2743177185129	24.1322805361427	24.1797153557497	25.285497326543	25.2872855661003	24.7372097888627	24.8715930170046	24.0691070124292	23.9014337125901	24.8793040074784	25.0202827875405	25.1263104550922	24.8423961927354	25.0158269383942	25.0589685889934	24.9543470258902	24.3552892548644	24.0582292702907	24.4557126294684	24.3805271214291	24.646053252263	24.8229620907472	24.7884998956603	24.3172664459073
Q01339_Beta-2-glycoprotein 1	28.2184588817443	28.1032500242669	28.2677449652426	27.9507422290419	28.204530996527	28.197228843765	28.0177301919313	28.2524257871467	28.0589208758149	28.0472881946329	28.1546663991018	28.2221840615941	28.2948243269324	28.2790764842337	28.1533692613103	28.1761801508803	28.1954222233443	28.0309753804082	28.0379671443999	28.1302729828003	28.237689624546	28.3010487330372	28.1479335639529	28.1732013315035	28.1754220877931
P01639_Ig kappa chain V-V regio.	22.7923025830845	22.0587861477336	23.1705036643241	21.9789337649602	23.3096245619338	22.4999979079361	22.3493677625659	24.5965390901586	22.8764073418834	23.9948718329606	23.5910918794437	22.3650825061077	22.1469208532211	23.0888066743812	23.3760354099095	23.5378012479584	22.9929531127585	21.7881334365747	21.6427743573511	23.2636295436828	22.8783300232567	23.7886654687855	23.0920152551744	21.6256866619214	21.6282961223905
P33434_72 kDa type IV collagena.	18.7804326275985	17.1087718066443	18.7661350796444	18.7018586041367	19.4501465101421	17.8207270754151	19.3592336071534	18.8339877827508	17.5728106386382	17.7030674622007	17.4497914682633	19.2804538954676	18.8677178096045	19.2570057825351	17.5310074110091	17.7705385961833	19.1145700153377	18.9016067822294	18.5143563868581	18.692801172716	17.5053280733352	19.0954684953769	19.0404387363717	18.8461002740027	19.0263937601238
Q91X17_Uromodulin	17.122505090964	19.4730466148839	17.2799069711907	17.3417391706588	19.4887903039914	17.4798811317095	17.8586179334591	17.350939699359	17.3247848545387	18.1041386245993	19.2922226256801	19.113185117851	16.72743616983	16.9148276137998	18.490293671481	20.4469946637603	16.9716010306959	19.7998757437253	19.6169842212892	20.1953502779446	17.6936784710481	19.1127240804886	16.7796647298836	17.6701429293294	20.7320180151563
O88998_Noelin	19.3077734999035	19.3375153282278	19.2712347618641	19.3194343854274	19.3813381735201	19.2121196367337	19.3725074828079	19.4803282228967	19.5111914043291	19.3704395755435	19.381198209199	19.1783113594772	19.4798414326737	18.9494471886964	19.518552542441	19.2730323478389	19.3775779369436	19.2889292753801	19.5831028627577	19.4198244251782	19.6015344866921	19.4722867577719	19.5749033372202	19.2403815571505	19.4384191612778
P32848_Parvalbumin alpha	23.2392856046745	21.751009193667	24.3584129696659	24.4561301548253	22.6978179092106	22.6560140991548	18.803586245237	22.6672161646568	19.1230359889028	22.2018013176877	22.9262082989929	18.8445436151368	22.298271674725	22.5825684661036	23.0704492093697	22.5848278893533	24.2042690387945	23.3163349853918	18.111152230234	24.4840440138152	22.4667827214903	20.6840830741031	23.5737058897105	22.8932513450523	23.2512935745736
P17751_Triosephosphate isomerase	21.1355696434983	19.3664390826677	22.1162758954061	22.0683804173306	20.3903108032647	20.7612213897779	21.0000612245246	21.7120171562444	18.8109416619578	20.6326409369707	20.5940416150968	20.6083697843245	20.7346103005566	20.7981735398026	20.3747858527614	20.3164856670497	21.8365984277638	18.8053712495517	18.0915498485926	21.6524584631833	20.7730183437444	20.0023204215374	20.5721663622314	20.5458703969219	20.9565534088009
Q9DC11_Plexin domain-containing.	20.7105224857978	20.1572061390009	20.0936968892834	20.0070921369839	20.8026709709732	20.4443913769541	19.7283782020899	20.2524067293054	20.098550833575	19.9266240112172	20.1274381901964	20.1206938247789	20.2954448439813	20.285696552577	20.1110832884314	20.4843704473784	19.8932399594828	16.4866340921799	20.5434755686802	19.7822559962503	19.9070459751712	19.9903879288145	20.8826389450921	20.2406021104106	20.1534887976257
P51910_Apolipoprotein D	24.5373896415792	24.3981936013388	24.7201014422084	24.1438857646789	24.2392727832259	24.2210480701553	24.3303984356724	24.6216044345699	24.4440235378828	24.407952590089	24.4478588614682	24.4402388340263	24.599359895345	24.5783465452617	24.5815186258598	24.6475615197229	24.4389940860357	24.2735093561251	24.3022908444723	24.7606548816409	24.4111208291092	24.6848262951412	24.2028966779235	24.32670254187	24.3670590207125
Q8CFG8_Complement C1s-B subcomp.	17.7439988416076	20.3033328793834	17.9112665143606	19.9720245283443	20.4809967368732	19.8783708177127	17.0768767516642	20.1852517218693	20.3247210076324	19.9260808672405	20.5804673356206	20.4307954205169	19.8803338597298	20.022811745715	19.5969848817551	20.1837839181907	19.8787681861533	19.9876149822341	20.0292609365884	20.0164930907334	20.113517719303	20.231166383308	20.2112107198664	20.227094127995	18.0509464746153
P34884_Macrophage migration inh.	20.9252515383144	20.6417189362566	20.5940135866121	19.6139381491428	17.925210704186	20.8901126546581	18.3384821739539	18.8047548602121	18.3772008694519	20.5757267655036	18.1953596145273	18.5212068191924	18.1936280572362	18.3318169690526	19.1802206416989	19.9885734002256	19.0711216994334	18.6812765391293	19.5779760485821	20.3180561834699	19.2788244533822	18.7257700087425	20.6526555053276	18.3398366967167	18.6307110722815
Q921I1_Serotransferrin	32.2141323251264	32.3807495769378	32.4735375557801	32.0841008544447	32.4979176027596	32.1451224022024	32.9075274787494	32.1433224850446	32.1530744913971	32.536062673566	32.4148092172456	32.6677659041988	32.6160914455299	32.4339880317997	32.5017343085664	32.4197406018103	32.5213076117675	31.616716082722	32.4459384340643	32.2836240752944	32.1652568036239	31.8583808883201	31.9943629329677	32.7074727776902	32.1597407876211
