variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M370.1353T1.19_2	c18acquity			4		0.525385376215278	0.0272769506515417	1	0.0309672398948351	0.675481918229346	0	0.303410263762753	0.338086614103335	0	0.00856152313697045	0.991423622022753	0	3.22554278605315	1.93090140161472	M370T1.2	370.135258221516	71.233330616145			1	NA	
M370.2743T16.01	c18acquity					-0.129969027770981	0.901595034430536	0	0.5258997710822	0.0589762674842805	0	0.0157079408536873	0.994587039536047	0	0.280739100367382	0.384873148093285	0	0.357082515955484	0.300565160060766	M370T16	370.274283518326	960.848451582846			8657	NA	
M370.2953T16.92	c18acquity			4		0.0605665668089284	0.809056017200226	0	-0.176372872855465	0.0431417607996778	1	-0.0233370378131728	0.974510855246379	0	-0.278301410354194	0.00230928754442966	1	0.967247922386946	0.0729975179732312	M370T17.2	370.295344660824	1015.07459778043			424	NA	
M370.2955T17.26	c18acquity					-0.0951775945806208	0.694971149407083	0	-0.121846578047943	0.290552271160044	0	-0.0406453838221168	0.935720237376822	0	-0.0621172199324569	0.680705399835358	0	0.960408879909551	0.413820469152961	M370T17.3	370.295464504493	1035.78665616296			2279	NA	
M370.2956T13.14	c18acquity					0.114164547684215	0.83790786390149	0	0.519633074972592	0.0961357720993727	0	-0.115734479500432	0.936056278459032	0	-0.132623798261621	0.7753786960847	0	0.217394741085807	0.32860846883829	M370T13.1	370.295575961366	788.623932296154	[983][M]+		58	NA	
M370.2956T15.84	c18acquity					0.129596194126394	0.582087352817098	0	0.107372127434999	0.302141305361497	0	0.0698562361732762	0.854770239781143	0	-0.0432517151261909	0.749252317063662	0	1.38402605193345	1.03324599205875	M370T16.1	370.295577912896	950.59836529224			200	NA	
M370.3317T16.21	c18acquity					-0.0284413510714518	0.970753534059032	0	0.065913085838778	0.822489967623838	0	-0.256150819407134	0.693791807416916	0	0.105769202083481	0.69982702017846	0	0.0551489826339847	1.09337083891319	M370T16.4	370.331669996586	972.417488677944			8280	NA	
M370.3317T15.92	c18acquity					-0.0509519024146083	0.895564631201883	0	-0.0827914474498712	0.659395981834292	0	-0.064554514297896	0.930536740700124	0	-0.222436169589921	0.228727738701955	0	0.363812755934483	0.15928653354674	M370T16.3	370.331721063012	955.49824731474			6106	NA	
M370.7555T7.93_1	c18acquity			4		0.135662192727787	0.778511200457526	0	0.308141789297546	0.188823722891841	0	0.64079120219268	0.0443125283844637	1	0.335625325383186	0.155893104250939	0	0.753549710833851	2.53311350176217	M371T8	370.755481562459	476.027124384445			77	NA	
M370.8361T9.87	c18acquity			4		-0.10014337309274	0.773218356846428	0	0.257533119599307	0.036084448642419	1	-0.193044254818654	0.67422021594669	0	0.186120620477812	0.329407425110172	0	0.826904290635036	1.4183095806334	M371T10	370.83611872028	592.207598948727			68	NA	
M371.104T0.89	c18acquity			4		0.00376559735009785	0.942978987871494	0	0.243174156450271	0.01644286236878	1	0.000917951831638675	0.98071104691916	0	0.331969603636226	0.00120836463188796	1	0.412020170925167	0.469553904770478	M371T1.1	371.103995482851	53.3495884047331		[M+Na+K-H]+ 310.157 [M+2Na-H]+ 326.133	7	NA	
M371.9578T0.72	c18acquity					0.132416290523942	0.734276360342258	0	-0.0778605035492728	0.737045737010456	0	-0.0978234308461925	0.853465948466154	0	-0.017950652848338	0.949668566132345	0	0.949205603784961	0.830380826934105	M372T1	371.957792612187	43.2072435732141			14	NA	
M372.0882T0.91	c18acquity			4		0.237607443671928	0.617870282791301	0	-0.15741355910105	0.521916356647602	0	0.117297034913335	0.727650291736156	0	-0.515622636072415	0.000336897587273017	1	1.49266397592006	1.12641105186754	M372T1.1	372.088182028737	54.3527375423719	[991][M]+	[M+Na]+ 349.097	13	NA	
M372.3112T15.76	c18acquity					0.0370136790439854	0.91873446126468	0	-0.0048663035338059	0.988434255399945	0	0.0317575713331966	0.936056278459032	0	-0.0791736604750621	0.538232255735682	0	0.154594570212943	0.456955465419673	M372T16.2	372.311177320653	945.6897641658	[996][M]+		303	NA	
M372.3635T17.02	c18acquity					-0.0654394529879241	0.814405298726415	0	-0.0780153780888355	0.588980197777761	0	-0.0597183725296322	0.900481255140797	0	0.0634787559253649	0.69982702017846	0	0.624252144630922	0.460236907400666	M372T17.4	372.363463898429	1021.45341756123			5191	NA	
M373.0916T0.91	c18acquity					0.239708915318637	0.567395831802724	0	0.0886863485595502	0.618641552054948	0	0.0056156867918844	0.987478536894259	0	-0.178183156787338	0.374754883596146	0	1.61973297941665	0.291358999423752	M373T1.1	373.091620078431	54.5284554573778	[991][M+1]+		13	NA	
M374.3031T17.62	c18acquity					0.0336858159150335	0.967422550997251	0	-0.140767001775028	0.484311399478554	0	-0.125672788312691	0.846486196152063	0	-0.10958296155667	0.634506856836093	0	0.248865664413933	0.874672382506076	M374T18	374.303131191431	1057.18360722415	[1003][M]+		262	NA	
M375.5614T14.78	c18acquity					-0.0336820139086758	0.918440286632614	0	-0.0329633115740204	0.828156213153396	0	-0.174348558825274	0.68892039408972	0	-0.0683595419910787	0.758819185844271	0	0.318834918576347	0.853457164268111	M376T15	375.561445194902	887.010114716454			60	NA	
M376.1241T6.7	c18acquity					-0.0203134237587577	0.964139914699328	0	-0.208514540844901	0.430516578156308	0	-0.551653961916394	0.192255198546159	0	-0.271326013533214	0.363095124458809	0	0.048633402509305	1.77253118989645	M376T7.1	376.124084250528	401.918577489218			9310	NA	
M376.3061T14.24	c18acquity			4		0.376192539490591	0.443644213730727	0	-0.503885361527493	0.0157837346606721	1	0.187317700594257	0.770285868653385	0	-0.292969165773151	0.204988722219516	0	1.70806308165917	0.843524825158523	M376T14.2	376.30609461368	854.609162768172			47	NA	
M376.5599T14.79	c18acquity					0.181794988795303	0.614130154358376	0	-0.195641455392295	0.195594591651727	0	0.118413481610208	0.791007010370931	0	-0.0115927831340503	0.934714578741541	0	1.18410707249143	0.775416160231982	M377T15	376.559851499201	887.44844839947			60	NA	
M376.9289T0.89	c18acquity					-0.0107315974494728	0.967422550997251	0	-0.0401744223876275	0.754445993763038	0	-0.118570712200547	0.704740886203082	0	0.0845551469495884	0.509221799396993	0	0.0442528626080791	1.18939099657496	M377T1	376.92885586681	53.2372042539227	[1006][M]+	[M+Na+NaCOOH]+ 285.959 [M+Na+HCOOH]+ 307.942	7	NA	
M377.2116T18.78	c18acquity			4		0.407070317183207	0.64663899281872	0	-0.798404773923622	0.0182464443304158	1	0.0516321415557837	0.94720781523143	0	-0.703769008419394	0.0306787741829808	1	0.949205408922327	0.213893159307865	M377T19	377.21161605834	1126.97296564361		[3M+Na+2K-H]2+ 218.174	99	NA	
M377.932T0.89	c18acquity					-0.0755425279943847	0.814114398087436	0	-0.094014832819493	0.56961468178405	0	-0.155537869232861	0.634815869993765	0	-0.0412453381283662	0.830966551816799	0	0.618146435875414	1.2685946104074	M378T1	377.93203355128	53.3831396301846	[1006][M+1]+		7	NA	
M378.0811T12.76_2	c18acquity					-0.03785158579635	0.964139914699328	0	0.0863258554736923	0.761516512587592	0	0.148075381207242	0.852937906683705	0	-0.140000822405106	0.612136073714267	0	0.215478077844445	0.7162674709266	M378T13.1	378.081050185139	765.653595278358	[1010][M+1]2+		36	NA	
M378.149T8.33	c18acquity					0.312706931628403	0.398834320948681	0	-0.171211665849485	0.393189047339444	0	0.410790595035973	0.095163525284566	0	0.0183558378579303	0.992237452061368	0	2.0605344570155	2.46365272141044	M378T8.1	378.148960488492	499.997268191092			327	NA	
M378.2409T12.94	c18acquity					-0.346464403013485	0.203853577268444	0	-0.204536579438063	0.11266142231052	0	-0.0605804325921433	0.886400140279628	0	-0.101007639346932	0.457536165309408	0	2.48037459439156	0.356593853139552	M378T13.2	378.240866941039	776.31241078998	[1011][M]+		7669	NA	
M378.9259T0.89	c18acquity					-0.0111925855441957	0.972670038744949	0	0.00619897367604949	0.97007937801827	0	-0.125550202208766	0.638282425823647	0	0.0818605723298003	0.48081356875842	0	0.0684656687826049	1.43100571412984	M379T1.1	378.925934424436	53.1137285686388	[1006][M+2]+		7	NA	
M379.1779T16.17	c18acquity					0.327277846050071	0.754883325070702	0	-0.10108238891168	0.8897079281397	0	0.129958178920107	0.908043414211062	0	-0.447396076179317	0.231967939691306	0	1.02615563359267	0.836163558837347	M379T16.3	379.17790623812	970.013777656434			7244	NA	
M379.2521T16.27	c18acquity					-0.140212271259042	0.804745247177699	0	-0.293873156192864	0.301125968649669	0	0.0394904844110844	0.927197060421756	0	-0.0875259030431543	0.537431608656484	0	0.64665966904925	0.647882944029817	M379T16.4	379.25213683864	976.045037219094	[1012][M+1]+		2681	NA	
M379.3317T17.24	c18acquity					-0.00748261598349487	0.975259259635208	0	-0.0576368077479579	0.705007561060018	0	-0.00917075844134452	0.994545448856186	0	-0.167043632984933	0.22392672895471	0	0.0702850945457592	0.249405036395937	M379T17.2	379.33172269935	1034.66547262163		[M+Na]+ 356.343 [M+H]+ 378.324 [M+H-C6H10O4]+ 524.386	55	NA	
M379.3322T17.4	c18acquity					0.110835369081199	0.754482913084339	0	0.0533655749115631	0.754445993763038	0	-0.145741388638404	0.771579190038462	0	-0.037400375175265	0.882805136793341	0	0.936081638339204	0.991648291005465	M379T17.3	379.332201533914	1043.90447270446			2032	NA	
M379.904T0.81	c18acquity			4		0.0268835819599786	0.950588926648629	0	-0.134738026674007	0.163538701446329	0	0.0245628555131585	0.930536740700124	0	-0.231383020996413	0.0264686443847728	1	0.396127395238378	0.715566498528783	M380T1	379.904013332431	48.7544285554466	[1018][M+1]+		21	NA	
M379.9677T1.18	c18acquity					0.815392068930695	0.0684618534107262	0	0.260824773647414	0.240699475611045	0	0.28221443835818	0.708878604679823	0	0.091825630413787	0.816835765045037	0	3.12043465088805	1.04710758342694	M380T1.2	379.967653950799	70.5424334538366		[M+Na+CF3COOH]+ 222.99 [M+Na+CF3COOH]+ 222.99	1	NA	
M380.2545T16.27	c18acquity					-0.00541420839228302	0.967422550997251	0	-0.263695657850336	0.163184030217413	0	0.178216607291457	0.499926420703809	0	-0.137116435293928	0.287910231179453	0	0.216862673970845	1.6971412364526	M380T16.1	380.254455731397	975.999379122084	[1012][M+2]+		2699	NA	
M380.8997T0.81	c18acquity					-0.0114584294378055	0.993509375962451	0	0.0140940399907645	0.982048081732275	0	0.0469626677403507	0.974510855246379	0	-0.0967370393900833	0.828800249240847	0	0.127190277000136	0.0702833196357429	M381T1	380.899737653543	48.5956313042335	[1018][M+2]+		21	NA	
M380.9231T0.89	c18acquity					-0.0206448615823476	0.946796254479296	0	-0.0282060331449987	0.840113102736761	0	-0.0936454891528751	0.792621799489917	0	0.0500239945455103	0.701553447348907	0	0.0658918747596054	0.995618508793596	M381T1.1	380.923082950975	53.2223875325452	[1006][M+4]+		7	NA	
M381.1736T16.17	c18acquity					0.387452025835385	0.626894834039144	0	0.0961102323288578	0.784771271447309	0	-0.0215505402159604	0.994475777900023	0	-0.352350324032756	0.259809616484053	0	1.27458223046032	0.444747629159323	M381T16.4	381.173572192923	970.05109711302			324	NA	
M381.3475T18.17	c18acquity					-0.0306145618681892	0.949084951397429	0	0.0902337069053711	0.552943702184658	0	-0.131404700941717	0.617012243396635	0	0.114543961983124	0.313522922024918	0	0.255440072229639	1.0916016217966	M381T18	381.347468168453	1090.10845529351		[3M+H+Na]2+ 246.235	6	NA	
M381.348T14.93	c18acquity					-0.0929303518530986	0.920950713656738	0	0.205663170120214	0.559996586845945	0	-0.314818892169225	0.675430482888339	0	0.370919134313381	0.231933002373121	0	0.265569417599007	1.13187790818308	M381T15.1	381.348005177392	896.01408083004	[1025][M]+		7981	NA	
M381.8011T0.56	c18acquity					0.0231333214965996	0.922066069001377	0	0.110097074982558	0.385373026230927	0	0.12042920373448	0.741373072153457	0	-0.00149292585965455	0.974447519728	0	0.229984996997985	0.903263952628621	M382T1	381.801099708595	33.5299222836137			2345	NA	
M381.8746T1.76	c18acquity					0.405696118912504	0.518796641359379	0	-0.363206841951708	0.195594591651727	0	0.213243316606317	0.787063515511709	0	-0.421121341732617	0.126659257561502	0	1.55178763212175	0.926795324068374	M382T2	381.874569949489	105.78036185353			9186	NA	
M382.1889T17.24	c18acquity					0.0789288545711546	0.779227864955233	0	-0.0207526143422996	0.921957340384108	0	-0.126302116362249	0.80027922327001	0	-0.123524972524846	0.494899238851908	0	1.03013185468346	0.831419958416955	M382T17.1	382.188862197625	1034.58979555192	[1027][M]+	[M+K+HCOOH]+ 297.22 [M+Na+HCOOH]+ 313.194 [M+H+HCOOH]+ 335.176	55	NA	
M382.1889T17.41	c18acquity					-0.0088684156020804	0.984932898239408	0	0.0466263942952789	0.764182881791353	0	-0.0969432479053758	0.819577643000203	0	-0.0224499971578691	0.916722936409849	0	0.0854802954233638	0.747334201891766	M382T17	382.188895625702	1044.80259119993	[1026][M]+	[M+H+HCOOH]+ 335.18	39	NA	
M382.2721T13.97	c18acquity			4		-0.130064294851612	0.852659477820095	0	0.184736072096364	0.553170884604797	0	0.260184104770984	0.736099666957073	0	0.52771436529825	0.0400449948468324	1	0.648108859522878	0.863678397545154	M382T14.1	382.272114549903	838.09177505478	[1028][M]+	[M+H]+ 381.27 [M+H-C4H8]+ 437.322	125	NA	
M382.9679T0.91	c18acquity					-0.0571070156090325	0.918812100780689	0	0.204724057403736	0.191368828405336	0	0.0296612480582308	0.974641035641247	0	0.216543978409522	0.178449214766265	0	0.402690496280884	0.186490027128302	M383T1.4	382.967926223526	54.8371337435086			13	NA	
M383.1162T1.26	c18acquity					-0.19341358131469	0.763415669227367	0	0.172991913754514	0.591873157648622	0	-0.183050801432307	0.784944130807666	0	0.41323773052579	0.0799184532390098	0	0.782486683700524	0.933625740615625	M383T1.8	383.1162438551	75.786078860607		[2M+Na]+ 180.063 [M+K]+ 344.153 [M+Na]+ 360.127	102	NA	
M383T1.7_hexoses	c18acquity	hexoses		3	a,d	-0.172223877827165	0.71156582490467	0	0.116717938810464	0.659445906757613	0	-0.122763099533792	0.809786575098962	0	0.363542522037999	0.0398650716951505	1	0.998460167232858	0.854020214786215	M383T1.7	383.116251208792	64.3653351773754		[M+Na]+ 360.127	218	NA	
M383.1921T17.41	c18acquity					0.0278091703763614	0.928230897697365	0	0.0639285065826432	0.693326086136938	0	-0.220918037089398	0.572012648266323	0	0.0259102625425793	0.876025278129574	0	0.261592008136395	1.39429374300331	M383T17.1	383.192149284094	1044.51418378001	[1026][M+1]+		39	NA	
M383.1922T17.24	c18acquity					-0.041515013028766	0.904551207001362	0	0.0638008194370574	0.652992957004985	0	-0.168090211876134	0.552039628096255	0	-0.0530587128663811	0.760272580718269	0	0.27486158889506	1.49130356631011	M383T17.2	383.192188639235	1034.56181274485	[1027][M+1]+		55	NA	
M383.1934T17.53	c18acquity					-0.0225399430566178	0.934121498646641	0	-0.0693577316071359	0.626752703686599	0	-0.0220330589880913	0.985804106628696	0	-0.241418889184231	0.101278371363989	0	0.145744161336755	0.0487685643896329	M383T18.1	383.193421291466	1051.58290161232			3005	NA	
M383.2037T1.19	c18acquity			4		-0.115082758232688	0.795623231993262	0	0.432459410348999	0.00251036945559858	1	0.0283481126753884	0.987080872573771	0	0.453424459642799	0.00150585538535283	1	0.421741748561138	0.0199417871165341	M383T1.9	383.203736718351	71.5306826592492		[2M+K]+ 172.129	1	NA	
M384.1151T6.4	c18acquity			4		0.359760281563284	0.530646819282225	0	-0.352929663473958	0.157083059337158	0	0.287093455328833	0.497512898876406	0	-0.761649440053525	0.000579331437052446	1	1.97080977974029	1.58545704052141	M384T6	384.115053896151	384.036375579058			487	NA	
M384.1151T7.09	c18acquity			4		0.437186646643029	0.582087352817098	0	-0.651694834676936	0.0431954079963857	1	0.389247791721118	0.359712318546581	0	-0.921312953998349	0.000239473509378087	1	1.60632387026903	1.72181255099562	M384T7.1	384.115137886361	425.263980569574			8193	NA	
M384.1847T17.24	c18acquity					0.113846783168508	0.704861437821957	0	-0.0727951109912581	0.677040527412573	0	-0.121355644749885	0.815040793068639	0	-0.127281290428039	0.483164573645161	0	1.20735268119254	0.75136965975347	M384T17.2	384.184673839065	1034.57815390231	[1027][M+2]+		55	NA	
M384.1848T17.41	c18acquity					0.0190617967891686	0.970753534059032	0	-0.0879969470378352	0.509275370341848	0	-0.0440940721428618	0.936056278459032	0	-0.138583571827207	0.318608514666348	0	0.354959557331538	0.259074073404462	M384T17.1	384.184832731946	1044.80886264284	[1026][M+2]+		39	NA	
M384.2045T18.12	c18acquity					0.0248036869478376	0.913404410282774	0	0.0714425584792	0.493676309786759	0	-0.0386455339394534	0.881765675976141	0	0.110432585811331	0.229488688402055	0	0.360253321188094	0.544015819257556	M384T18.3	384.204515115321	1087.06047402017	[1032][M]+		3167	NA	
M385.0917T0.91_1	c18acquity					0.590298668867334	0.781926384672331	0	-0.620808166648871	0.547711628737928	0	-0.0925765524331528	0.986477332631293	0	-0.275314586737395	0.822887958997161	0	0.69513603280241	0.161960864392281	M385T1.2	385.091662451815	54.4494016108697		[M+H-H20]+ 402.108	13	NA	
M385.1188T7.09	c18acquity			4		0.318008658913866	0.639246496372044	0	-0.301025148946906	0.330627338634807	0	0.264708206466075	0.693646272974691	0	-0.783773808159729	0.00582632017298043	1	1.51132522566228	1.24212227027615	M385T7	385.118837058154	425.595404213569			6735	NA	
M385.1216T1.1	c18acquity			4		-0.141030476197479	0.764082456681204	0	0.0722038656419706	0.806050709860053	0	-0.111950455227065	0.824811062838036	0	0.37829691721133	0.0379752040222585	1	0.808209254272791	0.804221379384437	M385T1.4	385.121636215401	66.0132868248036			693	NA	
M385.1224T0.9_2	c18acquity					-0.0191328124122663	0.984274242736459	0	0.151682708863078	0.432347920408929	0	0.0595979797710164	0.939275309483062	0	0.283645290127367	0.104257747674922	0	0.111111015519848	0.203901831648007	M385T1.3	385.122357595701	54.2230330354344	[1030][M+2]+		13	NA	
M385.2077T18.12	c18acquity					0.0500504707179328	0.917468501565644	0	-0.0971609390440573	0.579423355029623	0	-0.10574296523076	0.786636613576387	0	-0.115337125655872	0.400965252686805	0	0.67467913761423	0.486758167103871	M385T18.6	385.20765907374	1087.25173124656	[1032][M+1]+		3167	NA	
M385.3066T16.15	c18acquity					-0.200477871756998	0.763721799832834	0	0.144539195802386	0.694152601468616	0	-0.313969830590006	0.285009456773447	0	-0.0280964720036128	0.944235964521406	0	0.666639816239139	2.03259347919314	M385T16.3	385.306596484686	968.768448911088			9214	NA	
M385.3792T17.64	c18acquity					-0.0756671859792366	0.78882849032581	0	-0.152437621163314	0.27256634783679	0	-0.129425328768503	0.819397982432805	0	-0.176718302887627	0.343738411106982	0	0.504751502466569	0.837242255697932	M385T18.8	385.37919610875	1058.3909406959			6405	NA	
M385.7609T8.69_1	c18acquity					0.0303622063516826	0.920708196400271	0	-0.011999057424557	0.946952207505369	0	0.00674909876752494	0.99944034830622	0	0.174601739129381	0.246574117696895	0	0.259458782142865	0.269142003880279	M386T9	385.760884753876	521.532620601248			329	NA	
M386.1257T0.9	c18acquity					-0.0484198945242689	0.934990454453371	0	0.073776066832556	0.776285550874896	0	0.0329012229157968	0.975971320637071	0	0.25282372075481	0.16563700759013	0	0.0877007179432682	0.108503232752363	M386T1.2	386.125710339739	54.1527029075756	[1030][M+3]+		13	NA	
M386.1707T17.77	c18acquity					-0.151102029159668	0.579451122294773	0	0.0722217486439156	0.649696702731684	0	-0.0703598728380896	0.823348219009123	0	0.146563717521119	0.188199713098256	0	1.47185310308636	0.958428151627531	M386T18.2	386.170681365045	1066.46383728746	[1037][M+1]+		4737	NA	
M386.1826T17.4	c18acquity					0.0120781549476554	0.984274242736459	0	-0.0822183793875571	0.595225963826878	0	-0.130370281585332	0.689834145247926	0	-0.0583880928664122	0.715107095746858	0	0.225856713184561	0.9981426626689	M386T17.2	386.18261439838	1043.87381197263	[1026][M+4]+		39	NA	
M386.2023T1.18	c18acquity					0.338170461684477	0.664493260387219	0	-0.20151443444999	0.66646304683878	0	0.526135309045699	0.370863527631395	0	-0.16219459941032	0.613875546948571	0	0.963015733578915	1.67333376110972	M386T1.3	386.202261360352	70.774402553979		[3M+H+K]2+ 244.145	1	NA	
M386.2624T8.7_2	c18acquity					0.0310157611458663	0.957160272018753	0	-0.0294651392095222	0.901850569272093	0	-0.113768316705388	0.855231109041828	0	0.258481832348849	0.223847224363374	0	0.0799246865598436	0.963123330977867	M386T9.4	386.262388040865	521.732607720872			329	NA	
M386.3269T15.04	c18acquity					-0.0290887131693971	0.998653227370433	0	0.398616800769947	0.155490118844683	0	-0.223234592644131	0.757028245104619	0	0.298943161725706	0.259059352234748	0	0.0283967099733033	0.973696848054881	M386T15	386.326926361525	902.284964145756		[M+Na+K-H]+ 325.374	63	NA	
M386.7629T8.69	c18acquity					-0.310156298982694	0.570128748510575	0	0.0357505037252288	0.966501488363655	0	-0.171566408903187	0.790242000063751	0	-0.0484537351575653	0.874855646187855	0	1.26145704307547	0.896475872345929	M387T9	386.762926904357	521.544527177989			329	NA	
M387.1831T18.37	c18acquity			4		-0.16259202840881	0.778511200457526	0	0.433672914898573	0.0321470869517389	1	-0.156131035599048	0.776888741165345	0	0.555312988778603	0.00687119997699501	1	0.852067754415419	1.09558470067898	M387T18.1	387.183109655934	1102.4455360369			8090	NA	
M387.3074T17.74	c18acquity					-0.296741798247721	0.582087352817098	0	-0.0127031635244848	0.912879683657727	0	-0.0591328554243784	0.931011336314789	0	0.147506357255361	0.515200043094995	0	1.30599962782424	0.684660747357644	M387T18.2	387.307358746217	1064.10461397262			4063	NA	
M387.9346T0.72	c18acquity					0.0967257458038588	0.82559317332257	0	-0.0856073700537721	0.721403496227483	0	-0.0881256844282152	0.875818600870638	0	-0.200434925915978	0.230783306024016	0	0.795551169323537	0.575584119482845	M388T1	387.934579620861	43.1323871423771		[M+H]+ 386.929	14	NA	
M388.1658T17.77	c18acquity					-0.137965940561365	0.652174032806387	0	0.0461727863490999	0.832566029642879	0	-0.0227249105264473	0.94942746241457	0	0.13763675620309	0.290819415854891	0	1.27259913852345	0.467300681288412	M388T18.2	388.165845187545	1066.46758677963	[1037][M+3]+		4737	NA	
M389.1619T17.77	c18acquity					-0.176881150816605	0.530646819282225	0	0.138694764821949	0.285328363414185	0	-0.0159798173831778	0.959166386071676	0	0.253666226284619	0.0637859885800339	0	1.80239993773644	0.431487500427041	M389T18	389.161874093563	1066.46739902683	[1037][M+4]+		4737	NA	
M389.1786T18.38	c18acquity					-0.0455056663455657	0.975259259635208	0	0.349222065462287	0.135346394706907	0	-0.0712195552661825	0.895773881479658	0	0.358246442301143	0.0581291152078375	0	0.384325106700567	0.737574746932888	M389T18.1	389.17858072076	1102.72641763556			9426	NA	
M389.9062T1.87	c18acquity					0.209010485486916	0.614427093069335	0	-0.140957588727201	0.489268045085076	0	0.105953673336096	0.871614326905648	0	-0.211944839034389	0.336879286418236	0	1.37009517747917	0.406455568593767	M390T2.1	389.90618534532	112.299306594392			5889	NA	
M390.1399T7.78	c18acquity					-0.237436956793516	0.652174032806387	0	-0.330917242640393	0.185605324264967	0	-0.748379507101136	0.126771446000024	0	-0.38425497231375	0.276483134372667	0	0.916439331398349	2.09235778862377	M390T8.1	390.139906569574	467.075785254997			337	NA	
M390.1642T17.77	c18acquity					-0.0451716791794485	0.926583883211282	0	0.131157696316464	0.418821000712171	0	-0.0238123866606212	0.9621902373793	0	0.149299405289247	0.398968773558856	0	0.101496104080413	0.539787760677888	M390T18	390.164242675681	1066.47316556216			4779	NA	
M390.2981T16.9	c18acquity					0.0987069244742376	0.824001647408947	0	0.0257171066698287	0.898133686023093	0	-0.203503909783969	0.769289144548328	0	-0.108216019774126	0.710187727830054	0	0.729874800472618	0.896042804740217	M390T17	390.298064563481	1014.01644532444	[1056][M]+	[M+Na]+ 367.309	424	NA	
M390.3136T17.88	c18acquity					-0.0912863333369405	0.836537948056686	0	0.118138802320216	0.576566361948625	0	-0.203150768857215	0.658959556932145	0	0.104117481111729	0.597824712932596	0	0.480580178779831	1.17446534634189	M390T18.1	390.313553762902	1072.60216223279	[1057][M]+		419	NA	
M392.026T0.98	c18acquity					0.0959388274382107	0.852094983703913	0	-0.0971763399876711	0.707447124281498	0	0.238962687953633	0.499926420703809	0	-0.0063027364054431	0.947050580384069	0	0.515165238029138	1.57751049339567	M392T1	392.025966265934	58.5080594329603		[M+K]+ 353.06 [M+H-COCH2]+ 433.026 [M+H-CO2]+ 435.018	10	NA	
M392.3109T17.88	c18acquity					-0.0104486664396273	0.985541858756645	0	0.0369258146364349	0.879319390110552	0	-0.0816449423248233	0.882920347447064	0	-0.0187347268863505	0.94731682321089	0	0.116432296362519	0.400286762237812	M392T18	392.310914992626	1072.55875709999			4739	NA	
M392.9027T0.89	c18acquity					0.102263600047204	0.722883565878277	0	-0.138882528277536	0.269521427306893	0	0.0869655058973695	0.791992056157988	0	-0.209417674736086	0.0688098299873574	0	1.27199076638889	0.996030717645619	M393T1.1	392.902680348748	53.2809619350712		[M+K+NaCOOH]+ 285.959 [M+K+HCOOH]+ 307.942	7	NA	
M394.2957T13.13	c18acquity			4		0.17274268961804	0.758005136124256	0	0.693179098352983	0.0202156686367025	1	0.190480335130809	0.870056455081531	0	0.274973657093215	0.461344441695834	0	0.414253065630281	0.557235324016297	M394T13	394.295734405224	788.004291756696			58	NA	
M394.3294T15.94	c18acquity					-0.133865430887246	0.809056017200226	0	0.102189593852406	0.742836437859773	0	-0.126254250512233	0.853465948466154	0	0.115267315620795	0.629721955076141	0	0.637926903282832	0.657538652824924	M394T16.1	394.329391366881	956.684026533354	[1068][M]+		6107	NA	
M394.8999T0.89	c18acquity			4		0.0746017336981453	0.795829121710067	0	-0.11194712725918	0.373720808600811	0	-0.0260353756121425	0.974641035641247	0	-0.249980804536655	0.0374173182936892	1	1.07147156843759	0.116055801511861	M395T1.1	394.899911159092	53.309654680117			7	NA	
M394.9964T1.19	c18acquity					0.319943469044931	0.393310448113616	0	0.260068803483835	0.119372813611645	0	0.269385489367501	0.422640989939776	0	0.243536928246202	0.16882568931309	0	1.79045019439518	1.47003796092038	M395T1.2	394.996401290465	71.1376988101044			1	NA	
M395.0797T1.23	c18acquity					0.165438477531971	0.652174032806387	0	0.103131942568057	0.560355168697728	0	-0.178817134932629	0.645739941062667	0	0.125416843867564	0.450311023490088	0	1.29798850972107	1.14219920203886	M395T1.4	395.079650075519	73.8432757935108		[3M+H+K]2+ 250.062	43	NA	
M395.2884T14.06	c18acquity					0.215399702139125	0.778511200457526	0	-0.329320559135386	0.297766976743194	0	-0.0953542415884847	0.939669929521332	0	-0.380142102469065	0.20097149187244	0	0.635677246402925	0.124916886901283	M395T14.3	395.288353174241	843.773469830112	[1075][M]2+		52	NA	
M396.0086T0.88	c18acquity					-0.226736603923628	0.579451122294773	0	-0.213120373670922	0.236380310025837	0	-0.020944396351732	0.982279104992851	0	-0.0483930805537707	0.823513876343681	0	1.51367194630674	0.237249412416859	M396T1	396.008598853921	52.5277448963959			7	NA	
M396.0423T0.79	c18acquity					-0.229441403064122	0.570342894187858	0	0.205227026851913	0.260538203083265	0	0.114297312025986	0.853033177919103	0	0.242646712898134	0.178016171921582	0	1.71792260599058	0.414875027760779	M396T1.1	396.042276482987	47.2722679458232	[1074][M+1]+		176	NA	
