variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M142.0257T1.2	c18acquity								M142T1.2	142.0257306	71.27533488			8	NA	
M142T8.2_L.Tryptophan.frag.1..M.H.	c18acquity	L-Tryptophan frag 1 [M-H-CH3NO2]-	CHEBI:27897	1	a,b,c	C00806	HMDB0030396		M142T8.2	142.0662005	452.0885124			32	NA	
M142.9286T9.9	c18acquity								M143T10	142.9286063	593.51447202			1549	NA	
M143.0347T1.2	c18acquity			4					M143T1.2	143.034654	71.89631292			8	NA	
M143.035T0.9	c18acquity								M143T1.1	143.0349727	54.7204515			105	NA	
M143.0462T1	c18acquity			4					M143T1.3	143.0462444	60.3443328			1836	NA	
M144.0455T10	c18acquity			4					M144T10.2	144.0454613	601.0739124			228	NA	
M144.0455T7.5	c18acquity			4					M144T8	144.0455374	452.42848476			32	NA	
M144.9232T7.5_1	c18acquity								M145T8.1	144.92318	452.18470278			828	NA	
M144.9234T8.9	c18acquity								M145T9.2	144.9233753	531.86756172			182	NA	
M144.9234T9.9	c18acquity								M145T10	144.9233811	593.98391664			1551	NA	
M144.9234T9.2	c18acquity								M145T9	144.9233943	554.57707104			2057	NA	
M144.9234T8.6	c18acquity								M145T9.1	144.9234007	517.38742848			2053	NA	
M144.9234T8.4	c18acquity								M145T8	144.9234051	502.4191662		[M-H]- 145.931	136	NA	
M144.9234T7.9	c18acquity								M145T8.2	144.9234437	475.82569224			201	NA	
M145.0505T7.5_2	c18acquity								M145T8.3	145.0505464	451.89133944			32	NA	
M145T1.5_L.Glutamine	c18acquity	L-Glutamine	CHEBI:18050	2	a,b	C00064	HMDB0000641		M145T1.5	145.061808	52.38034962	[40][M]-	[M-H-C2H4]- 174.109	33	NA	
M145.0618T1.2_2	c18acquity								M145T1.6	145.0618226	71.47106106			8	NA	
M145.087T10.1	c18acquity								M145T10.3	145.087027	606.7418988			1733	NA	
M145.9306T10	c18acquity								M146T10.1	145.9306204	597.6449151			2252	NA	
M146.0459T1.2_2	c18acquity								M146T1.4	146.0458634	70.78098756		[M-H+NH3]- 130.026	8	NA	
M146.0651T0.9	c18acquity								M146T1.5	146.0650732	52.37123964	[40][M+1]-		33	NA	
M146.0822T0.9	c18acquity								M146T1.6	146.0822157	55.20891696		[M-H-CH2]- 161.105	105	NA	
M146.9384T8.4_1	c18acquity								M147T8.1	146.9384275	502.08954852		[M-H-C2H4]- 175.966	136	NA	
M146.9385T7.5_1	c18acquity								M147T8	146.9385487	452.39203296			841	NA	
M146.961T9.9	c18acquity								M147T10	146.9609597	595.85071764			1554	NA	
M146.9612T8.4_2	c18acquity			4					M147T8.3	146.9612423	502.2638112		[M-H-CO]- 175.966	136	NA	
M146.9659T1	c18acquity								M147T1.4	146.965859	61.73216502			1832	NA	
M146.983T1.2	c18acquity								M147T1.5	146.9829907	73.32975918			1576	NA	
M147.0298T1.2	c18acquity								M147T1.6	147.0298467	71.50236822			8	NA	
M147.0451T9.3	c18acquity								M147T9	147.0451183	558.71438736			2319	NA	
M147.0492T0.9	c18acquity			4					M147T1.7	147.0492054	54.47442546	[42][M+1]-		105	NA	
M147.9646T0.7	c18acquity								M148T1	147.9646001	43.13459262	[45][M+1]-		90	NA	
M148T1.1_L.Methionine	c18acquity	L-Methionine	CHEBI:16643	2	a,b	C00073	HMDB0000696		M148T1.1	148.0437205	71.30270184			8	NA	
M148.965T0.7_2	c18acquity								M149T1.1	148.9650457	43.1233539			1406	NA	
M148.9801T1.2	c18acquity								M149T1.2	148.980103	73.33102542			113	NA	
M149.0456T1	c18acquity								M149T1.3	149.0455873	60.9864048			1833	NA	
M151.0763T13.8	c18acquity								M151T14	151.0763298	830.1074112			1224	NA	
M152.0484T0.9	c18acquity								M152T1	152.0483996	55.28269284		[M-2H+Na]- 131.071	105	NA	
M152.9958T0.9	c18acquity								M153T1.2	152.9958219	56.30617242		[M-H-CH3]- 169.037	105	NA	
M153T9_2.6.Dihydroxybenzoic.acid	c18acquity	2,6-Dihydroxybenzoic acid	CHEBI:68465	1	a,b,c'	C21298	HMDB0013676	basic form	M153T9	153.0192907	547.99765692			2056	NA	
M153.0305T1.2	c18acquity								M153T1.3	153.0305157	71.2106949			8	NA	
M153.8685T0.9	c18acquity								M154T1	153.86854	56.52551172		[M+Cl]- 118.903 [M-H]- 154.879 [M-H-NH3]- 171.906	105	NA	
M154.8806T0.9	c18acquity								M155T1	154.8806244	53.43161688		[M+Cl]- 119.911	33	NA	
M154.9984T1.2_1	c18acquity								M155T1.4	154.9984382	70.96425708		[M-H+NaCOOH]- 88.0176	8	NA	
M155.0097T1.2_2	c18acquity								M155T1.5	155.0097114	71.13946572			440	NA	
M155.1441T10.2	c18acquity								M155T10.1	155.1441439	610.8188682			1724	NA	
M155.8667T1	c18acquity								M156T1	155.8667131	57.5128689		[M-H-CH3]- 171.906	105	NA	
M156.0667T7.5	c18acquity								M156T8	156.0666978	452.8873383			32	NA	
M157.0117T15	c18acquity								M157T15.4	157.0117419	898.151574			26	NA	
M157.0117T14.2	c18acquity			4					M157T14	157.0117477	854.9639502			1150	NA	
M157.0118T14.5	c18acquity								M157T15.2	157.011765	870.408597			36	NA	
M157.0366T1.2_2	c18acquity								M157T1.6	157.0365623	71.51590422		[M-H]- 158.043	8	NA	
M157.863T1_1	c18acquity								M158T1	157.862956	59.30848608			2172	NA	
M158.0425T1_2	c18acquity			4					M158T1.2	158.0425472	59.32979028			2173	NA	
M158.8466T0.9	c18acquity								M159T1	158.8465922	56.220675		[3M-2H+Na]- 45.9534	105	NA	
M159T8_3.Methyladipic.acid	c18acquity	3-Methyladipic acid	CHEBI:68503	2	a,b				M159T8	159.0662481	499.56850626		[M-H]- 160.074	309	NA	
M159T7_peptide.fragment	c18acquity	peptide fragment		3	b,c				M159T7	159.0926728	440.95484484		[M-H-CO2]- 204.09	195	NA	
M159.1026T9.2	c18acquity								M159T9	159.1026118	553.42998618			194	NA	
M159.1027T10.6	c18acquity								M159T11.1	159.1026911	633.5834166			289	NA	
M159.8599T1.2	c18acquity								M160T1.1	159.8599284	74.89235652			113	NA	
M160T1.5_Alpha.D.Aminoadipic.acid	c18acquity	Alpha-D-Aminoadipic acid	CHEBI:37024	2	a,b	C00956	HMDB0000510	L-form	M160T1.5	160.0615868	60.25809234			1835	NA	
M160.096T7.5	c18acquity								M160T8	160.0959906	452.36493636	[50][M+1]-		32	NA	
M160.842T1.2	c18acquity								M161T1.1	160.8420206	74.81475324			113	NA	
M161.0092T1_1	c18acquity								M161T1.4	161.0091755	59.4277743			226	NA	
M161.0455T1_2	c18acquity								M161T1.5	161.0454966	58.67431974			105	NA	
M161.0455T1.2	c18acquity								M161T1.6	161.0455489	72.31495278			8	NA	
M161.0472T7.5	c18acquity								M161T8	161.047234	452.30856378		[M-H]- 162.054	32	NA	
M161.8497T1	c18acquity								M162T1	161.8496657	59.27723688		[M-H-H20]- 180.868	2171	NA	
M161.9621T1.2	c18acquity								M162T1.2	161.962055	71.77394664			8	NA	
M161.994T0.9	c18acquity								M162T1.4	161.9939862	51.17117526			44	NA	
M162.839T0.9	c18acquity								M163T1	162.8390097	56.18771982	[52][M]-		105	NA	
M162.839T1.2	c18acquity								M163T1.1	162.8390371	74.89078182			113	NA	
M162.9779T1	c18acquity								M163T1.3	162.9779324	60.8471148			141	NA	
M163.04T9.2	c18acquity								M163T9	163.0400236	553.64371368		[M-H]- 164.047	194	NA	
M163T1.5_L.Tyrosine..M.H.NH3..	c18acquity	L-Tyrosine [M-H-NH3]-	CHEBI:17895	1	a,b,c	C00082	HMDB0000158		M163T1.5	163.0400636	71.82246186		[M-H]- 164.05	8	NA	
M163.0763T17.8_1	c18acquity								M163T18	163.0763177	1066.348905		[M-H+HCOOH]- 118.075	14	NA	
M163.1491T17.8_2	c18acquity								M163T18.1	163.1490894	1066.1085672		[M-H-C2H4]- 192.188	14	NA	
M163.8463T1	c18acquity								M164T1	163.846325	58.948485	[52][M+1]-		105	NA	
M163.9912T0.9	c18acquity			4					M164T1.1	163.9912277	51.25733586		[M-H-CO2]- 208.991	33	NA	
M164.0718T9.3	c18acquity			4					M164T9	164.0718478	558.88942842		[M-H-COCH2]- 207.09	294	NA	
M164.836T1.2	c18acquity								M165T1.1	164.8359775	74.8748916			113	NA	
M164.8361T0.9	c18acquity								M165T1	164.8360587	56.22764556	[52][M+2]-		105	NA	
M164.975T1	c18acquity								M165T1.3	164.9749574	60.6245241			141	NA	
M164.9992T0.8	c18acquity								M165T1.4	164.9992216	48.8632926		[M-H+NaCOOH]- 98.0191	18	NA	
M165T8_Terephthalic.acid	c18acquity	Terephthalic acid	CHEBI:15702	2	a,b	C06337	HMDB0002428		M165T8	165.0192943	501.9509013			136	NA	
M165.0404T0.9	c18acquity			4					M165T1.5	165.0403846	55.46567802			105	NA	
M165.0557T9.3	c18acquity								M165T9	165.0557338	558.72863514			294	NA	
M166.8333T0.9	c18acquity								M167T1	166.833338	56.2762551	[52][M+4]-		105	NA	
M166.8605T0.9	c18acquity			4					M167T1.1	166.8604669	53.60140554			33	NA	
M167.1076T12.7	c18acquity								M167T13	167.1075955	762.9362592			1908	NA	
M167.1077T9.3	c18acquity								M167T9	167.107696	556.06661778			2058	NA	
M167.1078T11.2	c18acquity								M167T11	167.1077503	670.7038872			1574	NA	
M168.0277T0.9	c18acquity			4					M168T1.1	168.0277425	54.42897114		[M-2H+K]- 131.071 [M+Cl]- 133.061 [M-H]- 169.037	105	NA	
M168.0357T1	c18acquity			4					M168T1.2	168.0356514	58.14919614		[M+Cl]- 133.061 [M-H]- 169.037	105	NA	
M168.8575T0.9	c18acquity			4					M169T1.1	168.8575474	53.94567378			33	NA	
M168.9439T0.9_2	c18acquity								M169T1.2	168.9438647	56.29293654		[M-H]- 169.954	105	NA	
M170.8331T0.9_1	c18acquity								M171T1	170.8331241	56.16987522		[M+Cl]- 135.869	105	NA	
M170.8332T1.2	c18acquity								M171T1.1	170.8331865	74.05929846			1585	NA	
M171.0063T1.2	c18acquity			4					M171T1.6	171.0062695	71.46335544		[M-2H+K]- 134.06	8	NA	
M171.0064T0.9_2	c18acquity								M171T1.5	171.0063623	55.66521528		[M-H+HCOOH]- 126.004	105	NA	
M171.1025T10.2	c18acquity								M171T10	171.1025297	614.0430408			1710	NA	
M171.9466T7.5	c18acquity			4					M172T8	171.946637	452.312451			842	NA	
M171.9466T8.4	c18acquity								M172T8.1	171.9466459	502.42405272			136	NA	
M171.9467T9.9	c18acquity								M172T10	171.9467121	594.30015024			1555	NA	
M172.0169T1	c18acquity								M172T1	172.0168573	58.46873466			1522	NA	
M172.0979T9.3	c18acquity			4					M172T9.1	172.0979148	557.39841282			2060	NA	
M172T9_N.Acetyl.L.leucine	c18acquity	N-Acetyl-L-leucine	CHEBI:17786	2	a,b	C02710	HMDB0011756		M172T9	172.0979787	532.16134182			2016	NA	
M172.8309T0.9	c18acquity								M173T1	172.8308509	56.48877846		[3M+Cl]- 45.9534	105	NA	
M173.0091T1.2	c18acquity								M173T1.2	173.0091015	71.12718078			8	NA	
M173.0564T1.2	c18acquity								M173T1.4	173.0563626	69.5741955		[M+Cl]- 138.082	205	NA	
M173.0932T1.1	c18acquity								M173T1.6	173.0931669	63.72041586			1917	NA	
M173T1.5_L.Arginine	c18acquity	L-Arginine	CHEBI:16467	2	a,b	C00062	HMDB0000517		M173T1.5	173.1043842	51.2182677		[M-H]- 174.109	33	NA	
M174.032T0.7	c18acquity								M174T1	174.0320011	43.1148444			90	NA	
M174.0407T1.2	c18acquity								M174T1.1	174.0407288	71.11489578			8	NA	
M174.0457T0.9	c18acquity								M174T1.2	174.0457183	53.44595556			33	NA	
M174.956T9.9	c18acquity								M175T10	174.9560096	595.55699154			107	NA	
M174.956T8.4	c18acquity								M175T8.1	174.956025	502.70150706		[M-H]- 175.966	136	NA	
M174.9561T7.5	c18acquity								M175T8	174.9560587	452.312451		[M-H+NaCOOH]- 107.976 [M-H-CH2]- 189.988	32	NA	
M175.0914T0.9	c18acquity								M175T1.5	175.0914163	54.89496852	[57][M+1]-		1523	NA	
M175.1491T17.8	c18acquity			4					M175T18	175.1491204	1066.6317162		[M-H-CH4]- 192.188	14	NA	
M175.9413T1.2	c18acquity								M176T1	175.9412525	72.07723734		[M-H]- 176.949	8	NA	
M175.9596T0.7	c18acquity								M176T1.1	175.959585	43.15802784	[58][M+1]-		90	NA	
M176.8604T0.9	c18acquity								M177T1.1	176.8604327	55.50405354		[M-H+NH3]- 160.841	105	NA	
M177.1649T17.8	c18acquity								M177T18	177.1649078	1066.4551656		[M-H-CH2]- 192.188	14	NA	
M177.8447T0.9	c18acquity								M178T1	177.844694	53.56383024			33	NA	
M177.86T1	c18acquity								M178T1.1	177.8599697	58.5189093		[M+Cl+NH3]- 125.866 [M-H+NH3]- 161.846	105	NA	
M177.9057T1	c18acquity								M178T1.2	177.9056872	60.607002			141	NA	
M178.0997T13.9	c18acquity								M178T14	178.0996504	832.7242824			1227	NA	
M178.8578T0.9	c18acquity								M179T1	178.8578261	55.48225896			105	NA	
M178.9203T1.2	c18acquity								M179T1.1	178.920336	73.80168618			1576	NA	
M178.949T0.7_1	c18acquity								M179T1.2	178.9489612	43.20236238		[3M+2Cl]2- 95.9937 [3M+2Cl]2- 95.9937	90	NA	
M179T1.4_Hexoses	c18acquity	Hexoses		3	a,b				M179T1.4	179.0561009	60.99244302			1833	NA	
M179.1079T15.2	c18acquity								M179T15	179.1079073	910.6472568			1214	NA	
M179.8591T1	c18acquity								M180T1.1	179.859069	59.1629067		[M-H]- 180.868	2171	NA	
M179.8825T9.4	c18acquity								M180T9.1	179.8824694	563.18247426			96	NA	
M179.8826T8.7	c18acquity			4					M180T9	179.882558	519.60400452		[M-2H+K]- 142.923	60	NA	
M179.9362T9.9	c18acquity								M180T10	179.9362072	595.9757817			1556	NA	
M180.0336T7.5	c18acquity								M180T8	180.0335817	451.98227784		[M-H-C6H8O6]- 357.065	32	NA	
M180T1.5_L.Tyrosine	c18acquity	L-Tyrosine	CHEBI:17895	1	a,b,c	C00082	HMDB0000158		M180T1.5	180.0665738	71.68085088	[62][M]-	[M-H+NH3]- 164.05	8	NA	
M180.973T14.5	c18acquity								M181T15.4	180.9729567	870.3751428		[M+Cl+NaCOOH]- 78.0161 [M-H+NaCOOH]- 113.993	36	NA	
M180.973T16.9	c18acquity								M181T17.1	180.972965	1011.4989534			1817	NA	
M180.973T0.8	c18acquity								M181T1.3	180.9730085	48.26883972	[66][M]-	[M-H+NaCOOH]- 113.997	18	NA	
M180.973T14.8	c18acquity								M181T15.2	180.973024	886.9973778			1960	NA	
M180.973T15.2	c18acquity								M181T15.3	180.973043	910.2907116			298	NA	
M181.0504T7.6	c18acquity			4					M181T8	181.0504464	453.73540254			297	NA	
M181.0697T1.2	c18acquity			4					M181T1.4	181.0696644	71.8009947	[62][M+1]-		8	NA	
M181.0717T0.9	c18acquity								M181T1.5	181.0717472	54.43270674		[M-H-CO]- 210.075	105	NA	
M181.9765T0.8	c18acquity								M182T1.1	181.9764815	48.14215842	[66][M+1]-		18	NA	
M182.9885T9.7	c18acquity								M183T10.2	182.9885304	582.29070642			2170	NA	
M182.9886T9.9	c18acquity								M183T10	182.9885684	595.52602428	[68][M]-		107	NA	
M182.9886T10.3	c18acquity								M183T10.1	182.9885769	615.0301566			128	NA	
M183.0159T1.2	c18acquity			4					M183T1.3	183.0159156	70.77847386			8	NA	
M183.1027T9.9	c18acquity								M183T10.4	183.1026692	593.68348524			1557	NA	
M183.992T9.9	c18acquity								M184T10	183.9920199	595.4143029	[68][M+1]-		107	NA	
M185.0221T1	c18acquity			4					M185T1.1	185.0220647	58.6587993			105	NA	
M185.0568T1	c18acquity								M185T1.2	185.0567935	57.92956752		[M+Cl+NH3]- 133.061 [M-H+NH3]- 169.037	105	NA	
M185.0819T8.7	c18acquity			4					M185T9	185.0819493	524.83090968			329	NA	
M186.0561T7.5	c18acquity			4					M186T8	186.0560981	452.35675176		[M-H-NH3]- 204.091	32	NA	
M186.1136T8.8	c18acquity								M186T9	186.1135572	527.38167498			221	NA	
M187.0419T1.2_1	c18acquity								M187T1	187.0419399	71.38420794			8	NA	
M187.0608T7.5	c18acquity								M187T8	187.0607851	451.89402264		[M-H-CH4]- 204.091	32	NA	
M187T1.1_N.alpha.Acetyl.L.Glutami.	c18acquity	N-alpha-Acetyl-L-Glutamine	CHEBI:21553	1	a,b,c'		HMDB0006029		M187T1.1	187.072416	71.0201751			441	NA	
M187T10_Azelaic.acid	c18acquity	Azelaic acid	CHEBI:48131	2	a,b	C08261	HMDB0000784		M187T10	187.0975872	595.55068824	[70][M]-	[M-H]- 188.106	107	NA	
M187.1339T10.8	c18acquity								M187T11	187.1339138	649.3133598			2142	NA	
M187.9777T1.2	c18acquity								M188T1.1	187.9776808	71.67318582		[M+Cl]- 153.011	8	NA	
M188T11_Indole.3.propionic.acid	c18acquity	Indole-3-propionic acid	CHEBI:43580	2	a,b		HMDB0002302		M188T11	188.071691	662.2706382			232	NA	
M188.101T9.9	c18acquity								M188T10	188.1010406	595.5466866	[70][M+1]-		107	NA	
M188.104T1	c18acquity								M188T1.2	188.1039951	61.01276856			1834	NA	
M188.9493T8.4	c18acquity								M189T8	188.9493425	502.51918074			136	NA	
M188.9863T7.4	c18acquity								M189T7	188.9862604	441.26326776			2065	NA	
M190.9284T8.6	c18acquity			4					M191T9	190.9283515	518.9000103			1076	NA	
M190.9284T10.2	c18acquity								M191T10.1	190.9284034	613.9637472			1719	NA	
M190.9829T7.5_2	c18acquity								M191T8.2	190.9828767	452.36493636	[72][M+2]-		32	NA	
M191.0197T1	c18acquity			4					M191T1.5	191.0196762	59.16321294			226	NA	
M191.0198T7.5_3	c18acquity								M191T8.3	191.0197789	451.88921184		[M+Cl+HCOOH]- 110.039	32	NA	
M192.0667T8.8	c18acquity								M192T9	192.0666876	528.06227382			2017	NA	
M193.0242T1.2	c18acquity								M193T1.2	193.0241526	71.08216716	[74][M+2]-		8	NA	
M193.8155T1	c18acquity								M194T1	193.8154834	57.11205504		[3M+2Cl]2- 105.901	105	NA	
M194.9275T2.1	c18acquity								M195T2	194.927484	125.38052706			1566	NA	
M195.0104T1	c18acquity								M195T1	195.010408	58.19118402			105	NA	
M195.051T0.9	c18acquity								M195T1.1	195.0510474	54.26586816		[M-H-CH2]- 210.075	105	NA	
M195.8109T0.9	c18acquity								M196T1	195.81092	56.61804462	[78][M]-	[M+Cl]- 160.841	105	NA	
M196.0745T0.9	c18acquity								M196T1.2	196.0745233	55.26696594		[M+Cl]- 161.105 [M-2H+Na]- 175.097	105	NA	
M196.9469T0.8	c18acquity			4					M197T1.2	196.9468502	48.41215518			18	NA	
M197.8079T0.9	c18acquity								M198T1	197.8078911	56.49115038	[78][M+2]-		105	NA	
M197.9397T0.9	c18acquity								M198T1.1	197.9396765	53.5433208		[M-H-C3H2O3]- 284.947	33	NA	
M198.0717T0.9	c18acquity								M198T1.2	198.0717013	54.72605868			105	NA	
M198.9366T7.5	c18acquity								M199T8	198.9365646	452.1201672			32	NA	
M199.0071T10.2	c18acquity			4					M199T10	199.0070619	611.8742952			1736	NA	
M199.038T1	c18acquity								M199T1.2	199.0380344	59.9951208			1837	NA	
M199.07T0.8	c18acquity								M199T1.3	199.0699885	46.32674184			1827	NA	
M199.8735T1.1	c18acquity								M200T1.1	199.8735393	63.15656472			1918	NA	
M199.9413T1.2	c18acquity								M200T1.2	199.9413245	71.46266022		[M+Cl]- 164.977	8	NA	
M201.0381T1.4	c18acquity								M201T1.2	201.0380782	83.32754676			2002	NA	
M201.0381T1.2	c18acquity								M201T1.1	201.0380908	72.16443132		[M-H+NaCOOH]- 134.06	8	NA	
M201.802T0.9	c18acquity								M202T1	201.8019595	56.22764556		[M+Cl]- 166.835	105	NA	
M202.9977T1.2	c18acquity								M203T1	202.9977457	71.80266522		[3M+2Cl]2- 112.018	8	NA	
M203.0018T9.2	c18acquity								M203T9	203.0018319	549.60202434			1745	NA	
M203.0673T1	c18acquity			4					M203T1.1	203.067319	58.12783092			105	NA	
M203T7_peptide	c18acquity	peptide		3	b,c				M203T7	203.0825783	440.83124412	[82][M]-	[M-H]- 204.09	195	NA	
M203.799T0.9	c18acquity								M204T1	203.7990009	56.16287772			105	NA	
M204.0044T0.9	c18acquity			4					M204T1.1	204.0044251	53.85265164			33	NA	
M204.0666T9.6	c18acquity								M204T10	204.0665894	576.45028722			1616	NA	
M204.0858T7.3	c18acquity			4					M204T7	204.0858093	440.5646619	[82][M+1]-		195	NA	
M205.0883T7.5	c18acquity								M205T8	205.0882794	452.31911844	[83][M+2]-		32	NA	
M205.1963T18	c18acquity			4					M205T18	205.196323	1079.097405			534	NA	
M205.861T9.9	c18acquity								M206T10	205.8610331	595.48381056			107	NA	
M205.8611T10.2	c18acquity								M206T10.1	205.8611197	613.9440918			1729	NA	
M206.0823T9.3	c18acquity			4					M206T9	206.0822982	558.70184352		[M-H]- 207.09	294	NA	
M207.0121T9.4	c18acquity								M207T9	207.0121106	566.9219415			290	NA	
M207.1754T14	c18acquity								M207T14	207.1754083	842.9258304			1131	NA	
M209.0666T0.9	c18acquity								M209T1.2	209.0666323	55.40895048		[M-H]- 210.075	105	NA	
M209.0796T9.9	c18acquity								M209T10	209.0796412	595.61413956		[M-2H+Na]- 188.106	107	NA	
M209.0949T10.3	c18acquity								M209T10.1	209.0949201	615.0271806			1718	NA	
M210.8422T0.9	c18acquity								M211T1	210.8422346	52.43140266			33	NA	
M211.0974T13	c18acquity			4					M211T13.1	211.0974355	780.752427			1915	NA	
M211.0976T12.7	c18acquity								M211T13	211.0975707	762.7578786			1910	NA	
M211.0976T11.2	c18acquity								M211T11	211.0975872	670.691592			1575	NA	
M211.0976T9.3	c18acquity								M211T9.1	211.0975928	556.11526536			2061	NA	
M212.8393T0.9	c18acquity								M213T1	212.8392809	52.41520104		[2M-2H+Na]- 95.9302	33	NA	
M213.0016T1.2	c18acquity								M213T1.2	213.0016193	71.30645076		[2M-2H+K]- 88.0176	8	NA	
M213.1497T13.4	c18acquity								M213T13	213.1496672	805.5536022			78	NA	
M213.8892T1.2	c18acquity								M214T1	213.8891973	74.55401664			113	NA	
M214.0487T0.9	c18acquity			4					M214T1.1	214.0487151	52.40025672		[M-H]- 215.051	33	NA	
M214.089T0.8	c18acquity			4					M214T1.2	214.0890015	46.49318178	[91][M+1]-		139	NA	
M214.1449T10.2	c18acquity								M214T10	214.1448953	613.429752	[92][M]-		1727	NA	
M214.8363T0.9	c18acquity								M215T1	214.8363285	52.43249484		[3M+2Cl]2- 119.911	33	NA	
M215.0018T8.6	c18acquity			4					M215T9	215.0018204	517.98267066	[89][M+3]-		60	NA	
M215.0327T1.2	c18acquity								M215T1.3	215.0327434	73.44671676			1580	NA	
M215T14_DL.beta.Hydroxylauric.ac.	c18acquity	DL-beta-Hydroxylauric acid	CHEBI:36206	2	a,b		HMDB0000387	S-form	M215T14	215.1651963	842.971116		[M-H-C2H4]- 244.204	65	NA	
M215.8863T1.2	c18acquity								M216T1	215.8862824	74.56455516			113	NA	
M216.8538T9.9	c18acquity								M217T10	216.8537537	596.36607624		[M-H-C2H4]- 245.897	107	NA	
M217.0177T7.5	c18acquity			4					M217T8.1	217.0177343	452.28400206			32	NA	
M217.9007T0.7	c18acquity			4					M218T1	217.9007196	43.00164018		[3M-2H]2- 145.932	90	NA	
M218.0334T0.9	c18acquity			4					M218T1.1	218.0333909	53.41346484	[93][M+3]-		33	NA	
M218.9823T0.7	c18acquity								M219T1	218.9823323	43.24561788			90	NA	
M219.0346T0.9	c18acquity								M219T1.1	219.0345946	53.35506894	[93][M+4]-		33	NA	
M219.8666T0.9	c18acquity								M220T1	219.8666126	55.24979178			105	NA	
M220.0324T1	c18acquity								M220T1.1	220.0323697	58.52878488			105	NA	
M223.1704T16	c18acquity								M223T16	223.1703811	961.9167402			222	NA	
M223.9179T8.4	c18acquity								M224T8	223.9179376	502.36633224		[M+Cl]- 188.949	136	NA	
M223.9182T9.9	c18acquity								M224T10	223.9182119	594.6579318		[M+Cl]- 188.949	107	NA	
M224.8191T0.9	c18acquity			4					M225T1	224.8191226	53.30780508			33	NA	
M225.0495T1	c18acquity			4					M225T1.1	225.049495	57.452535			105	NA	
M225.0645T7.5	c18acquity								M225T8	225.0645056	452.27909046		[M-2H+Na]- 204.091	32	NA	
M225.1859T16.7	c18acquity			4					M225T17.1	225.1859026	1001.941236			1090	NA	
M225.9864T0.9	c18acquity			4					M226T1.1	225.9864389	54.037533			33	NA	
M226.8162T0.9	c18acquity			4					M227T1	226.8162248	53.35550964		[2M+Cl]- 95.9302	33	NA	
M226.9659T0.8	c18acquity								M227T1.1	226.9658643	46.1495055			139	NA	
M227.0925T10.1	c18acquity								M227T10	227.0925248	608.5625274			1709	NA	
M227.9835T0.9	c18acquity			4					M228T1.1	227.9834769	53.68748154		[M+Cl+NaCOOH]- 125.017	33	NA	
M228.1605T10.9	c18acquity								M228T11	228.1604963	653.0394348	[98][M]-		158	NA	
M229.1446T10.9_1	c18acquity								M229T11	229.14462	653.1318162	[98][M+1]-		158	NA	
M230.1997T17.8	c18acquity								M230T18	230.1996613	1065.9583632	[99][M+1]-		14	NA	
M231.9675T10.8	c18acquity								M232T11	231.9674725	649.8173616			1373	NA	
M231.9676T9.9	c18acquity								M232T10	231.9675572	595.5859176			1540	NA	
M231.9676T1.2	c18acquity								M232T1	231.9675847	71.56693578		[M-H+NaCOOH]- 164.977	8	NA	
M231.9676T7.5	c18acquity								M232T8	231.9675955	451.84135818			833	NA	
M231.9676T8.4	c18acquity								M232T8.1	231.9676477	502.46821716		[M-H]- 232.975	136	NA	
M231.9678T1.4	c18acquity								M232T1.1	231.9677573	83.51470002			2003	NA	
M231.986T0.8	c18acquity								M232T1.2	231.9859592	48.64089624		[M-H]- 232.993	18	NA	
M232.0479T0.9	c18acquity			4					M232T1.3	232.0478617	54.3806511		[M-H]- 233.055	105	NA	
M232.9746T1.2	c18acquity								M233T1	232.9746085	71.81263218		[M+Cl+NaCOOH]- 130.026	8	NA	
M232.9867T0.8	c18acquity								M233T1.1	232.9867188	48.3334368		[2M-2H+K]- 98.0191 [M-H]- 233.994	18	NA	
M233.1547T15.6	c18acquity								M233T16.1	233.1547035	936.0176208	[102][M]-	[M+Cl]- 198.19	17	NA	
M233.9468T10.2	c18acquity								M234T10.1	233.9467932	614.0000466			1721	NA	
M233.9468T9.9	c18acquity								M234T10	233.9468058	595.44082458		[M-H+HCOOH]- 188.949	107	NA	
M233.947T7.5	c18acquity								M234T8	233.9470159	452.07276492		[M+Cl]- 198.978	828	NA	
M234.0457T0.9	c18acquity								M234T1.2	234.0456776	54.48192492			1524	NA	
M234.1581T15.6	c18acquity								M234T16.1	234.1581348	936.0137226	[102][M+1]-		17	NA	
M235.1611T15.6	c18acquity								M235T16	235.161096	936.209313	[102][M+2]-		17	NA	
M235.926T9.7	c18acquity								M236T10.2	235.9259997	580.02473172			118	NA	
M235.926T9.2	c18acquity								M236T9	235.9260226	554.5868121			2062	NA	
M235.9261T7.5	c18acquity								M236T8.1	235.9260838	452.10019392		[M-2H+K]- 198.978	828	NA	
M235.9261T10.2	c18acquity								M236T10.1	235.9260887	614.1808164			128	NA	
M235.9261T8.4	c18acquity								M236T8	235.9260991	502.68538986		[M-2H+K]- 198.979	136	NA	
M235.9261T9.9	c18acquity								M236T10	235.9261395	595.62697494			107	NA	
M237.186T16.3	c18acquity								M237T16	237.1860039	976.3478706			2045	NA	
M238.0721T14.7	c18acquity								M238T15	238.0720785	883.8834096			172	NA	
