variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M220.2592T11.63	c18hypersil					-0.189746704165238	0.636515004118432	0	-0.323003526754563	0.178007025237576	0	-0.00274268385832777	0.999233120528378	0	-0.0501496409501367	0.874127241455335	0	0.55160041657961	0.359872439657752											M220T12	220.259228905619	697.699360463484		[M+H]+ 219.255	2	NA	
M220.2593T13.35	c18hypersil					-0.00961947502373128	0.992729030383738	0	0.0701202097691489	0.797540766246668	0	-0.175680280240979	0.775463271492141	0	0.0795774737658785	0.77909401203275	0	0.222265644175667	0.912715427066907											M220T13	220.25932339594	800.701461969151		[M+H+HCOOH]+ 173.241 [M+H-CH2]+ 233.273	5	NA	
M220.2594T11.03	c18hypersil					-0.421975245630268	0.497413717104968	0	-0.10654912063857	0.690737571832081	0	-0.289773823531196	0.700464146411558	0	-0.122519551896243	0.751635352306933	0	1.35380365377092	0.850302257047672											M220T11	220.259356869064	662.046439542289			3	NA	
M220.5792T5.65	c18hypersil					0.228442874780765	0.683681047488926	0	-0.221255254640408	0.527762418216234	0	0.204381854517573	0.817268131445539	0	0.237412742155961	0.55358331127334	0	1.13494432515233	0.911633594732711											M221T6	220.579153629411	339.084836058863	[230][M]2+	[M+2H]2+ 439.144	88	NA	
M220.8478T2.71	c18hypersil					0.0032083014380806	0.99931809285141	0	-0.0319679460108713	0.935403618430472	0	0.00743502144504404	0.997829435842226	0	0.141458989657364	0.665144812268985	0	0.340611395312613	0.0180863624682551											M221T3.5	220.847798900804	162.768249128766		[M+K]+ 181.891	11	NA	
M221.0809T5.65	c18hypersil					-0.109733067871154	0.938807626430169	0	0.162178919414975	0.841742783762399	0	0.217967322577087	0.806222871962798	0	0.239913100904854	0.54963479977891	0	0.082753152500174	0.995031438642689											M221T6.1	221.080907026097	339.071039004594	[230][M+1]2+		88	NA	
M221.0924T1.19	c18hypersil					-1.06161296057489	0.441575021720177	0	-0.00717186270560433	0.918787799247933	0	-0.498485482890555	0.767243156330668	0	0.486175822630109	0.504654753229653	0	1.83136413646946	0.615365215226071											M221T1.5	221.092384591661	71.276817251185	[231][M]+		2860	NA	
M221.0932T2.14	c18hypersil					-0.979567796190516	0.444451265249709	0	0.300559410946779	0.73084611286224	0	-0.434945225343757	0.773096589217619	0	0.53758836838794	0.413259060911488	0	1.91054654966958	0.658618891555971											M221T2	221.093174667897	128.635394697128			3225	NA	
M222.0069T0.9	c18hypersil					0.0307684316814996	0.947067010889223	0	0.0219973730472436	0.935712423650716	0	0.127902393942053	0.784485582429273	0	0.106253615891641	0.628862837439555	0	0.188619778302119	1.06126646736891											M222T1.1	222.006881442704	53.7338248398072		[M+2K-H]+ 145.082	33	NA	
M222.0797T1.29	c18hypersil					0.738802907144411	0.583625100725322	0	-0.172685380104056	0.904437528528227	0	0.839407330319892	0.696605044666317	0	0.44846573014809	0.655225081618378	0	1.33169657616691	1.19781654003776											M222T1.3	222.079674000016	77.2952818168825		[M+2H]2+ 442.146	1	NA	
M222.0806T2.19	c18hypersil					0.307686152522086	0.731962944776282	0	-2.29263490300609	4.11938963002841e-12	1	-0.134072486107499	0.935641834120032	0	-2.32959735407896	9.72914806144795e-15	1	1.04643767176054	0.290465066960887											M222T2	222.080606845809	131.18712556639	[234][M]+		3227	NA	
M222.0807T4.65	c18hypersil					0.433172453420374	0.514942417527022	0	0.0702048729066789	0.801475210819916	0	0.312175259335307	0.739825501427239	0	0.316806795635598	0.446883166899651	0	1.85908818624248	1.40762464444381											M222T5.1	222.080662865712	278.794978846587			4293	NA	
M222.0923T9.26	c18hypersil					0.330037890873381	0.570155118757717	0	-0.128773643002521	0.777146981065238	0	0.263356163516059	0.734992238877262	0	0.125912281538932	0.7619969690913	0	1.32822226036827	1.65862751727101											M222T9	222.09225934091	555.551725399716			2669	NA	
M222.1229T2.38	c18hypersil					0.972844815208161	0.710930786417149	0	-0.427015004989514	0.841742783762399	0	1.20733118739703	0.733720408603975	0	-0.0029198770915233	0.983167802388362	0	1.20087287539299	1.44651340330436											M222T2.1	222.122919596705	143.042042631879	[229][M+2]+		87	NA	
M222.1339T1.21	c18hypersil					-0.0941391607270994	0.959392652832523	0	0.205245181368181	0.822522722944387	0	-0.478576648761585	0.733720408603975	0	-0.413438661781406	0.496358168454626	0	0.0220800477091685	1.15484887934621											M222T1.5	222.133942638408	72.3668877260739			151	NA	
M222.9703T0.41	c18hypersil					0.386746292999161	0.745239904927865	0	-0.470712347643756	0.491351024724423	0	0.163513751540831	0.937790391020978	0	-0.142002802979334	0.877211096180929	0	1.32459288291765	0.140183966302143											M223T0	222.970291608534	24.7025316077818			3113	NA	
M223.0211T1.13	c18hypersil					-0.444493688553562	0.547560765577389	0	-0.0993949698609153	0.77727025823619	0	0.0911086795864247	0.953580113379699	0	0.498911817769518	0.235642792086769	0	1.20495515510064	0.686447059967092											M223T1.3	223.021119782174	67.9610561661953		[M+H+CF3COOH]+ 88.0264	18	NA	
M223.0724T1.77	c18hypersil					-0.238097871791945	0.583625100725322	0	-0.475942249401772	0.0566420686198484	0	-0.335922392237929	0.733720408603975	0	-0.13099232782354	0.799243530976415	0	0.805555787581485	1.44953072751365											M223T2	223.072407931426	106.247330949004	[234][M+1]+		69	NA	
M223.1088T3.55	c18hypersil					-0.766357626726307	0.488396492780479	0	-0.742843745399973	0.126390446787983	0	-0.511397839530792	0.661786554552542	0	-0.849188291033295	0.0463874922956646	1	0.995343342887846	1.49659808891768											M223T4	223.108799073071	213.180793083891			3012	NA	
M223.1702T8.49	c18hypersil					0.3496781782661	0.560135418311105	0	-0.0266686262452929	0.997941234180911	0	0.0316333376786861	0.966315316803243	0	-0.299761793973721	0.457372579899593	0	1.45821180163272	0.0950252356727508											M223T8.1	223.170152091658	509.53014798575			3836	NA	
M224.0565T6.06	c18hypersil					0.859852284091861	0.837144947974922	0	-0.328608774761712	0.928447957604203	0	1.67056622766593	0.729241909696814	0	-0.426520746736708	0.836561835108808	0	1.05113374170106	1.31298426793419											M224T6	224.056535477772	363.644063137647			79	NA	
M224.0718T6.68	c18hypersil					-0.00756078278183026	0.965469161731351	0	-0.32727422766407	0.354934798583367	0	0.0738870807075926	0.9382775304333	0	0.0572468647067836	0.894326994855697	0	0.1540745542171	0.731243744705759											M224T7	224.071811191955	400.559519218082		[M+H]+ 223.065	132	NA	
M224.1058T6.63	c18hypersil					-0.0252059908591171	0.949373174827453	0	-0.428701782219036	0.276793108236244	0	-0.573093009539338	0.72699917458846	0	-0.296248141453558	0.703247496649273	0	0.41254372239517	1.3968484453221											M224T7.1	224.105845212086	397.576065923416			548	NA	
M224.129T8.5	c18hypersil					0.136703020046626	0.823898772049201	0	-0.181044271470579	0.62176802535982	0	-0.199392322906398	0.811194462223444	0	-0.479737660356822	0.126304633806292	0	1.00142107667312	0.748597489087239											M224T8.1	224.129036646778	509.967648081651			3830	NA	
M224.2018T12.7	c18hypersil					-0.0680872736395202	0.936792849179097	0	-0.338326386217151	0.578413134307597	0	-0.32381919658496	0.809094593290254	0	-0.149785954195599	0.844898901059587	0	0.0203293687308258	0.578601382734978											M224T13	224.201754451551	762.051667812969		[M+H-C4H8]+ 279.257	23	NA	
M225.0877T3.37	c18hypersil					3.04649947307008	0.567585487171613	0	0.730478928519835	0.789710525402864	0	4.36950556685036	0.279879801201923	0	0.252560997011374	0.983838875850317	0	1.50143615380663	2.35544179116614											M225T3.12	225.087713176142	202.459443287848			3013	NA	
M225T1.3_X3.hydroxykynurenine	c18hypersil	3-Hydroxykynurenine;3-Hydroxy-DL-kynurenine	CHEBI:1547	2	a,b	0.830991497379271	0.511416817584445	0	0.201097362526808	0.717875593279053	0	0.235908853627672	0.895172670552	0	0.181796712052753	0.835110005338357	0	1.40709348850647	0.467999846512072	C02794				HMDB00732	CID89	C10H12N2O4	224.07971	VCKPUUFAIGNJHC-UHFFFAOYSA-N	InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)	M225T1.3	225.087764632208	66.3021525019352		[M+2Na-H]+ 180.109	18	NA	
M225.1494T10.57	c18hypersil					0.279838513531629	0.62127736711154	0	0.155763594073029	0.644345568987022	0	-0.0467405174100506	0.96631229066758	0	-0.0376613422494358	0.935260244071302	0	1.24311268364584	0.110723000009455											M225T11	225.149431635846	634.475444500556			2315	NA	
M225.9295T11.03	c18hypersil					-0.506541244759031	0.441575021720177	0	0.0796070043538855	0.909391648021537	0	-0.505030387117436	0.175906865852268	0	-0.146784334589743	0.667657355794597	0	1.60273441246502	1.9521875332073											M226T11	225.929548653856	661.701759107206			3	NA	
M226.02T1.48	c18hypersil					0.145465821587104	0.837228798838651	0	-0.597895903575171	0.0221104039858059	1	-0.382078964628851	0.68414282043867	0	-0.76912584062951	0.0175056982140503	1	0.737408591271294	0.980530270205319											M226T1	226.020038321969	89.0856970320857			2862	NA	
M226.0565T1.05	c18hypersil					0.360938713894035	0.245800178550341	0	0.0814401577624082	0.533683144692982	0	-0.0606619679987013	0.90398343971572	0	-0.0447181537457713	0.851790417188832	0	2.46219505183918	0.52459085906006											M226T1.3	226.056485017329	63.0791217940337		[M+2H-C6H10O5]2+ 612.156	26	NA	
M226.0722T5.6	c18hypersil					0.706392062280296	0.593655138581494	0	-0.460265079141845	0.597599074903387	0	0.866407194121038	0.511150827814948	0	-0.506003752992104	0.449559796421506	0	1.58667939019641	1.78956450937835											M226T6	226.072214035551	336.190320780765		[M+K]+ 187.12	88	NA	
M226.0722T4.2	c18hypersil					-0.569287976408987	0.596540933830409	0	0.0436839324003557	0.997941234180911	0	0.823800527036166	0.733720408603975	0	0.87241371382771	0.380042743267509	0	0.888206077473705	1.12567397999922											M226T4.1	226.072218655059	252.235789293283			2522	NA	
M226.1059T0.94	c18hypersil					-0.383710215108614	0.583625100725322	0	0.868299502661065	0.0052664150162853	1	-0.0832811171943391	0.843276069550125	0	0.423957067341808	0.0239494199991379	1	0.994101331157435	0.18477498225921											M226T1.4	226.105932242866	56.2198499818443		[M+Na+NaCOOH]+ 135.126 [M+Na]+ 203.117	33	NA	
M226.1143T5.56	c18hypersil					0.226522316228829	0.567141576514215	0	0.627501262147749	0.00627964621295044	1	0.197067587605446	0.856591623275471	0	0.715883850189627	0.0433515761138132	1	0.924118024524995	0.798035505217815											M226T6.1	226.114284293995	333.570771394605	[242][M+1]+		88	NA	
M226.2174T11.33	c18hypersil					-0.41027468820252	0.583625100725322	0	-0.430214379436535	0.303882777998298	0	-0.717458089847238	0.627529069469233	0	-0.506322911703066	0.466601786731605	0	0.905879449937586	1.4665603965344											M226T11.1	226.217424238097	679.826476373062	[244][M]+		2568	NA	
M226.6198T12.65	c18hypersil					0.622982353511008	0.737985997975984	0	-0.144115202516241	0.944024721801677	0	0.352649562929319	0.891436342830987	0	0.290604735499263	0.815103697152416	0	0.585921346298806	0.741157732184459											M227T13	226.619799044528	759.277492671946			921	NA	
M226.9528T17.16	c18hypersil					2.88762526238241	0.583625100725322	0	-2.73007392032285	0.357369835858789	0	-0.0580667965332111	0.997829435842226	0	-2.20975292320108	0.605959836551614	0	1.84761477931022	0.0890690484932829											M227T17	226.952764442284	1029.7161543316			3588	NA	
M227.0646T0.85	c18hypersil					-0.0186607079646279	0.922417893448633	0	-0.316887135506029	0.112578750974517	0	-0.499599411269921	0.661786554552542	0	-0.255970730524618	0.636685708741545	0	0.755353636611092	1.3052193360603											M227T1.2	227.064638486152	50.7417619861112			1308	NA	
M227.0795T3.84	c18hypersil					0.0506454945327164	0.839391720525475	0	0.0538194318791803	0.745427933352139	0	-0.0777392188551929	0.788543170156266	0	0.128972211086626	0.343541403318905	0	0.741019169027664	0.792170454364745											M227T4	227.079476415795	230.212779223705	[247][M]+	[M+Na]+ 204.09	8	NA	
M227.1291T5.62	c18hypersil					0.121931911831256	0.83269679149489	0	-0.0409279249364278	0.939562597479799	0	0.275356540858576	0.722291899161822	0	0.329439919704518	0.277274054486233	0	0.783976790248214	1.53566138831424											M227T6	227.129058122716	336.992191258079	[242][M+2]+		88	NA	
M227.1401T2.29	c18hypersil					1.34938542992816	0.651745584897842	0	-1.56093193028779	0.363787217552415	0	0.852729987611061	0.862080516793616	0	0.0612695969952828	0.992564422911457	0	1.57768922858355	0.555370226213359											M227T2.1	227.140087309414	137.642788205722			4583	NA	
M227.2208T11.33	c18hypersil					-0.236678102593171	0.820216115261359	0	-0.697576648455689	0.310738547007389	0	-0.270473512510609	0.84587114799965	0	0.0969061515458556	0.884165586967403	0	0.189936746653327	0.635738878887476											M227T11	227.220823096441	679.756432182272	[244][M+1]+		2564	NA	
M227.5838T3.31	c18hypersil					-0.00126600650988529	0.963616470573631	0	-0.252360661145614	0.200341207961534	0	0.00405992357742413	0.990075009105314	0	-0.0297911115484712	0.894326994855697	0	0.303195967478757	0.205625917533828											M228T3.3	227.583842737476	198.545742502822		[2M+H]+ 113.286	13	NA	
M227.5839T1.25	c18hypersil					-0.025397752301636	0.990141406650446	0	0.292258173689707	0.0742198425787267	0	-0.18673097009092	0.72699917458846	0	0.346455572411141	0.0923319768482963	0	0.328200321838334	0.996319988474267											M228T1	227.583892673492	75.1237943946927		[M+H+CF3COOH]+ 92.5784	1	NA	
M227.5845T11.62	c18hypersil					-0.214354896954939	0.586607256795006	0	-0.420219648722579	0.0620872259438746	0	-0.109080107508596	0.861874333416969	0	-0.12021069727135	0.668208464391841	0	0.65507914567811	0.239126677951862											M228T12	227.584456924844	697.400113589031		[M+H]+ 226.58	2	NA	
M227.5845T11.04	c18hypersil					-0.0881442754121693	0.815392190570445	0	-0.128591802098807	0.599140828691467	0	-0.0631938211043259	0.901238164535456	0	0.00256122316443097	0.987477544848753	0	0.263542765289899	0.176003926064134											M228T11	227.584548780781	662.148899298662			3	NA	
M228.0457T1.99	c18hypersil					0.474033943036886	0.514942417527022	0	-0.444726031926036	0.214509918265323	0	0.147345928988779	0.819096513080164	0	-0.733371613211245	0.0133969886481775	1	1.80636766198462	0.34513139726777											M228T2	228.045667265497	119.303641789422			3192	NA	
M228.0934T2.28	c18hypersil					0.157638741438138	0.706777983020169	0	0.166898284252364	0.5186504453821	0	0.103656385852647	0.871040848351169	0	0.021700745578503	0.95902404993366	0	0.788668265071793	0.259935167768977											M228T2.1	228.093415574422	136.781564469234			4584	NA	
M228.106T0.82	c18hypersil					-0.185646342335842	0.610974785362605	0	-0.050134423274093	0.805522893297465	0	-0.125983374028136	0.777165154287737	0	0.208289228088532	0.284820220639996	0	1.65053941306163	1.05246686075073											M228T1.5	228.106026570431	49.0297104623483			1309	NA	
M228.1599T8.17	c18hypersil					9.86303771099983e-07	0.908270476340985	0	-2.53605489624328	0.000662787375716904	1	-0.792143319994265	0.67964113465155	0	-2.32124431346861	0.000252516825349816	1	0.37974378730521	1.32595331360773											M228T8.4	228.159931049272	490.026556375265		[M+2H-HCOOH]2+ 500.305	37	NA	
M229.0192T3.31	c18hypersil					-0.0162195155668314	0.968951279985903	0	-0.0221740455440198	0.939715236932642	0	-0.0525037684588447	0.959477558599698	0	-0.28202044765505	0.31598524998601	0	0.232680155010938	0.159383146518848											M229T3.18	229.019230747264	198.657815600656			13	NA	
M229.0196T0.49	c18hypersil					-0.595527734020246	0.626724944815185	0	-0.0571443240074956	0.914712123688248	0	-0.972322331657747	0.810179708210688	0	1.20723318495978	0.5137958457098	0	1.36640222603335	0.768858641057999											M229T0.1	229.019600655856	29.4428428101096			3115	NA	
M229T1.1_X2..deoxyuridine	c18hypersil	Deoxyuridine;2'-Deoxyuridine	CHEBI:16450	2	a,b	-0.0738868431708113	0.968268106803983	0	0.458986916045085	0.385935827651785	0	0.18096382663771	0.784485582429273	0	0.0161184112401127	0.98361955723046	0	0.00124307706184545	0.656856062684159	C00526	Nucleotide metabolism	Pyrimidine metabolism	Deoxyuridine	HMDB00012	CID13712	C9H12N2O5	228.0746	MXHRCPNRJAMMIM-SHYZEUOFSA-N	InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1	M229T1.1	229.082240691763	72.7015308494485			1	NA	
M229.0984T6.22	c18hypersil					0.382926058480127	0.514942417527022	0	0.199321530910385	0.481837600174527	0	0.101867481740216	0.889252025601962	0	0.160168064580199	0.585783220790452	0	1.74912437510086	0.618639333252216											M229T6	229.098374680615	373.128216754943		[M+H-NH3]+ 245.126	79	NA	
M229.1018T5.11	c18hypersil					0.721999604472357	0.460541162389896	0	-0.446664961215422	0.35446960983946	0	0.559060037613397	0.650270658455334	0	-0.546833343077131	0.291742496853582	0	2.42401262957654	1.44160694526722											M229T5	229.101772915218	306.672649866778			3715	NA	
M229.1188T1.16	c18hypersil					-0.143875596313233	0.731962944776282	0	-0.920428730430807	0.00324827998611061	1	-0.099426548221377	0.966315316803243	0	-0.84851471871899	0.104196158027393	0	0.201936063463071	0.178517194197363											M229T1.3	229.118791687118	69.4169334021192		[M+H]+ 228.115	18	NA	
M229.1192T0.85	c18hypersil					-0.0436592261434043	0.893629622236647	0	-0.936719334277944	0.0201208702298101	1	0.226116680972405	0.786390388975999	0	-0.673974300935695	0.0705363967383934	0	0.136243798603028	0.344832700027136											M229T1.2	229.119187105151	51.0970504704498			1310	NA	
M229.1195T4.18	c18hypersil					-0.534683158998385	0.546044072219477	0	0.869664313919642	0.0244364477819264	1	-0.113254323438879	0.883788769940463	0	1.52485357414191	0.000274919327257364	1	1.51140872268656	0.190233808034638											M229T4	229.119503045139	250.518902563134	[253][M]+		2523	NA	
M229.1554T1.01	c18hypersil					0.156573116158295	0.599168099383722	0	-0.0265414395106021	0.946709948425052	0	0.141780177629609	0.730970829915153	0	-0.156717824872963	0.349504127415197	0	1.8263750508881	1.0982284092841											M229T1.4	229.155402955701	60.7513385483454	[254][M]+	[M+Na]+ 206.171	26	NA	
M229.9423T0.8	c18hypersil					0.223150465239851	0.541838544859742	0	-0.176747974375935	0.369399700180511	0	0.242187625004005	0.37082476403691	0	-0.392331948663434	0.00879478687779285	1	1.8006418519848	1.60353532150388											M230T1.1	229.942332483409	47.9804291223483			1311	NA	
M230.08T5.97	c18hypersil					0.300533386343711	0.541838544859742	0	0.714786585967151	0.00708756760918442	1	0.432943748980612	0.417314148511724	0	0.812056581277199	0.00174944885517392	1	0.882777002896588	1.69460781033914											M230T6	230.079974094601	358.094069411285		[M+Na]+ 207.091	107	NA	
M230.1034T1.77	c18hypersil					1.06141431100955	0.687381063725085	0	-3.67002430110877	0.000680389655786199	1	0.708371855062879	0.759004210075305	0	-3.72685232523237	0.000337324008837291	1	1.40220127753715	0.771953469674293											M230T2	230.103367878966	106.173103116017		[M+H-H20]+ 247.115	69	NA	
M230.1035T4.77	c18hypersil					0.888744003388524	0.560135418311105	0	-2.26370886050685	0.000338838575235896	1	0.00120594244283723	0.966315316803243	0	-2.13250506102485	0.000242899071704924	1	1.52557836469525	0.0529738758405721											M230T5	230.103520834577	286.158332625189			101	NA	
M230.1143T1.05	c18hypersil					-0.0980614981374899	0.872900046966714	0	-0.130760575279185	0.75437242412003	0	-0.221344765293056	0.858910228903123	0	-0.00886901977322729	0.999109106975739	0	0.188337076620788	0.24690635823022											M230T1.3	230.114303425895	62.9436178070661		[M+H-CH2]+ 243.121	26	NA	
M230.1147T2.1	c18hypersil					0.538822394615634	0.570155118757717	0	0.170592721363342	0.739182331289163	0	-2.4552627533944	0.605892131825147	0	0.642926561625135	0.767644298336234	0	1.15943465501576	1.18625216332817											M230T2.1	230.114732420271	126.193579016651			3271	NA	
M230.1228T4.17	c18hypersil					-0.595803476757174	0.485554778269338	0	0.894377201661115	0.00655413649842209	1	-0.26290721537945	0.808774270827335	0	1.33666737273372	0.00624273613490186	1	1.76871686132134	0.470365755313943											M230T4.2	230.122816048099	249.959666182576	[253][M+1]+		2525	NA	
M230.1399T2.21	c18hypersil					0.207608220062774	0.764586335036072	0	0.297341196301383	0.479047630406273	0	-0.665482250054277	0.825597618169244	0	-0.956620010524826	0.479379026946334	0	0.858955260789021	0.92799439197269											M230T2.2	230.139884820208	132.803375546941			3257	NA	
M230.1587T1.01	c18hypersil					0.166102302727413	0.604145519369468	0	-0.0573857419910002	0.834377300333574	0	0.114459448224956	0.784485582429273	0	-0.161978126921056	0.399444942531574	0	1.7580132099411	0.854905586819131											M230T1.4	230.158725129165	60.7172038259511	[254][M+1]+		26	NA	
M230.991T1.05	c18hypersil					0.353204484239157	0.528523752585113	0	-0.154301530308533	0.67379392074559	0	0.0768686639279181	0.897126610627295	0	-0.335729438414564	0.204247007884258	0	1.95685965867254	0.206902355437382											M231T1	230.991002381093	62.8228359296167	[259][M]+	[M+K]+ 192.027	26	NA	
M231.036T0.93	c18hypersil					-0.151226698941322	0.593322989156518	0	0.0161564433431813	0.982297932857581	0	-0.013713261788368	0.9644876867433	0	0.120758609288785	0.371532312655339	0	1.35525713953769	0.462728039130499											M231T1.2	231.036025754473	55.9449713163924		[M+2Na]2+ 416.095	33	NA	
M231.0776T6.92	c18hypersil					0.0588308375601994	0.979772105611587	0	-1.21786925855804	0.0397926977237812	1	-0.956381888886005	0.799471000802953	0	-2.17853704976667	0.130741432616691	0	0.231330956261832	1.04204910929512											M231T7	231.077554143608	415.004901729692			2072	NA	
M231.0846T1.08	c18hypersil					0.11305320120648	0.846435009808705	0	-0.00916997863005697	0.998486815854339	0	-0.138846087371769	0.819929839876457	0	0.0664111701205545	0.829588678627997	0	0.403436106548795	0.56764571382466											M231T1.3	231.08462578129	64.8168912034107			124	NA	
M231.085T2.38	c18hypersil					0.0821489333718759	0.834786235092238	0	0.0626512481850856	0.808126041907822	0	-0.0133302314453001	0.984368859878395	0	-0.00212381703352449	0.99568230397942	0	0.727364247473468	0.0185167328521203											M231T2.1	231.08503628666	142.596988221615		[M+Na]+ 208.096	87	NA	
M231.0986T1.36	c18hypersil					-0.0516041516365213	0.839782600924976	0	0.0522278188351812	0.756719654324529	0	-0.0470356911522032	0.869918635792693	0	0.0962624006676478	0.44823156454477	0	0.844073089005459	0.747227231964172											M231T1.4	231.098567787337	81.8692051147215	[261][M]+		2799	NA	
M231.146T0.83	c18hypersil					0.116523426152442	0.803615543470493	0	0.1132030243184	0.70914842055547	0	0.184425455875761	0.768119288655255	0	-0.26170521104353	0.329659430442267	0	0.81081225116478	0.974123371587557											M231T1.5	231.145960322397	49.784285220976			1312	NA	
M231.1715T2.59	c18hypersil					-0.966996251023046	0.283701982867323	0	-0.380238505225257	0.320451989455015	0	-0.977617475087071	0.0251004034350018	1	-0.271085831499116	0.564698007395984	0	1.88425618101779	2.75995523791057											M231T3.8	231.171522184875	155.505953346129			4603	NA	
M231.1716T4.13	c18hypersil					-0.294615297681547	0.514942417527022	0	0.212379742654807	0.358434519213487	0	-0.215717766340786	0.718871562413001	0	0.0738053097586349	0.771691526025813	0	1.34555853418519	1.00321818537699											M231T4	231.171587161901	247.562473683548			2526	NA	
M231.9945T1.05	c18hypersil					0.554914713083372	0.528523752585113	0	-0.333005193074449	0.515866244001567	0	0.121100882386948	0.89535794721105	0	-0.807521557350574	0.0483260787152987	1	2.20008952734586	0.392132712323275											M232T1	231.994503727388	63.0260801788104	[259][M+1]+		26	NA	
M232.1019T1.36	c18hypersil					-0.035413289212336	0.870488644592922	0	-0.0233577893420485	0.869562626497503	0	0.00909718285861949	0.980812427507988	0	0.0255686974250349	0.887766788269901	0	0.830232981389512	0.0691474901262082											M232T1.2	232.101939630485	81.7134330388409	[261][M+1]+		2863	NA	
M232.669T1.25	c18hypersil					-0.0566255131094735	0.845723589487914	0	0.175679723681409	0.147664151023921	0	-0.0682972621704181	0.813617680572801	0	0.240571393960114	0.0639901251941322	0	0.697731660351198	0.429463229135619											M233T1.1	232.669011732694	75.1931110708191		[M+K+NaCOOH]+ 125.719	1	NA	
M232.6695T11.62	c18hypersil					-0.173016141759135	0.616624298719408	0	-0.377082587135991	0.0667801769522838	0	-0.0253501123958308	0.974833347404988	0	-0.144834341067284	0.559246687413694	0	0.592700363012448	0.24916752647176											M233T12	232.66953790507	697.276576947466			2	NA	
M232.909T0.75	c18hypersil					0.286995034786313	0.837144947974922	0	-0.910137641221143	0.116706045755787	0	0.225219769452753	0.808774270827335	0	-0.803231523614881	0.0495234857809974	1	1.16229670194121	0.695664169463044											M233T1.3	232.909001268612	44.9748917179078			49	NA	
M233.0654T5.73	c18hypersil					-0.211332082690856	0.636515004118432	0	-0.495892938507957	0.0701777713794252	0	-0.239957760756219	0.734992238877262	0	-0.585122292329141	0.0184108024166932	1	0.288359418697373	0.962902947275997											M233T6.1	233.065355934598	343.68420450734			88	NA	
M233.0795T6.89	c18hypersil					0.213130385659467	0.608470909187823	0	-0.270810261539115	0.212829107564966	0	-0.0324331389980461	0.955926680596222	0	-0.0226803661651687	0.932582502593594	0	1.45343518518909	0.435272948085559											M233T7.3	233.079529096175	413.631885554199			2073	NA	
M233.0933T4.47	c18hypersil					0.212392872304463	0.602862004008292	0	1.44684594194031	1.3568212481652e-05	1	-0.290527915755986	0.767243156330668	0	1.7159576452542	0.00013766173498937	1	0.364135798940876	0.365282688143581											M233T4.2	233.093312769344	268.269024853698			4374	NA	
M233.1141T1.07	c18hypersil					0.0798761250138327	0.919963826921699	0	-0.380404421591098	0.134216623100482	0	-0.0796039858438498	0.93200772120931	0	-0.418849158304754	0.0846989094719819	0	0.669685539400781	0.296919813671721											M233T1.7	233.114063678569	63.9567080757447			26	NA	
M233.1547T9.08	c18hypersil					0.811130112595484	0.685830662886981	0	-3.43915621680833	1.69428327381586e-05	1	0.394129571244598	0.777165154287737	0	-3.39108735188034	5.86352803729394e-06	1	1.27467713600249	0.481605445911054											M233T9.2	233.154707888464	544.756729564584			1629	NA	
M234.0617T1.05	c18hypersil					0.743375481712292	0.441575021720177	0	-0.532287918597728	0.203788529122355	0	0.241415270287192	0.783173453998077	0	-0.669951846681672	0.0720205155025592	0	2.63448057993048	0.780583853182687											M234T1.2	234.06167166401	62.9881070781855		[M+2H-C6H10O4]2+ 612.156	26	NA	
M234.0834T0.83	c18hypersil					-0.197173497854845	0.636515004118432	0	-0.296539039464378	0.234183532492165	0	-0.994401703684849	0.49762804499701	0	-0.410025833225978	0.647534396140385	0	0.741177720611236	1.50191465677691											M234T1.3	234.083368679597	49.9382844096185			1314	NA	
M234.1253T12.4	c18hypersil					1.74002081760861	0.645566026616863	0	-1.03918966115039	0.707501331524524	0	0.25473548353105	0.966315316803243	0	-1.45443154136864	0.587600553344836	0	1.06225577234305	0.0333973088852895											M234T12	234.12528481736	744.007901716439			2714	NA	
M234.1341T1.28	c18hypersil					-0.351104685198244	0.573151332922296	0	0.332660650696372	0.340032583318101	0	-0.225938029638026	0.734992238877262	0	0.470718520225102	0.0930301301029353	0	1.53861849619687	0.75748493461739											M234T1.4	234.134092067635	76.6269601525166		[2M+Na+K-H]+ 86.5947	1	NA	
