variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M308.4359T4.59	c18hypersil					-0.678430669949222	0.0152763881631218	1	-0.0182590610261002	0.888919772232916	0	-0.140526817705966	0.73129965779443	0	-0.0718054245811715	0.866836441930209	0	1.38871558750226	0.688989718265285	E	E	E	E	E	E											M308T5.3	308.435867485812	275.375461360306		[2M+Na+2K]3+ 412.202	90	NA	
M309.1305T0.81	c18hypersil					0.322937037212544	0.524525763645858	0	-0.205314871998258	0.806274636121481	0	-0.466085783566612	0.540213253984513	0	-0.519273857841181	0.410824925481508	0	0.635277413030252	0.344578506380387	E	E	E	E	E	E											M309T1.4	309.13051770249	48.5764266523245		[M+Na+NH3]+ 269.112	4	NA	
M309.1319T2.17	c18hypersil					-0.0974554118109658	0.851147902178182	0	-0.484373257732967	0.547511095036032	0	0.0882260854027574	0.908345222093924	0	-0.09391736414495	0.894297214630688	0	0.0564229139104825	0.669351983572328	E	E	E	E	E	E											M309T2.1	309.131938187198	130.48601399387		[M+Na]+ 286.142	75	NA	
M309.167T0.71	c18hypersil					-0.208262118139981	0.594800152631113	0	0.571381192446186	0.11446498015902	0	-0.394332486004227	0.270452657873972	0	0.227319454392727	0.469594380183265	0	0.387022316336575	1.51542127983487	E	E	E	E	E	E											M309T1.5	309.166975381549	42.4099493932568			34	NA	
M309.2039T8.38	c18hypersil					-0.138820214958374	0.691554159342856	0	-0.14763950513048	0.765255178177255	0	-0.610533188088427	0.270638959803139	0	-0.25522304138882	0.666360333064741	0	0.168145162340555	1.62656630861443	E	E	E	E	E	E											M309T8	309.203924817335	502.627411779369		[M+H]+ 308.197	19	NA	
M309.2428T8.4	c18hypersil					-0.203298913720506	0.361261306666215	0	-0.241446046059236	0.41373408052977	0	-0.416713199523224	0.316906401195182	0	-0.0734006399310925	0.904897725144545	0	0.485512277986184	1.37902522288564	E	E	E	E	E	E											M309T8.1	309.242821438168	503.975681607911		[M+H-CO2]+ 352.232	19	NA	
M309.279T8.35	c18hypersil					0.090933690892312	0.946780633268648	0	-0.604802577237086	0.406367640166344	0	-1.42622149587715	0.477036588363327	0	0.318525682082155	0.858757022112999	0	0.301990118276209	0.875251059034667	E	E	E	E	E	E											M309T8.2	309.279005989939	500.88393163219			795	NA	
M309.6296T8.12	c18hypersil					0.596285905718506	0.0291462355768752	1	0.726895003903664	0.0257127290316697	1	0.161057313340175	0.847448787005132	0	0.589192238428311	0.255508619099677	0	0.984418699703923	0.482267465817996	E	E	E	E	E	E											M310T8	309.62962933317	487.189590600863			14	NA	
M309.66T1.46	c18hypersil					-0.803184708916485	0.535362505725751	0	-0.560632360905215	0.759539880606889	0	0.207668780861228	0.920311128788131	0	-0.751482817603192	0.679917294871497	0	0.301055227270692	0.697462034686482	E	E	E	E	E	E											M310T1	309.659990995958	87.4950829546484			38	NA	
M309.6783T4.23	c18hypersil					-3.35461761919185	0.0344368088762258	1	-2.10916599053584	0.267272171543654	0	-0.606782212879661	0.781971077506342	0	-1.30736158634195	0.410128957740318	0	1.0055902811746	0.0273850596684192	E	E	D	E	E	E											M310T4	309.678283621602	253.718650135367			49	NA	
M309.9494T4.33	c18hypersil					-1.06377829511901	0.0130250845733183	1	-0.199081005318629	0.669220270127351	0	-0.526147903205576	0.558263184780413	0	-0.349510405508424	0.681539111047826	0	1.29778631623859	0.679715425942343	E	E	E	E	E	E											M310T4.1	309.949394062704	259.718550568069			1862	NA	
M310.0382T0.7	c18hypersil					-1.25548002924289	0.282608134090693	0	-1.22012397496877	0.423670789715733	0	-0.0812761102714479	0.835217495097941	0	-0.327566612666809	0.142976065002445	0	0.513621543769256	0.500918902915801	E	E	E	E	E	E											M310T1.2	310.038195973557	41.7069596503445			34	NA	
M310.0749T0.69	c18hypersil					-0.423763819164531	0.0311366163190484	1	-0.062510917926172	0.766779037774197	0	-0.0455363830261835	0.908345222093924	0	-0.124538050980492	0.657527038181588	0	1.22481466099383	0.172249425483327	E	E	E	E	E	E											M310T1.3	310.074882021337	41.3409218625714		[M+H-CH2]+ 323.083	34	NA	
M310T1.5_N.Acetylneuraminic.acid..	c18hypersil	N-Acetylneuraminic acid;N-acetyl-β-neuraminic acid	CHEBI:45744	2	a,b	-0.271763122897713	0.344475253085706	0	0.521130822396085	0.0817149681916493	0	-0.121437620058451	0.683948717756149	0	0.267537159240735	0.284004961201796	0	0.728451903442353	1.02729333262078	E	E	E	E	E	E	C19910	Carbohydrate metabolism	Amino sugar and nucleotide sugar matabolism	UDP sugar	HMDB00230	CID445063	C11H19NO9	309.10598	SQVRNKJHWKZAKO-PFQGKNLYSA-N	InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11-/m0/s1	M310T1.5	310.114641568251	49.7894428283397	[519][M]+	[M+K+CF3COOH]+ 137.162	4	NA	
M310.1537T2.19	c18hypersil					0.166579228126746	0.497202586276568	0	-0.157403748366679	0.652172660151927	0	-0.0704739091439794	0.822575371920283	0	-0.166448248715998	0.454311959264844	0	0.482204512391547	0.0172049284677225	E	E	E	E	E	E											M310T2.3	310.153684533566	131.402705310566		[M+H]+ 309.154	75	NA	
M310.2003T4.33	c18hypersil					-1.27696353784054	0.00182227500606798	1	-0.2450328259581	0.551136851870684	0	-0.656841174294058	0.468361345917158	0	-0.21145995143606	0.840636757263511	0	1.54204576481497	0.832749719943975	E	E	E	E	E	E											M310T4.2	310.200285590525	259.819737709015			1863	NA	
M310.2045T2.39	c18hypersil					-1.678667205298	0.197622671302409	0	0.360108606100919	0.912959249333218	0	-1.00889082805779	0.385163804719181	0	0.137534231781357	0.893700064150071	0	0.885962462797201	1.04020608334327	E	E	E	E	E	E											M310T2.4	310.204500377925	143.683641159471			42	NA	
M310.2361T10.05	c18hypersil					-0.111434772444008	0.666135452042421	0	-0.613306364183092	0.11507855512002	0	-0.321779202408051	0.548208597811981	0	-0.322449129211428	0.478225502290965	0	0.139880507714778	0.798727896674377	E	E	E	E	E	E											M310T10	310.236091648933	602.91477582926		[M+Na]+ 287.247	1197	NA	
M310.4881T2.19	c18hypersil					0.142135840654749	0.709072086373346	0	-0.213721825863644	0.646583053714406	0	-0.0143516571442799	0.993521170724646	0	-0.263723681509719	0.364079309286376	0	0.215354054411057	0.147003269152742	E	E	E	E	E	E											M310T2.5	310.488107875473	131.480137428814			2809	NA	
M310.4975T3.19	c18hypersil					2.90398153871034	0.00797969775711552	1	1.578699368509	0.205617349567369	0	1.47363686666935	0.417846563508289	0	2.04417033827238	0.150245233255394	0	1.4342809466023	1.28295214243073	E	E	E	E	E	E											M310T3.2	310.497458529034	191.2278936795			59	NA	
M311.071T5.87	c18hypersil					-0.587314608402936	0.113505627679626	0	-2.00535812702995	0.00015181457290987	1	-0.952821746859025	0.207306814736053	0	-2.20089377684772	5.57661921203654e-05	1	0.495655195862816	1.23177041228558	E	E	E	E	E	E											M311T6	311.071047010136	352.148109233466			2854	NA	
M311.1115T3.52	c18hypersil					0.0867790679405935	0.660341090649996	0	0.488543143777013	0.102413499410812	0	-0.679517951405261	0.275512435203745	0	0.470650043585223	0.392203952346025	0	0.112388260351139	1.19304181451154	E	E	E	E	E	E											M311T4	311.111526214034	211.494755208547			2951	NA	
M311.1256T3.67	c18hypersil					-0.955590856567735	0.493891496793616	0	-1.01989094913214	0.593909352515005	0	0.573339755913302	0.772105141296545	0	-1.47309690857787	0.37652441146835	0	0.361318119435059	0.737160576933278	E	E	E	E	E	E											M311T4.1	311.125556850629	220.460940910148			97	NA	
M311.1804T4.25	c18hypersil					-1.3083254623878	0.0334692855957054	1	0.525308824728898	0.622222586087122	0	-0.439065563231564	0.197421106500777	0	0.25757199867865	0.370122940842531	0	1.31774913600671	2.04836517084554	E	E	E	E	E	E											M311T4.3	311.180439344974	254.969238085478		[M+Na+HCOOH]+ 242.191	49	NA	
M311.5137T4.48	c18hypersil					0.0512565378690208	0.927957495552702	0	-0.205523088475335	0.676924689979103	0	0.036062019848627	0.935413607815778	0	-0.123634443753319	0.74423065245936	0	0.129316412888141	0.677267708995867	E	E	E	E	E	E											M312T4	311.51366318676	268.995045745167		[M+Na]+ 288.525 [M+2H-CH2]2+ 635.034	77	NA	
M311.8482T4.48	c18hypersil					0.251256176828914	0.606863298804292	0	-0.0766177507966646	0.93998097469058	0	0.250215688473657	0.695359200562396	0	0.0840519638439154	0.909255185052734	0	0.429467641029069	1.12179341377323	E	E	E	E	E	E											M312T4.1	311.84821049458	268.826766162961			77	NA	
M312.4963T1.52	c18hypersil					0.147223055996847	0.618605614895058	0	0.379138596031828	0.35025087587307	0	-0.369373721484479	0.237854398140484	0	0.263312453993363	0.32464262741794	0	0.1442135540257	1.47284237434119	E	E	E	E	E	E											M312T2.2	312.496260767607	91.2299685714461			2498	NA	
M312.5887T2.16	c18hypersil					-0.248436255547016	0.686918310940856	0	0.44068669508381	0.526503112005477	0	-0.452179061603276	0.602345518680943	0	0.497353562059764	0.496903656866072	0	0.383687701961752	0.925551365334897	E	E	E	E	E	E											M313T2	312.588672318766	129.432991066079			75	NA	
M312.7893T2.16	c18hypersil					-0.541934458825519	0.266453805437864	0	0.14942169426002	0.890372125566497	0	-0.36550672910713	0.653332517878218	0	-0.119741006528882	0.899354461254335	0	0.661018778988829	1.02792791372622	E	E	E	E	E	E											M313T2.1	312.789251322683	129.870116314309			75	NA	
M313.1233T3.31	c18hypersil					-0.816425990691801	0.0899954086607895	0	-0.742582433075277	0.214614284475348	0	-0.732084371794004	0.325347523876281	0	-0.251201927092989	0.769837160739865	0	0.82657087890758	0.972325986002887	E	E	E	E	E	E											M313T3	313.123330564447	198.811489358851			2366	NA	
M313.1557T5.78	c18hypersil					-0.449756146645198	0.230481117576541	0	-0.564026099429615	0.243329383196326	0	-0.523974781440643	0.320612965564775	0	-0.38660758304567	0.43701489228129	0	0.586055893218713	1.16808504801698	E	E	E	E	E	E											M313T6.3	313.155668191222	346.594574697347		[M+Na]+ 290.174	58	NA	
M313.2379T9.38	c18hypersil					-0.191743617767768	0.579892429440964	0	0.208688606185016	0.659074919466131	0	-0.3936183647213	0.502573485205975	0	0.199971278936786	0.705606262887371	0	0.373097270419861	1.08271369891501	E	E	E	E	E	E											M313T9	313.237937237417	562.76520907416			818	NA	
M313.2749T11.22	c18hypersil					-0.999864353924952	0.271170536497149	0	-1.13705371145196	0.333697911757681	0	-1.15767350623785	0.341459923374137	0	-1.61625161408922	0.0878947273211403	0	0.674621606257975	1.40480737165713	E	E	E	E	E	E											M313T11.4	313.274945467496	673.089551074833		[M+H-C3H2O3]+ 398.253	15	NA	
M313.6061T11.46	c18hypersil					-0.743308247865174	0.31894257824644	0	-1.81258423664142	0.0648607337553128	0	-2.15625243982361	0.181707392215005	0	-2.8390609163064	0.0159652434258465	1	0.417038135460087	1.46902906553668	E	E	E	E	E	E											M314T11	313.606086468089	687.717605667981			25	NA	
M313.6994T5.41	c18hypersil					0.269545009283917	0.454171790504867	0	-0.24224270065643	0.639975484961165	0	-0.0419030587509308	0.96350439255971	0	-0.331288274873401	0.401803613942314	0	0.744463732424998	0.160097843233024	E	E	E	E	E	E											M314T5.1	313.699364406725	324.618263060582		[M+K]+ 274.732 [M+Na]+ 290.705 [M+2H]2+ 625.383	16	NA	
M313.933T4.76	c18hypersil					0.05959971472058	0.936903887516918	0	-0.197091779829011	0.793126574565466	0	-0.109651258331612	0.885487759426045	0	0.243812412519899	0.711294841182627	0	0.202166184060891	0.419485299540949	E	E	E	E	E	E											M314T5.2	313.932958860932	285.877225453139		[M+2Na+K-H]2+ 543.943	71	NA	
M314.0576T2.36	c18hypersil					-1.1136250586495	0.000390404254601607	1	-0.39990093000214	0.203691685100453	0	-0.344980127804982	0.320612965564775	0	-0.26720908079448	0.406719185621762	0	1.74223591894756	1.81758474496601	E	E	E	E	E	E											M314T2	314.057610508431	141.886139689318			42	NA	
M314.1621T4.6	c18hypersil					0.0978596868091302	0.848154552418255	0	0.100576816335121	0.889030958363707	0	0.0461021432223419	0.931869144300825	0	-0.381902423873022	0.431224012977629	0	0.04206417967841	0.0147270292569188	E	E	E	E	E	E											M314T5.3	314.162074859778	276.19199091248		[M+H]+ 313.157	90	NA	
M314.1924T3.55	c18hypersil					-0.495668801635841	0.460107634664574	0	-0.549090973175895	0.550077180133176	0	-0.763462532273746	0.61950479374259	0	-0.813884654380201	0.529216465419201	0	0.290765718023837	0.448139526738328	E	E	E	E	E	E											M314T4	314.192395292777	212.910131255498		[M+Na]+ 291.195	84	NA	
M314.439T3	c18hypersil					1.45438096753073	0.0132181928504643	1	-0.267380164738304	0.868959088591801	0	0.250247147978863	0.846589300008857	0	0.0337267122563993	0.984458607640211	0	1.52659463139559	0.426619348819287	E	E	E	E	E	E											M314T3.2	314.439025631398	180.281611536112		[2M+Na+2K]3+ 421.201	57	NA	
M314.8331T3.22	c18hypersil					-2.71738304038063	0.0125543993688594	1	0.713950318753158	0.755846186534794	0	-0.540141273533456	0.157499690207074	0	-0.327791747178614	0.323873929248359	0	1.47627497785692	1.88675065520728	E	E	E	E	E	E											M315T3	314.833111032853	192.983689556956			59	NA	
M314.8522T3.48	c18hypersil					-1.03549894974576	0.0373715230799509	1	-0.348336100194674	0.556356290087982	0	-0.502530702115273	0.600452554044273	0	-0.300803914630553	0.745030920250321	0	1.1128060112985	0.626371305785516	E	E	E	E	E	E											M315T3.1	314.852155978398	208.71141479905			3111	NA	
M315.0655T2.37	c18hypersil					-0.901217163226068	9.90927238683638e-05	1	-0.158176778151358	0.427854427908764	0	-0.303945649828131	0.284803703857736	0	-0.224270382130737	0.397320627104388	0	1.85238393212701	1.78457628893612	E	E	E	E	E	E											M315T2.1	315.065523180372	141.918089920049		[M+H-C2H4]+ 342.088	42	NA	
M315.0783T1.49	c18hypersil					0.00927195911875778	0.984942262553348	0	0.0767433120369176	0.932928920149799	0	-0.440946323506818	0.477036588363327	0	-0.293720682618144	0.6086838327498	0	0.00562189067038521	0.743395626268444	E	E	E	E	E	E											M315T1.2	315.078285468776	89.5907462856843	[530][M+1]+		1497	NA	
M315.1308T1.04	c18hypersil					0.327023008670718	0.351468992981315	0	-0.236266518768794	0.659109136183581	0	0.0425033570107445	0.911874506091608	0	-0.425531445660987	0.235345796592575	0	0.646123658122181	0.0999944925694038	E	E	E	E	E	E											M315T1.3	315.130798752746	62.4256048415383		[M+H]+ 314.124	3	NA	
M315.1337T7.93	c18hypersil					1.28868529674813	0.00481038485349283	1	0.0553527411328343	0.845861218416563	0	0.8605977002338	0.208552361702188	0	0.0949738460995135	0.940993505857064	0	1.65696659445046	2.14068180625665	E	E	E	E	E	E											M315T8	315.133654226372	475.79978199393			1447	NA	
M315.1377T7.67	c18hypersil					0.241317130990186	0.510532658047011	0	0.312801661750729	0.535561349023967	0	0.102400112030615	0.913093487079741	0	0.785733556133456	0.0602528848817108	0	0.278665880035836	0.311542597406954	E	E	E	E	E	E											M315T8.1	315.137662910126	460.411986453178	[533][M]2+		5	NA	
M315.1891T0.7	c18hypersil					-0.964949566739071	0.000126307790849427	1	0.576478035452142	0.0462819145352062	1	-0.422660103759554	0.1442333688169	0	0.422015695044079	0.0433656728069921	1	1.79274510337381	2.06902213529913	E	E	E	E	E	E											M315T1.4	315.189140057634	42.2006175897188		[M+Na]+ 292.206	34	NA	
M315.2643T7.92	c18hypersil					0.558506982929242	0.339565444279163	0	-0.0452770914288187	0.996630696959216	0	0.788865218149159	0.301401535759403	0	0.449257518695775	0.547643337637225	0	0.851995569629716	1.59966566898617	E	E	E	E	E	E											M315T8.2	315.264344363824	475.397552814017			1448	NA	
M315.6782T3.29	c18hypersil					-1.19270891188357	0.00132190728403681	1	-0.126768603411671	0.697253413640022	0	-1.09569370682573	0.0944644219428664	0	0.275361754840787	0.572162337815039	0	1.6167246544429	1.91543118452058	E	E	E	E	E	E											M316T3	315.678177484843	197.219387830122			2353	NA	
M315.6967T4.16	c18hypersil					-1.24808775639606	0.00199819491766504	1	0.167465696158121	0.905602739703177	0	-0.62131174917738	0.129795557568201	0	-0.382742649887112	0.248487794197553	0	1.63516771238261	1.84351728531043	E	E	E	E	E	E											M316T4	315.696665955498	249.555610437864			1866	NA	
M316.0376T0.65	c18hypersil					-0.167406171183995	0.446104513616047	0	-0.199480898540621	0.500927193534784	0	-0.10205626330773	0.780929140959109	0	-0.157315487007576	0.582359179529482	0	0.360932443117372	0.372373660606281	E	E	E	E	E	E											M316T1.2	316.037574091742	39.015811796405		[M+K]+ 277.071	10	NA	
M316.152T2.62	c18hypersil					-1.52185505124571	1.89020365566003e-05	1	-0.0756415587955583	0.691421945808385	0	-0.423768224576238	0.324072241273418	0	-0.314043673291572	0.438965461989977	0	1.93521367125177	1.77598278224086	E	E	E	E	E	E											M316T3.1	316.152003491646	157.323919736308	[537][M]+	[M+K]+ 277.194	82	NA	
M316.152T2.27	c18hypersil					-0.00134503211229564	0.923606680736327	0	-0.312019747817828	0.207246000956285	0	0.16759836791574	0.519486385286558	0	-0.33188253874461	0.11052186124138	0	0.150674161267415	0.666712649653463	E	E	E	E	E	E											M316T2	316.152049527811	136.064994897369	[538][M]+	[M+K]+ 277.182	75	NA	
M316.1583T7.05	c18hypersil					-0.161875531602693	0.770027949792275	0	0.752668314873755	0.0466356786914776	1	-0.177861224698235	0.663291994632849	0	0.774443965053631	0.0187656605268511	1	0.313098786834081	0.211166402153489	E	E	E	E	E	E											M316T7	316.158251761207	422.871414993415			1460	NA	
M316.6758T4.21	c18hypersil					-0.494416038977516	0.0432875652858753	1	0.00422868875707216	0.943423485463781	0	-0.223202368940896	0.454065851829353	0	-0.209329238841695	0.418963433483462	0	1.15538515416551	1.37042339637104	E	E	E	E	E	E											M317T4	316.675798542226	252.313479567747			1868	NA	
M316.6928T4.05	c18hypersil					0.704634546430267	0.139308194407294	0	-1.10557171435656	0.0317442271620885	1	0.0789521884683069	0.866855241275724	0	-1.08045399280069	0.0171455752559871	1	1.01505352046491	0.717097644447584	E	E	E	E	E	E											M317T4.1	316.692829639906	242.933130714355			1869	NA	
M316.6938T2.3	c18hypersil					-0.328935990065967	0.0874516595891849	0	-0.0321671037236921	0.866851668926323	0	-0.0209971226393026	0.968147425917736	0	-0.0654864917906135	0.847477664823248	0	1.14028247721472	0.487681758155852	E	E	E	E	E	E											M317T2	316.693759493958	137.955454129972			42	NA	
M316.9436T4.05	c18hypersil					0.70847752292878	0.203211728580267	0	-1.18108386522228	0.0469445423552769	1	0.0074881150492434	0.960927827833888	0	-1.33893871615026	0.0392771717616455	1	0.919019979459447	0.462005212194814	E	E	E	E	E	E											M317T4.2	316.943639794302	242.883056156107			1870	NA	
M317.1427T8.05	c18hypersil					-0.540074479042225	0.0920301986093756	0	-0.258497169512244	0.51736976700535	0	-0.658748347399984	0.308405227767244	0	0.474494516225745	0.406719185621762	0	1.03749245210943	1.08525707828357	E	E	E	E	E	E											M317T8.1	317.142742406553	482.930061236282			1449	NA	
M317.1552T2.27	c18hypersil					0.0446900723645349	0.948682962449587	0	-0.267690586337515	0.544648652662047	0	0.344863361877291	0.331939074654934	0	-0.176832055761727	0.578021947253212	0	0.245353171652318	1.02019809343096	E	E	E	E	E	E											M317T2.1	317.155230947739	136.190390967062	[538][M+1]+		75	NA	
M317.1553T2.62	c18hypersil					-1.59893356246012	1.29841294635068e-05	1	-0.106821790925773	0.632106332303483	0	-0.442055876541142	0.240106234433851	0	-0.198161920943855	0.606978951143858	0	1.92041264989464	1.82940888306107	E	E	E	E	E	E											M317T3	317.155288630755	157.020706571009	[537][M+1]+		82	NA	
M317.1837T2.56	c18hypersil					0.678073405268663	0.181195404487691	0	-0.620623734091305	0.345322641270068	0	-0.205720538620552	0.847448787005132	0	-0.334962334878435	0.690072820263297	0	0.92826991544613	0.0978770331987708	E	E	E	E	E	E											M317T3.1	317.183686481643	153.457320876816			82	NA	
M317.1908T6.53	c18hypersil					-0.0926247056021694	0.88702885742259	0	-0.555946947957715	0.599538713626214	0	-0.170054407593513	0.881759314522876	0	-0.0716278299291808	0.957887115433427	0	0.0749764191189014	0.15670857483079	E	E	E	E	E	E											M317T7	317.190771915208	391.894984918811			2632	NA	
M317.2112T7.47	c18hypersil					-0.393835318536494	0.160681533591869	0	0.485322703242321	0.14342729780918	0	-0.0245972051475629	0.914836254056841	0	0.582567827249145	0.0301539376927237	1	0.728773949431733	0.0784185553433154	E	E	E	E	E	E											M317T7.1	317.211208278213	448.43163162935			1170	NA	
M317.2695T10.46	c18hypersil					-0.280798945680459	0.436218915907167	0	-0.227477164604492	0.649489407708836	0	-0.615518943886787	0.211541351759519	0	-0.404255376385493	0.371410443582568	0	0.469001551486706	2.04049774047767	E	E	E	E	E	E											M317T10	317.269461734164	627.733853448694			1149	NA	
M317.6392T2.05	c18hypersil					-0.0945892298203237	0.622911854453284	0	0.0524246477453634	0.875012986682936	0	-0.0643052579265966	0.813731324531955	0	0.00151581828089498	0.988555637714987	0	0.404973023700285	0.762208576339671	E	E	E	E	E	E											M318T2	317.639159666559	122.940705358948	[543][M]2+		40	NA	
M318.0774T6.94	c18hypersil					0.00612253715651256	0.990757169479713	0	-0.156862592347007	0.746505023706131	0	0.0818297430009132	0.853106850723301	0	-0.276658933419309	0.457719951211372	0	0.0438539792247645	0.472821137570242	E	E	E	E	E	E											M318T7	318.077412467647	416.679744537103			1694	NA	
M318.096T0.89	c18hypersil					2.41346112730674	0.000491794066953873	1	-1.08136733051639	0.256268284634227	0	1.28346742548653	0.181707392215005	0	-1.12274125284877	0.130391358547365	0	1.86686746969961	1.90611355757167	E	E	E	E	E	E											M318T1.2	318.09598443746	53.1184075148027			300	NA	
M318.131T0.77	c18hypersil					0.0626057647522451	0.861924150007349	0	0.251753638431936	0.649489407708836	0	-0.548882829132697	0.380170738829913	0	-0.323184441125401	0.595658852758049	0	0.181537285380283	1.1143167410343	E	E	E	E	E	E											M318T1.4	318.130990783597	46.353924658143		[M+2H-CH4]2+ 650.278	4	NA	
M318.1411T2.05	c18hypersil					0.0729141144012537	0.737873276159592	0	0.155653176938115	0.611968533206814	0	0.135023816654218	0.685764291979818	0	-0.0694374785871155	0.819488231454705	0	0.339364806765331	0.343653508789348	E	E	E	E	E	E											M318T2.1	318.141082884891	122.937752308932	[543][M+1]2+		40	NA	
M318.1665T0.92	c18hypersil					3.43173306232525	0.127992215860274	0	-5.3152180144545	0.0291587032106409	1	3.22197859011514	0.250898384290313	0	-4.02022222351333	0.0761895937405627	0	0.843504993940216	1.24225561964382	E	E	D	E	E	A											M318T1.5	318.166474781321	55.0111311426509			301	NA	
M318.1677T3.05	c18hypersil					0.10747997844442	0.669069500143417	0	-0.379108015179849	0.0637090581543231	0	-0.0935721736516371	0.781543962300632	0	-0.454189049648289	0.0134715085743029	1	0.499530697215484	0.431403152447166	E	E	E	E	E	E											M318T3.1	318.167731579093	182.940416237923			2309	NA	
M318.1679T3.6	c18hypersil					-0.0405658419749937	0.932574270844094	0	-0.117078853202671	0.880317389670703	0	-0.00552026522449722	0.997507601335683	0	-0.22188449664878	0.749646945015841	0	0.03818545143478	0.379309207677315	E	E	E	E	E	E											M318T4	318.167884986488	215.849537034226			2945	NA	
M318.1924T5	c18hypersil					0.167212544496998	0.45003689752611	0	2.1079234039792	1.42406456030401e-05	1	0.56685029453987	0.531522032383253	0	1.21326448745985	0.0508409812521804	0	0.157884947544179	0.792880274792643	E	E	E	E	E	E											M318T5	318.192351722098	300.097903978665		[M+2H-CH2]2+ 648.372	8	NA	
M318.1927T1.39	c18hypersil					1.25121273244427	0.237756622559936	0	3.14349963069238	0.0234577121545283	1	1.1161442361232	0.600452554044273	0	2.61206388847973	0.0657900065287529	0	0.60003581741014	0.720832250489922	E	E	E	E	E	E											M318T1.6	318.192705391105	83.4755469707212			2569	NA	
M318.1929T2.55	c18hypersil					-0.129256129192518	0.854261393537492	0	1.00140017358632	0.000899134109694247	1	-0.00993421364337266	0.957532477275567	0	0.568083808021537	0.0870847762934806	0	0.128591242763049	0.179768252695388	E	E	E	E	E	E											M318T3.2	318.192949547553	152.864787898453			82	NA	
M318.1979T5.89	c18hypersil					1.80573078223378	0.159966845366308	0	-1.22013164551297	0.515280809632386	0	1.19514498717426	0.519486385286558	0	-0.567570442058125	0.73448876427417	0	1.00366039791418	1.41629050895542	E	E	E	E	E	E											M318T6.1	318.197879094776	353.161518400783			2851	NA	
M318.2284T6.63	c18hypersil					-0.0506468060745515	0.955309271520005	0	0.0349810558343115	0.981273620849026	0	-0.171231941885335	0.865383178987835	0	0.0423293248805461	0.965061293236938	0	0.0453386154793429	0.0279674741788412	E	E	E	E	E	E											M318T7.1	318.228407331052	397.587965883866			2718	NA	
M318.4506T4.09	c18hypersil					1.93177400839125	0.154556571425028	0	-1.5824094893734	0.386882481492382	0	-0.182840155210844	0.967821009205564	0	-0.676392817520775	0.80775634612665	0	1.02399877708477	0.244808105300289	E	E	E	E	E	E											M318T4.1	318.450555260921	245.25697818807			1871	NA	
M318.6602T3.86	c18hypersil					1.79731761880956	0.204293216869318	0	-1.53079864527216	0.423670789715733	0	-0.827601855113095	0.810202573705919	0	-1.22370072797017	0.657011144816059	0	0.99837987857979	0.247263225904092	E	E	E	E	E	E											M319T4	318.660203755089	231.762336139146		[3M+Na+2K-H]2+ 179.13	13	NA	
M318.6969T4.14	c18hypersil					-1.1864145149268	0.000247553912824544	1	-0.345245952978315	0.26719695575914	0	-0.658357800852668	0.222927865080896	0	-0.117201787976366	0.87705134244235	0	1.65151429617635	1.39331207900983	E	E	E	E	E	E											M319T4.1	318.6969214375	248.696711714109			1872	NA	
M319.0366T2.36	c18hypersil					-1.10305598261749	2.40766031817805e-05	1	-0.236964307812672	0.282234570158295	0	-0.453697722923792	0.157499690207074	0	-0.386554302470305	0.119307727951545	0	1.94064995684639	2.01571129674201	E	E	E	E	E	E											M319T2	319.036614046935	141.743345628006			42	NA	
M319.1405T5.54	c18hypersil					0.80516151371098	0.810382661318835	0	-5.09066527464161	0.00457368571185775	1	1.41458861761495	0.482656207471489	0	-5.15079411613754	0.00166408576387706	1	0.363806172918318	0.326322115889303	E	E	E	E	E	B											M319T6.1	319.140504768307	332.139731141627		[3M+2Na+2K-H]3+ 278.167	79	NA	
M319.1417T2.21	c18hypersil					-0.429743801863745	0.552340297209704	0	-0.537440599615557	0.590288462708983	0	-1.02217995526844	0.484543669544126	0	0.297200629808206	0.821376199613507	0	0.322634331835685	0.503686492749586	E	E	E	E	E	E											M319T2.1	319.14173210178	132.659254014149	[538][M+2]+		75	NA	
