variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M273.995T0.9	c18acquity					-0.0986715265789737	0.800414107833576	0	-0.0497767386742645	0.727877854326955	0	-0.071528603076441	0.862161235531367	0	0.132608173899389	0.292679435809348	0	0.82162566708538	E	E	E	E	E	E	M274T1.1	273.994978274752	53.4258720977321	[131][M+1]-		33	NA	
M275.2015T16.9	c18acquity					-0.301026984473983	0.65128544559132	0	0.122014407705137	0.76085295012689	0	-0.531853074996066	0.213915142576889	0	-0.0428381437970824	0.939302453842069	0	2.73594752859863	E	E	E	A	E	E	M275T17	275.201488343401	1011.35647243299			1826	NA	
M275.9587T0.7_2	c18acquity					0.145047027099574	0.707486505965556	0	0.129294673032771	0.416060953738558	0	-0.126477998683983	0.77897065901894	0	0.088896382077472	0.576400542838651	0	0.725464020122052	E	E	E	E	E	E	M276T1.1	275.958704392659	43.0981421861255	[132][M+1]-		90	NA	
M275.9921T0.9	c18acquity			4		-0.1012044188075	0.871533763696894	0	0.163372232185159	0.41019643888448	0	-0.00300458331531139	0.976528203360806	0	0.3169127259634	0.0306621868600621	1	0.0415284043088128	E	E	E	E	E	E	M276T1.2	275.992080374126	53.4232214199497	[131][M+3]-		33	NA	
M276.9556T0.7	c18acquity					0.223130136083165	0.521249904823263	0	0.0401258547845025	0.793303205923561	0	-0.0878101370899884	0.884355975360283	0	-0.0559016084245876	0.806674783277901	0	0.560261375641863	E	E	E	E	E	E	M277T1	276.955596180931	43.051203472738	[132][M+2]-		90	NA	
M276.9857T0.9	c18acquity					-0.020646592992108	0.986386271692271	0	0.11558611749145	0.418824606846659	0	-0.00425718276812503	0.976528203360806	0	0.212148500661907	0.0930504694145363	0	0.0814969443728217	E	E	E	E	E	E	M277T1.1	276.985728970409	53.4258720977321	[131][M+4]-		33	NA	
M277.2173T17.6	c18acquity					-0.252802036703736	0.541401530193811	0	0.178818144660942	0.426537287250374	0	-0.330227578471213	0.414616611641599	0	0.189127767818885	0.240033864381003	0	2.34680531241032	E	E	E	E	E	E	M277T18	277.217342886042	1054.15816521978	[133][M]-	[M+Cl]- 242.248 [M-H]- 278.225	2050	NA	
M278.2207T17.6	c18acquity					-0.148523509559748	0.79459180242381	0	0.242361417740806	0.168682365711928	0	-0.342744047711211	0.480562224946938	0	0.205038143324709	0.318737201446989	0	2.15833805415274	E	E	E	E	E	E	M278T18	278.220748581525	1053.91323572493	[133][M+1]-		2050	NA	
M279.1602T13.9	c18acquity			4		0.0109601818672793	0.999861134479263	0	-0.152239097827406	0.188415563496711	0	0.0615317046902337	0.830752678702407	0	-0.198042695438923	0.0444588340886566	1	1.02186831917262	E	E	E	E	E	E	M279T14	279.16023998354	832.708891144092	[134][M]-		1232	NA	
M279.1966T14.4	c18acquity					0.66641059244119	0.480232947750222	0	-0.0871047277317594	0.953100460604971	0	0.994885686834023	0.145192844945278	0	-0.318636074737741	0.343647832836277	0	2.62117327908976	E	E	B	E	E	A	M279T14.1	279.196559837911	862.296693184584			1903	NA	
M279.2328T14.6	c18acquity			4		0.183079894160871	0.694068421336808	0	-0.493277010561	0.00130320456735624	1	-0.206555789624158	0.753804804723443	0	-0.735359794469424	0.000370655999238469	1	0.53713795815846	E	E	E	E	E	E	M279T15	279.232834134732	876.33857334945			52	NA	
M280.1639T13.9	c18acquity					-0.0146758388806703	0.972248560670953	0	-0.100657256341659	0.58806924025392	0	0.183202378250549	0.66947560026183	0	-0.166127360946977	0.313298028140851	0	1.58175070687942	E	E	E	E	E	E	M280T14	280.163860277915	832.99015684533	[134][M+1]-		1233	NA	
M280.8689T10.8	c18acquity					0.0217351724040515	0.945915415289216	0	0.0981358642082455	0.346443072750838	0	0.0681299588200215	0.874113498865626	0	0.0417155386391066	0.798424516997947	0	0.212986775213053	E	E	E	E	E	E	M281T11	280.868853274443	650.003649019602			86	NA	
M281.9562T1	c18acquity					-0.00094448583932305	0.988880921702719	0	-0.164336038374143	0.363344203922814	0	0.176705734503214	0.698006587981371	0	-0.0907816611011292	0.589674154548703	0	1.26956453138103	E	E	E	E	E	E	M282T1	281.956204698157	57.693807358275			1525	NA	
M282.242T18.2	c18acquity					-0.0193286856452932	0.996337640531102	0	0.207244475089473	0.38678883091564	0	-0.273582432804352	0.664780943689508	0	0.114740438289896	0.603273878184957	0	1.66766182228052	E	E	E	E	E	E	M282T18	282.242044878913	1090.33666063866	[135][M+3]-		625	NA	
M282.7779T0.9	c18acquity			4		0.167710177867528	0.480232947750222	0	-0.235653244949628	0.0225392801875544	1	0.109989492266717	0.66630674953977	0	-0.258328181826677	0.0109114252246463	1	0.843062049406547	E	E	E	E	E	E	M283T1	282.77785728979	52.2044378017729		[2M+Cl]- 123.904	33	NA	
M283.2552T19	c18acquity					-0.00904566824743114	0.972248560670953	0	-0.0817249415596581	0.49150792607313	0	-0.0528746139436365	0.874113498865626	0	0.00450652914840433	0.96571036924468	0	0.741910790987435	E	E	E	E	E	E	M283T19	283.255154669016	1141.47332325671	[136][M+2]-		93	NA	
M284.7748T0.9	c18acquity			4		-0.0394368731472241	0.880763540126892	0	-0.130397834742892	0.181256865745633	0	0.00280763485671365	0.966428044050675	0	-0.281280837366689	0.00544122345729951	1	0.0985807589606552	E	E	E	E	E	E	M285T1	284.774796245253	51.9862096116314		[2M-2H+K]- 123.904	33	NA	
M285T15_Hexadecanedioic.acid	c18acquity	Hexadecanedioic acid	CHEBI:73722	2	a,b	0.0971229163212133	0.813312400337013	0	0.304185087949707	0.0557265679218197	0	-0.0644554673349536	0.919458232741019	0	-0.170002757911107	0.314926892244601	0	0.352377534849536	E	E	E	E	E	E	M285T15	285.207173589953	878.249942646822		[M-H]- 286.211	51	NA	
M285.2493T17.8	c18acquity					-0.309986779682715	0.480232947750222	0	0.160036276452143	0.541736220812998	0	-0.0830548691947879	0.88454374358549	0	0.0975729088588899	0.61260917186239	0	0.872919347290976	E	E	E	E	E	E	M285T18	285.249274559786	1065.86952623832	[137][M+2]-		14	NA	
M285.2592T18.4	c18acquity			4		0.151446184380818	0.722579891693731	0	0.535752237827074	0.00686808642899736	1	-0.116693871736084	0.807364112118376	0	0.497064950967768	0.00713654272881939	1	0.84838526431636	E	E	E	E	E	E	M285T18.1	285.259169200307	1102.47906790409			1048	NA	
M285.9494T1	c18acquity					-0.133892724409586	0.915415559142722	0	-0.347183266156433	0.378164274056731	0	-0.326862096700685	0.807364112118376	0	-0.272564012970165	0.576400542838651	0	0.957192515594928	E	E	E	E	E	E	M286T1	285.949430805823	57.575722839269			1526	NA	
M286.7721T0.9	c18acquity			4		0.167552898238533	0.532372719128794	0	-0.22633064031888	0.0573108637699971	0	0.117217822228836	0.66630674953977	0	-0.21773604031868	0.0294453769509441	1	1.07843651363747	E	E	E	E	E	E	M287T1	286.772088760147	52.2044378017729		[3M-H]- 95.9302	33	NA	
M286.9572T0.7	c18acquity					0.0655001589758388	0.927799112545239	0	-0.0365040404098327	0.888016348873623	0	-0.0550241293656804	0.923111562090951	0	-0.02369812797461	0.925919297643532	0	0.298659545190011	E	E	E	E	E	E	M287T1.1	286.957171753285	42.9589521914546		[3M-H]- 95.9937 [3M-H]- 95.9937	90	NA	
M288.7693T0.9	c18acquity			4		0.0172288880519353	0.996337640531102	0	-0.165902569159593	0.165592515012568	0	-0.0523703339807859	0.909445599306008	0	-0.260351340615898	0.0169442054163453	1	0.312453610378514	E	E	E	E	E	E	M289T1	288.769329002174	52.2089221920483			33	NA	
M288.9653T0.9	c18acquity					0.0301355343216869	0.972248560670953	0	-0.0926873134981996	0.627847613916209	0	0.0273658374759833	0.92863002731409	0	-0.0970567121250578	0.429074443127707	0	0.23157921887312	E	E	E	E	E	E	M289T1.2	288.965286883984	53.4490529968948		[M+Cl]- 253.995 [M+Cl]- 253.995	33	NA	
M290.9625T0.9	c18acquity					0.0372088672318807	0.965908160552772	0	-0.0685476878890494	0.764932509813253	0	-0.00411142336543158	0.994082422725936	0	-0.0494520862673813	0.795787793283428	0	0.245714707938055	E	E	E	E	E	E	M291T1.1	290.962537372962	53.4459555429382		[M+Cl]- 255.991 [M+Cl]- 255.991	33	NA	
M291.1601T15	c18acquity					-0.0933186516674827	0.697279240114148	0	-0.116367863220407	0.239534378280177	0	-0.0884455190509854	0.709719874300184	0	-0.115703104506634	0.169240210769499	0	1.33687593967663	E	E	E	E	E	E	M291T15.3	291.160134659689	899.177093545404		[M+Cl]- 256.195	1946	NA	
M292.003T0.9	c18acquity			4		0.303063588905196	0.275922656429994	0	0.149966349163922	0.239534378280177	0	0.0901170218207596	0.826813661670665	0	0.371446680993557	0.00116917598638958	1	0.490000237098065	E	E	E	E	E	E	M292T1	292.003045379409	54.2587818391715			1527	NA	
M292.9299T0.7	c18acquity					0.335420254896645	0.381766647286093	0	0.0605180208431122	0.687013491860327	0	0.0238854794677774	0.973698250726107	0	0.0150751258602124	0.963156420734589	0	0.252241326035352	E	E	E	E	E	E	M293T1	292.929919267056	43.1322603434953		[M+Cl+NH3]- 240.932	90	NA	
M293.0759T0.9	c18acquity					-0.339013691336257	0.486263432009947	0	0.0347735693459352	0.98149311580715	0	-0.078786599617203	0.903232634700136	0	0.24215316943949	0.273198512919909	0	1.01379087274499	E	E	E	E	E	E	M293T1.1	293.075872046074	53.2439072961685	[141][M+1]-		33	NA	
M293.2121T14.9	c18acquity					0.398493280169726	0.802616757516786	0	-0.117141212785095	0.905616560002242	0	-0.230627981800094	0.890922369931398	0	-0.657992673192696	0.169240210769499	0	0.342784408386919	E	E	E	E	E	E	M293T15	293.212117426474	891.011672908908			1120	NA	
M293.2123T15.1	c18acquity					0.480567669705149	0.679486200427055	0	-0.15689267793452	0.837398428261857	0	0.110782402514984	0.919458232741019	0	-0.460208381002618	0.207743388251302	0	0.741235560379358	E	E	B	E	E	E	M293T15.1	293.21230468715	907.881395562858			68	NA	
M295.1551T14	c18acquity					0.0320714429887232	0.972248560670953	0	-0.223750419790557	0.0464867405264151	1	0.00340186134030773	0.976528203360806	0	-0.228106188423753	0.112938729579111	0	0.00308663314926904	E	E	E	E	E	E	M295T14	295.15510285532	842.735045360514	[143][M]-		1133	NA	
M295.1889T17.7	c18acquity					0.0991064749098953	0.854512692185822	0	-0.0901263238292795	0.675852338104776	0	-0.13325562787344	0.801005451933155	0	-0.273037440036072	0.0945385561610785	0	0.927696209819165	E	E	E	E	E	E	M295T18	295.18885973723	1061.32406673266			783	NA	
M295.228T16.2	c18acquity					-0.158344474429775	0.939964658706629	0	0.0562953504409354	0.953100460604971	0	-0.444138641956217	0.732349056948197	0	-0.145734074132866	0.810589851464343	0	0.861603008460414	E	E	E	E	E	E	M295T16.1	295.227972781268	972.788097996504			2243	NA	
M295.2641T19.6	c18acquity					0.167009036518865	0.767681406742915	0	0.0433634672881062	0.837245529524671	0	-0.194391583360416	0.761567776756487	0	-0.183476985352735	0.418018088356689	0	0.973653690664782	E	E	E	E	E	E	M295T20	295.264067778528	1177.49799746708			823	NA	
M296.1584T14	c18acquity					-0.00233890328390274	0.98924899352769	0	-0.0932240276562712	0.495590480976929	0	-0.06699581122	0.9165346949706	0	-0.233844660100377	0.130195535568611	0	0.911073932869553	E	E	E	E	E	E	M296T14	296.158354241941	842.650891475544	[143][M+1]-		1134	NA	
M297.153T20.2	c18acquity					0.0587181083082111	0.839784475374162	0	-0.0276688214363858	0.848020709995607	0	0.0643293746606126	0.801005451933155	0	-0.0737793192230836	0.414985144761443	0	0.820969499160964	E	E	E	E	E	E	M297T20	297.153018811603	1212.50655387242	[146][M]-		378	NA	
M297.2433T16.1	c18acquity					0.145250102652739	0.912905386669931	0	0.000666183922191976	0.988274365866143	0	0.196399861208247	0.814391099040676	0	-0.334195249783681	0.25224695773522	0	0.8509411265681	E	E	E	E	E	E	M297T16.2	297.243347631115	963.86267996523	[156][M]-		2161	NA	
M297.8834T0.9	c18acquity					0.0986491672151537	0.813517426346784	0	0.0444776824410429	0.776982623903044	0	0.249055736912258	0.374673199366478	0	-0.163757300276647	0.151928421712716	0	2.14766254486302	E	E	E	E	E	E	M298T1	297.883397742649	52.5255528458243		[M+Cl]- 262.914	33	NA	
M298.1563T20.2	c18acquity					0.0445375550088549	0.840277917412532	0	0.0129190769201148	0.878323118703661	0	0.0273804652477683	0.922385595662114	0	-0.0248994000174978	0.794277037782453	0	0.598324437157055	E	E	E	E	E	E	M298T20	298.156250498796	1212.55899107239	[146][M+1]-		373	NA	
M299.1499T20.2	c18acquity					-0.00244640019294273	0.996337640531102	0	0.0754247707098212	0.526235526911128	0	0.00281032018878058	0.987686216513029	0	-0.0332043077177655	0.787481686735796	0	0.07420996538335	E	E	E	E	E	E	M299T20.2	299.149903252771	1213.15785197203		[M+Cl]- 264.179	114	NA	
M299.2591T18.4	c18acquity					0.250809607384451	0.828778353204425	0	0.243247422478539	0.593676663267405	0	-0.167327565243573	0.890922369931398	0	-0.223197519109139	0.577461135454575	0	0.54736392512148	E	E	E	E	E	E	M299T18	299.259126927133	1101.86715365301			1050	NA	
M300.9741T0.8	c18acquity					-0.0662775087349008	0.802631627113684	0	-0.0709829233269215	0.479208015514403	0	-0.0591623039258931	0.87176339703029	0	-0.0298883362338263	0.829913514203305	0	0.760380768905429	E	E	E	E	E	E	M301T1	300.974093316199	48.2943350434009		[M-H+NaCOOH]- 233.994	18	NA	
M301.0426T1.2	c18acquity					0.0672001625405105	0.945915415289216	0	0.248417426469986	0.404108230223081	0	-0.161021869877999	0.842028958744456	0	0.158851882375968	0.540996518793707	0	0.71086565550851	E	E	E	E	E	E	M301T1.1	301.04256657532	71.0465275765932			8	NA	
M302.0099T1.2	c18acquity					0.0721307034615446	0.921876170343687	0	0.0126280463826571	0.953100460604971	0	0.0024792020705906	0.993929316158646	0	-0.0156923992501987	0.957955768290508	0	0.252600809028645	E	E	E	E	E	E	M302T1	302.009942530323	69.965240389137			2105	NA	
M303.233T14.6	c18acquity			4		0.039117265340666	0.994242343696196	0	-0.431030454900544	0.0019809880669607	1	0.06961524056738	0.826813661670665	0	-0.449230860770188	0.000537217144048084	1	0.681984399297361	E	E	E	E	E	E	M303T15	303.233014792406	878.148316303308			51	NA	
M303.233T17.8	c18acquity					-0.00621032459851811	0.996337640531102	0	-0.00625379847162044	0.990620337642445	0	-0.277603690069265	0.701415597565048	0	-0.368020995449815	0.150814628286059	0	1.68597452527845	E	E	E	E	E	E	M303T18	303.233022448458	1068.3632920789	[159][M]-	[M-H]- 304.239	534	NA	
M304.2364T17.8	c18acquity					0.047862314129457	0.972248560670953	0	-0.135897397760244	0.631735922743682	0	-0.30722256216716	0.66630674953977	0	-0.273585003252236	0.305345979480547	0	1.74800797921847	E	E	E	E	E	E	M304T18.1	304.236352230779	1068.54819835063	[159][M+1]-		534	NA	
M304.2366T18.2	c18acquity			4		-0.361891626468136	0.73881638143059	0	0.729637426431323	0.0374090111207762	1	-0.253097975937347	0.684756167810397	0	0.701379211789162	0.00578260081812674	1	1.28620531362955	E	E	E	E	E	E	M304T18.2	304.236603676652	1091.05606997489	[160][M+1]-		628	NA	
M305.2486T18.5	c18acquity					-0.225327244128943	0.655034468329351	0	-0.0297244556677505	0.873340486334721	0	-0.212552059689262	0.66630674953977	0	0.0246961639884251	0.888626703289876	0	1.90378153056128	E	E	E	E	E	E	M305T18.2	305.248618101065	1108.04032743686	[166][M]-		516	NA	
M305.9121T0.7	c18acquity					0.0993644033673569	0.713043446254809	0	-0.0526755229592215	0.704149291035628	0	0.0545814727873477	0.869254598395605	0	-0.171357009391388	0.109050891928487	0	0.868914650824226	E	E	E	E	E	E	M306T1	305.912095392247	42.0505222227545	[163][M+1]-		1413	NA	
M306.2522T18.5	c18acquity					-0.20516303873176	0.685659833040472	0	0.0254840694422445	0.976136399992649	0	-0.185994677229903	0.740758405346223	0	0.104363743109689	0.603809429544389	0	1.7110140565106	E	E	E	E	E	E	M306T18	306.252189327842	1108.04032743686	[166][M+1]-		517	NA	
M306.908T0.7	c18acquity					0.0413546184871283	0.949063419988798	0	-0.0404185176348211	0.843790348035556	0	-0.17122717552175	0.654002778986784	0	-0.224581882246987	0.0824611139183559	0	1.28113258695638	E	E	E	E	E	E	M307T1	306.908046481739	42.0531295902803	[163][M+2]-		90	NA	
M307.0338T1.2	c18acquity					-0.407070334632706	0.125857117098067	0	-0.245111724032096	0.0831333261920148	0	-0.177960809929825	0.66630674953977	0	-0.0573755529345501	0.773657528302806	0	1.57521939656395	E	E	E	E	E	E	M307T1.1	307.033825354605	71.6107451207034			8	NA	
M307.2643T19.2	c18acquity					0.117482158691526	0.828778353204425	0	0.18348184484133	0.372240846925344	0	-0.257293928376042	0.592388263513736	0	0.0199071263536705	0.906229717842568	0	1.91744850984956	E	E	E	E	E	E	M307T19	307.264307415714	1152.71506973939	[168][M]-		779	NA	
M307.2643T19.4	c18acquity					0.111444480949528	0.906895845271742	0	-0.0551160062891132	0.887061580763699	0	-0.174925501467591	0.739120290773696	0	-0.126430177805069	0.527472790416926	0	1.68120854971429	E	E	E	E	E	E	M307T19.1	307.264338609874	1164.96277726977			780	NA	
M307.9153T0.9	c18acquity					0.109907670673403	0.839784475374162	0	0.154979177515198	0.471381811433698	0	-0.00354827648572886	0.976528203360806	0	0.243222086010846	0.125477781635493	0	0.0903521423600045	E	E	E	E	E	E	M308T1	307.915272752942	53.4343650933569		[M-H+HCOOH]- 262.914	33	NA	
M308.0987T1	c18acquity					-0.0238076237469578	0.988238572868581	0	0.0760501938365881	0.804631713831452	0	0.225597543266581	0.66630674953977	0	0.0314682122385594	0.933513895919113	0	1.7172197003597	E	E	E	E	E	E	M308T1.1	308.098721208234	57.844609977862		[M-H]- 309.106	105	NA	
M308.2676T19.2	c18acquity					0.130745689617516	0.845870200710721	0	-0.153622771228148	0.547069713585767	0	0.0874290750391111	0.881000244096902	0	-0.0618266758432746	0.763073006707443	0	0.0983481959964847	E	E	E	E	E	E	M308T19.1	308.267609259172	1152.40278925978	[168][M+1]-		781	NA	
M313.2385T15.9	c18acquity					0.273854428264514	0.480232947750222	0	0.227829793424101	0.191649092753001	0	0.160557208316465	0.739183584570675	0	0.0586219317286147	0.790510506674701	0	1.28188646410158	E	E	E	E	E	E	M313T16	313.238532325043	955.79783185338			325	NA	
M315.233T17.7	c18acquity					-0.131180819571357	0.847372739405374	0	0.121576964557471	0.659309428069403	0	-0.235774249479606	0.683231495746571	0	0.155420742565271	0.485484396146355	0	1.73459882326097	E	E	E	E	E	E	M315T18	315.23297149475	1064.18093371581			786	NA	
M316.9479T0.8	c18acquity					-0.00041961024408721	0.988880921702719	0	-0.0379244624220014	0.404056154175294	0	0.0164097056812125	0.892256506756108	0	-0.0284817813443645	0.504019520657707	0	0.99212207720284	E	E	E	E	E	E	M317T1	316.947896077397	48.2209180615112	[187][M]-	[M-H-CH4]- 333.991 [M-H-CH4]- 333.991	18	NA	
M318.9523T0.8	c18acquity					-0.036926446679157	0.83847704010067	0	-0.0138925867124442	0.837245529524671	0	0.0422575267718841	0.814391099040676	0	0.0399236009689012	0.53555922441066	0	1.17372138468078	E	E	E	E	E	E	M319T1	318.952281329897	48.2425518754511	[187][M+2]-		18	NA	
M321.0439T10.7	c18acquity			4		0.828281046223289	0.451943141895547	0	-1.03264691635825	0.0187401025959073	1	0.192939928898433	0.858911361458417	0	-0.983432411421179	0.00731263607029843	1	0.337608656704957	E	E	E	E	E	E	M321T11	321.043904930827	643.73743081995			2164	NA	
M321.1471T12.5	c18acquity			4		-0.0631266303437048	0.949063419988798	0	1.61377777553387	6.86281291032812e-09	1	0.158253591768611	0.890922369931398	0	1.59694195392091	6.48307230769677e-08	1	0.451096243823788	E	E	E	E	E	E	M321T12	321.147149469612	749.27742087951			257	NA	
M321.2435T16.5	c18acquity					0.272468625591939	0.826210648827747	0	0.555220528909501	0.238528005347173	0	0.208936684621458	0.862161235531367	0	0.050009701006319	0.929356614125729	0	0.573809398532808	E	E	E	E	E	E	M321T16.2	321.24352358752	989.461914567198			1437	NA	
M322.2083T17.9	c18acquity			4		0.193994329871124	0.828778353204425	0	-0.221911768345258	0.495590480976929	0	-0.0888123609965401	0.943546200182782	0	-0.671707852720374	0.0127225732018713	1	0.793380882627294	E	E	E	E	E	E	M322T18	322.208326144557	1074.50799053729	[192][M+1]-		534	NA	
M324T1_N.Glycolylneuraminic.acid	c18acquity	N-Glycolylneuraminic acid	CHEBI:62084	2	a,b	0.0402496580773857	0.977964372596089	0	-0.148841039813371	0.61795923230742	0	0.169206706732897	0.78253606971623	0	-0.285685717853426	0.178813580981588	0	0.670890961376728	E	E	E	E	E	E	M324T1	324.093683144273	55.5990100029352		[M-H]- 325.098	105	NA	
M325.2174T17.3	c18acquity					-0.259565266730975	0.713043446254809	0	-0.205531068077088	0.486150584258689	0	-0.170622690163981	0.834318094582561	0	-0.0131839302792738	0.98347838559364	0	1.2166166102765	E	E	E	E	E	E	M325T17	325.217438996472	1035.02435597089			1517	NA	
M326.7594T0.9	c18acquity					-0.0172557334041592	0.964984088030165	0	0.0319251088924641	0.751108260539727	0	-0.0961344259399279	0.611532030244764	0	0.0510636360593359	0.48673383753298	0	1.80528869444278	E	E	E	E	E	E	M327T1	326.759376470022	51.7058693422786			33	NA	
M327.1267T17.7	c18acquity					0.14169561899452	0.932043685537203	0	-0.140362635854414	0.774224896290449	0	-0.0922431924863361	0.943546200182782	0	-0.574257634825383	0.0578006213242887	0	0.519549470592123	E	E	E	E	E	E	M327T18	327.126693188558	1060.94205761941			28	NA	
M327.2328T14.6	c18acquity			4		-0.0645185016105234	0.811888824833177	0	-0.550488238172569	0.000209338009040971	1	-0.0273804760917464	0.987686216513029	0	-0.566427882093857	6.73624559449959e-05	1	0.0573409579869436	E	E	E	E	E	E	M327T15	327.232821095204	875.682510952308			1009	NA	
M327.9213T0.9	c18acquity					-0.0795251183177541	0.945915415289216	0	0.394051326283337	0.0268181311235624	1	-0.0110439587901432	0.976528203360806	0	0.0442204120179124	0.818577627953931	0	0.0446896542777431	E	E	E	E	E	E	M328T1	327.921305232962	54.6400927144662		[M-2H+Na]- 306.944	105	NA	
M328.7566T0.9	c18acquity					-0.0321683944546791	0.911108980229187	0	0.00908333977195674	0.953672564280404	0	-0.093265844992473	0.542507263493053	0	0.022183585577082	0.731974112741226	0	2.20685472378951	E	E	E	E	E	E	M329T1	328.75657275294	51.7483215346906		[2M-2H+Na]- 153.889	33	NA	
M330.2424T17.8	c18acquity					-0.308755128198182	0.65128544559132	0	0.347737946062825	0.212358175251241	0	-0.2041346487811	0.77152008244067	0	0.456905785052673	0.0591833287345073	0	1.38636700903158	E	E	E	E	E	E	M330T18	330.242360133196	1066.43273387692	[203][M+3]-		14	NA	
M330.7535T0.9	c18acquity					0.0027538278692365	0.996337640531102	0	0.0025487693297368	0.987650005461011	0	-0.0961392134259018	0.664780943689508	0	0.0691487306859671	0.377869949592808	0	1.54573416258499	E	E	E	E	E	E	M331T1	330.753530430039	51.8081153346649			33	NA	
M331.9541T0.9	c18acquity					0.0686375714367937	0.913431382771301	0	-0.0478665584015712	0.832548346293568	0	-0.0380778746726111	0.903232634700136	0	0.173387354080853	0.111110483520862	0	0.479925186401312	E	E	E	E	E	E	M332T1	331.954051834589	53.4029676128942	[206][M+1]-		33	NA	
M332.0199T9.9	c18acquity					0.075068232197232	0.921876170343687	0	0.383700951602892	0.13427794571083	0	0.0523660412438307	0.96472402393498	0	0.260068328355027	0.38475139423864	0	0.223036009232765	E	E	E	E	E	E	M332T10	332.019927701237	595.916358103321			107	NA	
M332.268T18.8	c18acquity					0.271001636736496	0.283272800893739	0	0.328008804729937	0.00929333244049819	1	0.111037032036881	0.821188961619608	0	0.260906196573826	0.0708256762746111	0	0.491178230831086	E	E	E	E	E	E	M332T19	332.268037381231	1125.23811740573	[208][M+1]-		926	NA	
M332.9219T0.8	c18acquity			4		0.0147331856154196	0.996337640531102	0	-0.151896946824785	0.077223819427593	0	0.0981610057280591	0.66947560026183	0	-0.217623127652711	0.0171999585778379	1	1.38095651807518	E	E	E	E	E	E	M333T1.1	332.921891748358	48.2209180615112	[209][M]-		18	NA	
M333.2799T19.6	c18acquity					0.0977366836377964	0.889501669248205	0	0.303383211582105	0.23508361593167	0	-0.281028526244315	0.654002778986784	0	0.217775915206195	0.326962636422974	0	1.67294486558973	E	E	E	E	E	E	M333T20	333.27990038915	1174.54474735708			824	NA	
M333.9507T0.9	c18acquity			4		-0.0917624461897564	0.839784475374162	0	-0.071540868227542	0.674061744943204	0	-0.0322465190731371	0.923111562090951	0	0.308790044975911	0.0221942911004121	1	0.147300545637487	E	E	E	E	E	E	M334T1.1	333.950671481607	53.3575500468724	[206][M+3]-		33	NA	
M335.0449T0.8	c18acquity					0.061045010188284	0.935991306085587	0	-0.0697432060339924	0.736280965882152	0	0.301652092733701	0.374673199366478	0	-0.0100578691936413	0.913503984034697	0	2.42530122467474	E	E	E	E	E	E	M335T1.3	335.044856021847	46.9579901272046		[M-H-CH2]- 350.068	18	NA	
M335.2228T14.9	c18acquity					0.125751438100252	0.93682643029555	0	-0.00301510375569336	0.992556698833958	0	0.380536456138557	0.66630674953977	0	-0.244032362896915	0.461211727623217	0	1.15235522906624	E	E	E	E	E	E	M335T15	335.222776614503	896.39203671624			26	NA	
M336.9413T0.9	c18acquity					-0.0452981361244671	0.949063419988798	0	0.0933183961097193	0.618613200113228	0	-0.0337263879657446	0.923517033664289	0	0.217396196211626	0.143545867608943	0	0.205249095243217	E	E	E	E	E	E	M337T1.1	336.941303275961	53.379225329309		[M+Cl+NH3]- 284.947	33	NA	
M339.2T15.2	c18acquity					-0.0762773694810175	0.727924698081555	0	-0.000420169360271672	0.964573758764052	0	-0.0417268721539283	0.874113498865626	0	0.00753660805783163	0.935420442237284	0	0.809049551113133	E	E	E	E	E	E	M339T15.7	339.200046252253	910.558725277452			1221	NA	
M339.9144T1	c18acquity					0.148053049205661	0.791447604470842	0	-0.281546428718308	0.0885228193530927	0	0.283272286933023	0.379246657271895	0	-0.0232606070078027	0.83697177232169	0	2.40356359749606	E	E	E	E	E	E	M340T1	339.914351368853	57.7662772171594			1531	NA	
M341.8972T0.9	c18acquity					0.0433274642470725	0.93682643029555	0	-0.00495876427099162	0.992974349706186	0	0.0440907808935087	0.923111562090951	0	0.0171505401245788	0.935420442237284	0	0.184310117629584	E	E	E	E	E	E	M342T1	341.897219577559	53.4930255937103			844	NA	
M341.9117T1	c18acquity					0.0695542335964063	0.935664990862925	0	-0.266590647935915	0.0548474887855041	0	0.227511081383588	0.43491992325022	0	-0.174300660577051	0.131363288110033	0	2.01119897733312	E	E	E	E	E	E	M342T1.1	341.911653840879	57.859106348317		[M+Cl]- 306.944	105	NA	
M342.7335T0.9	c18acquity			4		0.170531307019155	0.676563666215736	0	-0.200479926611578	0.216377945254775	0	0.127526194310411	0.66630674953977	0	-0.436821632389872	0.000370655999238469	1	0.792499004926351	E	E	E	E	E	E	M343T1	342.733514822579	52.2262775774227		[2M+Cl]- 153.889	33	NA	
