variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	SPLE	BLK	isotopes	adduct	pcgroup	fold	tstat	pvalue	BiH_Pool_Compounds_QToff_CF_Neg.txt_(MzDelta_Query-Bank(0.005Da)#MzBank#RtQuery#RtDelta_Query-Bank(0.2min.)#RtBank#G#N#compound#composition#exact mass#[(M+H)]+#[(M-H)]-#Masse#Neg Delta ppm#TR)	BiH_AcideAmine_Frag_QTof_CF_Neg.txt_(MzDelta_Query-Bank(0.005Da)#MzBank#RtQuery#RtDelta_Query-Bank(0.2min.)#RtBank#names#M#composition M-H#Masse [M-H]- Th##Masse exp#Tr#Delta Neg ppm)	name	chebi_id	hmdb_id	kegg_id	id_comment	annot_level	annot_confidence
M213.0857T0.8	M213T1.3	213.0856636	213.0854192	213.0859682	0.771669678	0.76756104	0.787988071	34	34	0	[91][M]-	[M+Cl+NaCOOH]- 110.13	139	375.5663462	-32.04102743	0								4	
M213.1495T12.8	M213T13.1	213.1494939	213.1487413	213.1501455	12.77286686	12.51865564	12.90938832	17	11	0			1033	3.01248621	-10.25163593	0.00068897									
M213.1496T14.1	M213T14	213.1495594	213.1490233	213.1501741	14.11331122	14.1038822	14.12728024	9	9	0			2199	1.302332913	-1.089653036	0.38482393									
M213.1497T13.4	M213T13	213.1496672	213.1487519	213.1502129	13.42589337	13.28913192	13.44335594	44	33	0			78	5.874547683	-7.735359053	3.01E-10									
M213.186T17	M213T17	213.1860075	213.1852294	213.1869802	17.03728832	17.02753853	17.05676358	13	13	0			859	1.719810212	-6.074127641	0.002487155									
M213.1863T16.8	M213T17.1	213.1863008	213.1858448	213.1867277	16.80369702	16.78286995	16.82989738	7	7	0			19	2.2301245	-11.17204541	2.78E-11									
M213.8731T25.2_1	M214T25	213.8730642	213.8725634	213.8738908	25.24069246	25.17053527	25.30928761	9	6	2		[M-H+HCOOH]- 168.882	99	1.204408579	2.632491877	0.098160413									
M213.8887T25.2_2	M214T25.1	213.8887013	213.8881248	213.8895573	25.22533369	25.20722603	25.2605418	26	25	1		[M-H+HCOOH]- 168.882	99	1.097841815	2.079453732	0.115956274									
M213.8892T1.2	M214T1	213.8891973	213.8884756	213.8898915	1.242566944	1.091742273	1.410468319	52	50	0			113	25.55379418	-30.36362136	4.77E-12									
M213.9116T24.5	M214T25.2	213.9116066	213.9110681	213.9120219	24.50570957	24.40166646	24.55642023	7	7	0	[90][M+1]-		971	1.148913427	1.324448517	0.299576505									
M213.9985T8.7	M214T9	213.9984858	213.9977706	213.9990318	8.652476972	8.581849358	8.706893859	50	49	0	[89][M+2]-		1082	199.661859	-13.91951752	0									
M214.0487T0.9	M214T1.1	214.0487151	214.0482121	214.0493885	0.873337612	0.866419745	1.061190218	44	43	0		[M-H]- 215.051	33	87.68640734	-24.2801802	0								4	
M214.089T0.8	M214T1.2	214.0890015	214.0882114	214.089256	0.774886363	0.76756104	0.787957638	23	23	0	[91][M+1]-		139	159.1434066	-25.54097989	0								4	
M214.1449T10.2	M214T10	214.1448953	214.1444965	214.1454305	10.2238292	10.21162495	10.23845814	46	46	0	[92][M]-		1727	512.6279502	-38.5640319	0									
M214.8363T0.9	M215T1	214.8363285	214.8359005	214.8366942	0.873874914	0.868540351	0.886627077	52	52	0		[3M+2Cl]2- 119.911	33	Inf	-63.84220629	0									
M214.88T25.2	M215T25	214.8799758	214.8792753	214.8803942	25.21704065	25.2061404	25.22986031	53	51	2		[M-H]- 215.89	99	1.244309927	-4.601095392	0.003184597									
M214.8839T0.9	M215T1.1	214.8839328	214.8833092	214.8844715	0.904341179	0.88725664	1.037881125	54	47	0		[M+Cl+NH3]- 162.884 [M+Cl]- 179.912	105	22.00830021	-11.93119561	2.22E-16									
M215.0018T8.6	M215T9	215.0018204	215.0014597	215.0024691	8.633044511	8.564754581	8.696152293	12	12	0	[89][M+3]-		60	12.90164835	-13.27465896	2.54E-10								4	
M215.0327T1.2	M215T1.3	215.0327434	215.0321272	215.0333186	1.224111946	1.207931259	1.238858402	32	32	0			1580	4996.272349	-33.26827999	0									
M215.0328T0.9	M215T1.2	215.0327861	215.0325582	215.0330037	0.890136937	0.881266059	0.897609231	52	52	0	[93][M]-	[M+Cl]- 180.063	33	4382.678636	-57.33865192	0								4	
M215.1288T10.2_1	M215T10	215.1288374	215.128441	215.1295535	10.22819823	10.21639788	10.24445989	34	34	0	[92][M+1]-		1722	33.42765568	-14.62667502	0									
M215.129T11.4	M215T11	215.1289647	215.1282709	215.1303609	11.37320228	11.35507322	11.58834633	56	49	3			274	1.114199664	-1.199356801	0.318143811									
M215.1482T10.2_2	M215T10.1	215.1481701	215.1478771	215.1485976	10.22505247	10.21162495	10.23809703	18	18	0			1726	58.11538462	-33.28536852	0									
M215T14_DL.beta.Hydroxylauric.ac.	M215T14	215.1651963	215.1646162	215.1657814	14.0495186	14.037864	14.06351751	50	50	0		[M-H-C2H4]- 244.204	65	8.632063729	-11.14976034	2.66E-15	0.000063692584#215.16526#0.019518595451#14.03#68#1219#DL-beta-Hydroxylauric acid#C12H24O3#216.17254#217.17982#215.16526#215.1653#-0.185903617#14.03		DL-beta-Hydroxylauric acid	CHEBI:36206	HMDB0000387		S-form	2	a,b
M215.1652T14.6	M215T15	215.1651965	215.1645516	215.1658654	14.59758204	14.58432724	14.61141036	51	51	0		[M-H]- 216.177	52	4.416189871	-22.66512832	1.49E-06									
M215.1653T12.3	M215T12	215.1652777	215.1645818	215.1666593	12.28658885	12.27003118	12.3111133	28	25	3			279	1.123830687	1.117576487	0.312332706									
M215.1654T13	M215T13	215.1653541	215.1648538	215.166136	13.02349129	13.00835666	13.03489329	32	32	0			1916	1.456860461	-5.566696616	0.00014213									
M215.8461T25.3	M216T25	215.8460824	215.8455799	215.8462557	25.31332294	25.29675119	25.32693735	3	2	1			1316	1.316670289	1.566472618	0.254453716									
M215.8682T25.8	M216T26	215.8681603	215.8672687	215.8690066	25.83558633	25.70269019	25.91068623	10	9	0			145	1.368912608	-10.01465021	1.25E-07									
M215.8685T25.3	M216T25.1	215.8685065	215.8678136	215.86886	25.26110755	24.97948102	25.29239389	79	52	3		[M-H-CH2]- 230.904	1318	1.444761585	10.68573772	0.000193894									
M215.8858T25.2	M216T25.2	215.8858083	215.8850815	215.8867065	25.22374812	25.20558228	25.2368014	22	21	1			99	1.351522797	0.572807254	0.6217063									
M215.8863T1.2	M216T1	215.8862824	215.8855875	215.8870287	1.242742586	1.228817872	1.2553193	24	24	0			113	11.35096154	-30.73201204	0									
M216.0362T0.9	M216T1.1	216.0362453	216.0360201	216.0365089	0.890305719	0.881930815	0.898089243	52	52	0	[93][M+1]-		33	432.1813642	-56.46427814	0									
M216.8534T18.6	M217T19.1	216.8533836	216.8531758	216.8538413	18.63902064	18.54990656	18.70419607	5	2	2			273	1.666917316	3.05841451	0.076912654									
M216.8534T19.8	M217T20	216.8534395	216.8533084	216.8537672	19.80315578	19.71117431	19.84216156	5	3	2			262	1.637103056	8.426654087	0.001810996									
M216.8535T20	M217T20.1	216.8534511	216.8533208	216.8536913	20.00876843	19.94007496	20.0434179	4	1	3			702	1.804012598	2.914974893	0.09540106									
M216.8535T17.2	M217T17.2	216.8535328	216.8532754	216.854178	17.24370578	17.13775772	17.46256489	8	2	3			104	1.519691295	5.849414669	0.01585972									
M216.8535T17	M217T17.1	216.8535483	216.8532226	216.8536089	16.9706327	16.95367386	17.00339165	4	2	2			861	1.620145947	11.12744226	0.000526514									
M216.8536T19.5	M217T20.2	216.8535501	216.853439	216.8538333	19.5117779	19.49455744	19.54346074	3	1	2			1896	1.780129445	9.279661359	0.001577411									
M216.8536T25.3	M217T25	216.8535552	216.8532378	216.8540482	25.3090777	25.28129172	25.36262212	29	29	0		[M-H]- 217.861	83	1.088207703	2.118016892	0.135887904									
M216.8536T11.9	M217T12.2	216.8535669	216.8534754	216.8539663	11.9427536	11.80734012	11.97736982	5	0	3			280	3.881759853	17.22668005	0.000834619									
M216.8536T17.8	M217T18	216.8535689	216.8529037	216.8540189	17.80434491	17.62286145	18.06967957	11	5	3			14	1.282553857	3.191638889	0.048291785									
M216.8536T12.8	M217T13	216.8536489	216.8533157	216.8540034	12.76681302	12.5974409	13.14200075	31	15	3			1028	1.583044226	13.13075628	1.36E-11									
M216.8537T10.8	M217T11	216.853664	216.8533769	216.8542854	10.83950097	10.82750818	10.91422037	7	6	1			1364	1.284378429	-1.866036735	0.189712689									
M216.8537T11.5	M217T12	216.8536693	216.8533437	216.8543425	11.5340248	11.4113666	11.60225133	23	19	3			480	1.521719813	4.717973209	0.02310161									
M216.8537T8.4	M217T8	216.8536722	216.8533559	216.8542318	8.376481668	8.35510804	8.389937313	16	16	0			136	48.03026482	-12.2953891	0									
M216.8537T16.2	M217T16.1	216.8536876	216.853292	216.8539365	16.16512612	16.02620478	16.28306048	12	4	3			1281	1.573471129	7.673543798	0.007373795									
M216.8537T18.9	M217T19	216.8537127	216.8531157	216.8541621	18.94205037	18.7791363	19.32357742	37	22	3			418	2.308279542	6.775166791	0.012857334									
M216.8537T16.6	M217T17	216.853718	216.8529828	216.8542976	16.63204496	16.4027044	16.75344058	23	14	3			1415	1.571293092	12.62092283	8.93E-05									
M216.8537T14.6	M217T15	216.8537199	216.8532671	216.8540561	14.59243616	14.16827234	14.69425007	75	51	3			1000	1.947974987	10.95130897	0.004340596									
M216.8537T14	M217T14	216.8537221	216.8532648	216.8539611	13.9603644	13.75690931	14.05212712	9	4	3			1885	2.099656526	27.22257019	2.10E-07									
M216.8537T15.5	M217T15.2	216.8537374	216.8533732	216.8540376	15.46883981	15.29163246	15.51386555	33	28	2			1252	1.934774534	9.678625123	0.007641405									
M216.8537T15.1	M217T15.1	216.8537436	216.853319	216.8541219	15.1070298	15.01813379	15.22749396	45	39	3			1203	1.939933274	33.51383886	0									
M216.8538T9.9	M217T10	216.8537537	216.8533197	216.8541952	9.939434604	9.907626948	9.963175252	22	22	0		[M-H-C2H4]- 245.897	107	33.86042464	-15.83123732	0									
M216.8538T14.9	M217T15.3	216.8537633	216.8533717	216.8540396	14.86452848	14.74467279	14.90855806	27	22	2			1118	2.131102196	35.23218675	2.89E-07									
M216.8538T15.8	M217T16	216.853776	216.8532135	216.8541049	15.76455308	15.6034086	15.9241106	31	21	3			2212	1.868411165	5.575289257	0.027809355									
M216.8538T12.2	M217T12.1	216.8538072	216.853421	216.854203	12.20515505	12.06370773	12.33714005	11	5	3			92	2.707572805	15.71982515	1.22E-06									
M216.8539T13.5	M217T14.1	216.853862	216.8533894	216.8538841	13.51856115	13.43057677	13.60854599	5	1	3			2221	2.406152219	23.83235525	5.33E-05									
M216.8539T12.4	M217T12.3	216.8538944	216.8534418	216.8539697	12.4397508	12.42259364	12.46156772	3	0	3			87	3.289690853	28.14053835	5.93E-06									
M216.8796T24.8	M217T25.1	216.8796232	216.8788898	216.8801772	24.82841693	24.80929107	24.83916196	31	30	1			101	1.29916586	-8.12420684	2.21E-10									
M216.9687T0.7	M217T1	216.9687477	216.9680677	216.9691187	0.717798994	0.702804361	0.718871006	6	6	0			90	7.355413105	-19.78459351	7.36E-07									
M217.0177T7.5	M217T8.1	217.0177343	217.0171327	217.0187518	7.538066701	7.521151393	7.552933266	12	12	0			32	84.0525641	-21.91675046	0								4	
M217.0299T0.9	M217T1.1	217.0299426	217.0296898	217.030133	0.890136937	0.881266059	0.897609231	52	52	0	[93][M+2]-		33	2783.097158	-56.56358046	0									
M217.8538T15.1	M218T15	217.8538421	217.8537537	217.8545241	15.12837896	15.09674372	15.14202457	7	7	0			1204	2.061587419	10.21285998	0.006324795									
M217.8541T13.9	M218T14	217.8540845	217.853799	217.8549502	13.91626411	13.53042322	14.14168232	25	9	0			150	2.205080353	15.95078528	0.000922105									
M217.8542T14.3	M218T14.1	217.8542403	217.8539538	217.8551859	14.27895344	14.17895395	14.43653788	12	7	0			304	2.007920547	18.47390637	1.99E-05									
M217.8652T25.3	M218T25	217.8651771	217.8612243	217.8657855	25.25703037	24.99346583	25.29239389	68	52	3			256	1.289286009	10.82498994	1.00E-11									
M217.9007T0.7	M218T1	217.9007196	217.8999498	217.9011417	0.716694003	0.700972102	0.725402337	8	8	0		[3M-2H]2- 145.932	90	3.157692308	-10.04083191	0.00163655								4	
M217.9009T20.4	M218T20.1	217.9009111	217.9006314	217.901665	20.39006111	20.35603701	20.43042291	7	7	0			794	1.436693315	5.703635988	0.012508035									
M217.901T20.1	M218T20	217.9009682	217.9005449	217.9015937	20.0523387	19.76659587	20.17214529	41	30	0			259	1.252533824	-1.595287313	0.247552908									
M217.901T19.3	M218T19	217.9010394	217.9005354	217.9012851	19.31776312	19.25417677	19.36757992	6	6	0			757	1.282805215	2.295711263	0.140802278									
M218.0334T0.9	M218T1.1	218.0333909	218.0330669	218.0337073	0.890224414	0.881266059	0.897609231	51	51	0	[93][M+3]-		33	111.2203019	-49.7133139	0								4	
M218.8534T14.8	M219T15.2	218.8533507	218.8531726	218.8537808	14.84447626	14.80082602	14.89666174	6	5	1			1114	1.711472412	18.98987219	9.38E-05									
M218.8534T24.8_1	M219T25	218.8533685	218.8530687	218.8536444	24.82123846	24.80177826	24.87843935	6	6	0			101	1.275967945	6.04200922	7.83E-05									
M218.8535T14.6	M219T15.1	218.8534609	218.8531572	218.8540241	14.5775977	14.54637264	14.61474159	6	6	0			1006	1.878323244	13.21791564	0.002530785									
M218.8535T15.5	M219T15	218.8535305	218.8530685	218.8538716	15.47588617	15.38249299	15.50254945	12	11	0			1253	1.625282092	6.293305806	0.020023205									
M218.8536T16.7	M219T17	218.8536121	218.8533033	218.8540083	16.72630099	16.58928793	16.7603141	12	12	0			1083	1.272733704	4.985727893	0.012260605									
M218.8538T15.8	M219T16	218.853784	218.8533402	218.8539295	15.77685375	15.68651009	15.9239739	7	7	0			2213	1.393327022	10.50071175	0.000350894									
M218.8753T24.8_2	M219T25.1	218.8753179	218.8748405	218.8757929	24.82204065	24.80999891	24.84101339	16	16	0			101	1.434685473	6.214228528	0.004166548									
M218.9238T24.9	M219T25.4	218.9237783	218.9230645	218.924132	24.88992778	24.86722532	25.02568068	25	20	3			100	1.267760802	7.589636018	0.003666299									
M218.9238T25.2	M219T25.2	218.9237801	218.9232067	218.9244667	25.17113559	25.15403182	25.18978562	41	38	3			122	1.048090241	-0.719241787	0.527199121									
M218.9239T24.7	M219T25.3	218.9238613	218.9231753	218.9243341	24.69374915	24.66589423	24.81677496	40	38	1			804	1.020017994	-0.285309481	0.795801927									
M218.9823T0.7	M219T1	218.9823323	218.9815621	218.9830982	0.720760298	0.702587024	0.736437294	48	48	0			90	4.53781185	-16.13961511	0.000105578									
M219.0346T0.9	M219T1.1	219.0345946	219.0338671	219.0353841	0.889251149	0.880048616	0.902910454	25	25	0	[93][M+4]-		33	13.75778281	-20.80008723	3.63E-05									
M219.8626T25.2	M220T25	219.8625533	219.8619842	219.8636579	25.20213339	25.15712635	25.3578604	41	32	3		[M-2H+Na]- 198.894	99	1.172990924	1.909015594	0.172594227									
M219.8666T0.9	M220T1	219.8666126	219.8662594	219.8669932	0.920829863	0.914611508	0.925546746	10	10	0			105	34.53290598	-28.43359821	0									
M220.0324T1	M220T1.1	220.0323697	220.0317536	220.0326635	0.975479748	0.966297116	0.992974363	7	7	0			105	27.75569801	-17.17264003	3.03E-09									
M220.8484T13.7	M221T14.1	220.8483531	220.8483531	220.8483531	13.73802533	13.73802533	13.73802533	1	0	1			1881	1.909538984	6.346541923	0.018306246									
M220.8488T13.6	M221T14	220.848849	220.848849	220.848849	13.55012942	13.55012942	13.55012942	1	0	1			1563	1.922631664	8.493958541	0.006730493									
M220.849T15.9	M221T16	220.8490299	220.8488475	220.8499805	15.94776786	15.9239739	16.09230785	8	6	0			325	1.186527112	3.731917228	0.039236025									
M220.9129T24.9	M221T25	220.9129359	220.9121281	220.9142647	24.92017746	24.89683349	24.99281423	55	50	3		[M+2Cl]2- 371.88 [M-H+Cl]2- 407.856	130	1.04228881	0.568145044	0.616938107									
M221.1181T22.9	M221T23	221.118062	221.1172665	221.1189303	22.8987645	22.67529083	23.13929121	18	7	0			211	1.481739257	-6.298940711	0.006709164									
M221.1183T12.8	M221T13	221.1182555	221.1175556	221.1189188	12.8317785	12.81344248	12.86058652	12	12	0			1922	1.19416725	-1.346791505	0.288141286									
M221.1183T12.4	M221T12	221.1183133	221.1176763	221.1188529	12.43693111	12.42277936	12.61482019	57	52	3	[94][M]-		1376	1.357881323	5.378712332	0.025561862									
M221.1547T15.5	M221T16.1	221.1546728	221.1531461	221.1551482	15.51457453	15.50150109	15.52644054	55	52	3			1254	1.033793642	1.009677141	0.333282395									
M221.8635T0.9	M222T1	221.8635196	221.862579	221.8643642	0.9249329	0.917733573	0.93184053	16	16	0		[M+Cl+NaCOOH]- 118.903 [M-H+NaCOOH]- 154.879	105	17.1934803	-21.33802567	2.96E-06									
M221.9031T24.7	M222T25	221.9030555	221.9030555	221.9030555	24.68501987	24.68501987	24.68501987	1	0	1			30	1.233900337	1.78983862	0.199881535									
M222.1216T12.4	M222T12	222.1216434	222.1210685	222.1226434	12.4369283	12.42277936	12.44740664	49	46	3	[94][M+1]-		1376	1.520314924	9.300219731	0.003202426									
M222.8299T25.2	M223T25	222.8299343	222.8297096	222.830229	25.22300789	25.21563992	25.23209791	8	7	1		[M+Cl]- 187.856	99	1.23145996	-2.040626017	0.162553269									
M222.8406T19.1	M223T19.2	222.8406365	222.8404426	222.8409908	19.1477357	19.10652355	19.23268726	16	16	0			774	1.609653725	4.173334525	0.037529769									
M222.8407T18.7	M223T19.3	222.840672	222.840477	222.8408848	18.6839749	18.55568961	18.74408949	11	9	0			1107	1.474920491	2.25087616	0.133033945									
M222.8407T19.5	M223T20.3	222.8406958	222.8402844	222.8409348	19.54063883	19.49828048	19.58612204	8	7	1			368	1.336036817	2.920363903	0.082336683									
M222.8407T18.9	M223T19	222.8407161	222.8402433	222.8412427	18.94091456	18.7791363	18.95785412	44	40	1			425	2.143409033	10.26779599	0.001534828									
M222.8407T19.7	M223T20.2	222.8407299	222.8405711	222.841006	19.68703762	19.64443034	19.72750983	10	10	0			738	1.322590384	2.746205642	0.096441876									
M222.8407T19.3	M223T19.1	222.8407307	222.8401211	222.8410085	19.34280051	19.2496115	19.49068459	23	19	2			773	1.574425011	5.297571696	0.020584628									
M222.8407T20.1	M223T20	222.8407376	222.840397	222.8409592	20.07930036	19.98906982	20.15682932	16	16	0			85	1.37674231	3.082067143	0.075407393									
M222.8407T19.9	M223T20.1	222.8407404	222.8404879	222.841012	19.86555543	19.78049629	19.93182968	14	14	0			343	1.308577243	2.895078386	0.080994063									
M222.8409T20.4	M223T20.4	222.8408698	222.8406066	222.8413211	20.38101014	20.30297954	20.38370167	3	2	1			29	2.08375726	4.76905878	0.03413658									
M223.0284T17.6	M223T18	223.0283508	223.027814	223.0289504	17.57920314	17.56780269	17.58690219	39	39	0		[M-H-CH4]- 240.067	191	2.394995629	-3.750589804	0.042595522									
M223.0284T12.6	M223T13	223.0283685	223.027593	223.0289147	12.61102499	12.59716881	12.88177937	54	43	1	[95][M]-		1387	30.51205933	-12.02495281	0									
M223.1704T16	M223T16	223.1703811	223.1697723	223.1706318	16.03194567	16.02252073	16.03565816	8	8	0			222	14.17681982	-13.23966788	3.32E-12									
M223.8411T20.1	M224T20	223.8411136	223.8409935	223.8412338	20.08509031	20.07258756	20.09759306	2	1	1			1354	1.291162376	3.07865103	0.064375882									
M223.9019T25.5	M224T26	223.90194	223.9010422	223.902457	25.53914806	25.42202099	25.75813961	17	9	1			1777	1.362740168	-7.162394084	0.00313111									
M223.902T25.2	M224T25	223.9019801	223.9012506	223.9028375	25.15429192	24.95713024	25.32163407	49	40	3		[M+Cl]- 188.942	122	1.134709538	-2.012633692	0.155135404									
M223.9179T8.4	M224T8	223.9179376	223.9174809	223.9184617	8.372772204	8.355949081	8.395166541	6	6	0		[M+Cl]- 188.949	136	8.420444574	-16.21837078	8.67E-11									
M223.918T25.2	M224T25.1	223.9180366	223.9173891	223.9187355	25.16060024	24.90734644	25.33549914	49	40	0		[M+Cl]- 188.942	122	1.205823989	-3.331573933	0.051796879									
M223.9181T25.6	M224T26.1	223.91812	223.9172014	223.9187024	25.56086777	25.35566777	25.69793627	25	16	0		[M+Cl]- 188.945	132	1.36389757	-11.78897061	2.84E-09									
M223.9182T25.8	M224T26.2	223.9181983	223.9172867	223.9187574	25.83541285	25.76126082	25.99472859	16	10	1			145	1.204073019	-3.544266529	0.029226154									
M223.9182T9.9	M224T10	223.9182119	223.9176613	223.9186102	9.91096553	9.890451662	9.922897433	7	7	0		[M+Cl]- 188.949	107	4.364708156	-17.00152546	0									
M224.0288T12.6	M224T13	224.0288414	224.0279411	224.0297393	12.60967748	12.60008938	12.76689183	38	37	0	[95][M+1]-		1388	25.28342571	-11.86177651	2.22E-16									
M224.8191T0.9	M225T1	224.8191226	224.8187539	224.8195694	0.888463418	0.876965419	0.895156016	40	40	0			33	Inf	-48.60249073	0								4	
M224.827T25.2	M225T25	224.82701	224.8266809	224.8280046	25.22331118	25.21519529	25.23357139	12	12	0		[M-H+HCOOH]- 179.839	99	1.40602776	-10.23885519	1.99E-08									
M224.8394T19.6	M225T20.2	224.8394031	224.8394031	224.8394031	19.56311337	19.56311337	19.56311337	1	0	1			359	1.288720868	1.431277975	0.279412611									
M224.8399T19.7	M225T20	224.8399306	224.8399306	224.8399306	19.70005921	19.70005921	19.70005921	1	0	1			739	1.057963121	0.888445291	0.432137323									
M224.84T19.9	M225T20.1	224.8399556	224.8399556	224.8399556	19.90576044	19.90576044	19.90576044	1	0	1			21	1.199583756	3.124834941	0.041995881									
M224.8404T19.8	M225T20.3	224.8403844	224.8403698	224.8403989	19.757032	19.71117431	19.8028897	2	1	1			1860	1.133660351	1.795566438	0.180318764									
M224.9086T25.2	M225T25.1	224.9086453	224.9079565	224.9095643	25.20608631	25.19338446	25.21563992	16	16	0			99	1.004232804	0.067068391	0.949366585									
M224.9993T24.5	M225T24	224.9992728	224.9985636	224.9997868	24.47342932	24.30864694	24.54502959	51	45	2		[M+Cl+NaCOOH]- 122.044	48	1.392750374	-4.476300672	0.035713231									
M224.9993T0.2	M225T0	224.9993259	224.998302	225.0005385	0.239783092	0.121922619	0.280336655	68	50	3		[M-H]- 226.003	147	1.404651062	-3.234470242	0.067034778									
M225.0257T12.6	M225T13	225.0257047	225.0249657	225.0263847	12.60934867	12.59961499	12.78792208	29	27	0	[95][M+2]-		1389	15.80271323	-11.99229008	0									
M225.0495T1	M225T1.1	225.049495	225.049127	225.0498087	0.95754225	0.955283372	0.965382379	9	9	0			105	Inf	-25.31951864	0								4	
M225.0645T7.5	M225T8	225.0645056	225.064379	225.0646775	7.537984841	7.521151393	7.547824203	6	6	0		[M-2H+Na]- 204.091	32	Inf	-31.25014158	0									
M225.1496T11.5	M225T12	225.1495949	225.1488501	225.1501584	11.53405038	11.51969747	11.59995626	46	45	1			481	3.055806435	-10.05770572	3.06E-08									
M225.1859T16.7	M225T17.1	225.1859026	225.1852768	225.1866077	16.6990206	16.68823194	16.71335116	31	31	0			1090	10.03608059	-15.17686999	0								4	
M225.186T16.9	M225T17	225.1859898	225.1852972	225.1869559	16.89600011	16.80029502	16.9104359	40	40	0			138	11.68772054	-8.41914309	2.69E-11									
M225.8972T25.8	M226T26	225.89724	225.8966962	225.8978027	25.83811523	25.7000604	25.99342326	74	41	3			1850	1.081089195	0.96055953	0.430331779									
M225.8973T25.5	M226T25.1	225.8972585	225.8964997	225.8978295	25.45032294	25.28053123	25.68542326	142	52	3			2207	1.038147787	-0.788480344	0.505733379									
M225.8973T25.1	M226T25	225.8972708	225.8967436	225.8978194	25.14782003	24.87451333	25.16439798	85	52	3	[96][M]-	[M-2H+K]- 188.942	122	1.080684432	-2.322035281	0.134119205									
M225.8973T0.7	M226T1	225.8972824	225.8966796	225.8976613	0.705238943	0.70052132	0.719750082	52	52	0		[M+Cl]- 190.928 [M-H-CH2]- 240.932	90	4.234732465	-15.89706079	0.001568515									
M225.8974T0.3	M226T0	225.8973573	225.8969447	225.8977478	0.280724788	0.256695603	0.293783858	20	18	2			148	1.132446334	1.186541912	0.350754867									
M225.8974T9.9	M226T10	225.8973641	225.8969084	225.8978551	9.901990422	9.878676304	9.923571715	15	15	0			1541	2.77847762	-13.76911514	0.001111973									
M225.9864T0.9	M226T1.1	225.9864389	225.9858329	225.9870136	0.90062555	0.88725664	0.907273659	21	21	0			33	Inf	-28.28132398	0								4	
M226.8162T0.9	M227T1	226.8162248	226.8157851	226.8167009	0.889258494	0.876965419	0.897609231	49	49	0		[2M+Cl]- 95.9302	33	Inf	-47.58550718	0								4	
M226.8992T25.5	M227T25.1	226.8992134	226.898308	226.8998087	25.47877319	25.35900077	25.71867378	8	3	1			202	1.092832103	1.777128249	0.179684666									
M226.8996T25.2	M227T25	226.8995778	226.8988447	226.900288	25.15465992	24.99953883	25.29066302	36	33	2	[96][M+1]-		1656	1.065959598	-0.752790109	0.52042262									
M226.9659T0.8	M227T1.1	226.9658643	226.9656363	226.9661089	0.769158425	0.754690662	0.774886363	9	9	0			139	270.4918625	-39.82743656	0									
M226.966T24.9	M227T25.2	226.9659581	226.9651578	226.9665904	24.88920746	24.79984653	25.17291925	108	52	3			1473	1.116465557	-2.711444998	0.043671911									
M227.0925T10.1	M227T10	227.0925248	227.092103	227.0931459	10.14270879	10.12575909	10.33638391	57	52	0			1709	50.13692308	-47.79928574	0									
M227.1651T14.9	M227T15	227.1651268	227.1642718	227.1656788	14.87908545	14.85187549	14.88746536	8	8	0			162	1.949004295	-3.31139922	0.067799073									
M227T18_Myristic.acid	M227T18	227.2016676	227.2013392	227.2021162	17.68404559	17.67434981	17.69532529	55	52	3	[97][M]-		28	4.253822449	-18.29875473	0	0.000017633925#227.20165#0.005954406156#17.69#61#725#Myristic acid#C14H28O2#228.20893#229.21621#227.20165#227.2017#-0.220068824#17.69		Myristic acid	CHEBI:28875	HMDB0000806	C06424		1	a,b,c'
M227.8944T25.8	M228T26	227.8943781	227.893707	227.8950645	25.81083243	25.6523805	25.99367665	88	43	2			1855	1.208823886	2.010212767	0.173284578									
M227.8944T25.1	M228T25	227.8944242	227.8934763	227.8951211	25.14708039	24.842735	25.28496707	101	52	3	[96][M+2]-		1657	1.051171663	-1.038764952	0.400728488									
M227.8944T25.4	M228T25.1	227.8944418	227.8935117	227.8950056	25.43685626	25.28738127	25.64342253	119	50	3		[M+Cl]- 192.933	242	1.000391015	0.008040193	0.994219225									
M227.8945T0.7	M228T1	227.8944681	227.8936875	227.8953205	0.707927008	0.69928959	0.720580649	49	49	0		[M+Cl+NaCOOH]- 124.929	90	7.821608809	-16.6799461	0.000604502									
M227.9835T0.9	M228T1.1	227.9834769	227.9830151	227.9835859	0.894791359	0.887706636	0.904483667	6	6	0		[M+Cl+NaCOOH]- 125.017	33	Inf	-23.99171055	0								4	
M228.1605T10.9	M228T11	228.1604963	228.1600824	228.1611424	10.88399058	10.87018522	11.09334164	50	49	0	[98][M]-		158	125.6370453	-42.54393645	0									
M228.1606T12.8	M228T13	228.1606086	228.1603329	228.1611556	12.83433553	12.81575823	12.83928971	6	6	0			1923	10.4264214	-18.67548287	0									
M228.2051T17.7	M228T18	228.2051389	228.2044925	228.2060752	17.68566827	17.67316193	17.69532529	37	37	0	[97][M+1]-		783	3.83925	-11.68310462	3.90E-06									
M228.8133T0.9	M229T1	228.8133084	228.8127884	228.8139145	0.887421072	0.873581135	0.897378906	39	39	0		[2M-2H+K]- 95.9302	33	155.7434911	-43.84246795	0									
