variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M174.1497T1.56	c18hypersil															M174T2	174.1496953	93.41857835			4156	NA	
M174.1498T5.67	c18hypersil															M174T6.2	174.1497644	340.3208149			88	NA	
M175.0351T4.34	c18hypersil															M175T4	175.0350664	260.6798976			2497	NA	
M175.0591T4.33	c18hypersil															M175T4.1	175.0591479	259.9418996	[135][M+1]+		2498	NA	
M175.0874T3.43	c18hypersil															M175T3	175.0873521	206.0571613			3009	NA	
M175T1.4_N.Acetylornithine.N2.Ace.	c18hypersil	N-Acetylornithine;N2-Acetyl-L-ornithine		2	a,b	C00437				HMDB03357	CID439232	C7H14N2O3	174.10044	JRLGPAXAGHMNOL-LURJTMIESA-N	InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1	M175T1.4	175.1083534	50.88349965			1253	NA	
M175.1086T5.11	c18hypersil															M175T5	175.1085515	306.5650081			3713	NA	
M176.0413T0.81	c18hypersil															M176T1.1	176.0413038	48.89717903			1254	NA	
M176T1.2_N.Acetyl.L.aspartic.acid.	c18hypersil	N-Acetyl-L-aspartic acid;N-Acetylaspartic acid	CHEBI:21547	2	a,b	C01042	Amino acid metabolism	Alanine, Aspartate and Glutamate	Aspartate	HMDB00812	CID65065	C6H9NO5	175.04807	OTCCIMWXFLJLIA-BYPYZUCNSA-N	InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1	M176T1.2	176.0558831	62.13590565			26	NA	
M176.0668T3.31	c18hypersil															M176T3	176.0668425	198.6507341		[3M+Na+K]2+ 96.7305	13	NA	
M176.0748T1.52	c18hypersil															M176T2.1	176.0748017	91.02439364			2822	NA	
M176.1288T5.41	c18hypersil															M176T5.1	176.1287707	324.8367259		[M+Na+NaCOOH]+ 85.1504	28	NA	
M176.1288T0.89	c18hypersil															M176T1.7	176.128795	53.37640592	[139][M]+	[M+H-CO]+ 203.117	33	NA	
M177.0143T2.65	c18hypersil															M177T3	177.014291	158.9940221		[M+2Na]2+ 308.052 [M+H-C5H8O4]+ 308.052	133	NA	
M177.0253T0.79	c18hypersil															M177T1.3	177.0253404	47.40659712			1255	NA	
M177.0287T1.06	c18hypersil															M177T1.4	177.0286686	63.56380648	[136][M+2]+		26	NA	
M177.0876T1.01	c18hypersil															M177T1.6	177.0876489	60.32185239			26	NA	
M177.1324T0.88	c18hypersil															M177T1.9	177.1323717	52.97046986	[139][M+1]+		33	NA	
M177.9625T0.78	c18hypersil															M178T1	177.962516	46.60787511			49	NA	
M178.0537T1.06	c18hypersil															M178T1.3	178.0537336	63.47891496		[M+Na+K-H]+ 117.112	26	NA	
M178.5544T1.12	c18hypersil															M179T1	178.5543992	67.03715136			18	NA	
M179.0712T4.6	c18hypersil															M179T5	179.0711985	275.9823941			4287	NA	
M179.1802T12.71	c18hypersil															M179T13	179.1801885	762.5798405		[M+H]+ 178.173	23	NA	
M179.9653T11.03	c18hypersil															M180T11	179.9653361	661.9699732			3	NA	
M179.9654T13.35	c18hypersil															M180T13	179.9653566	800.7077513			5	NA	
M180.064T2.25	c18hypersil															M180T2.2	180.0639764	134.9154917			3264	NA	
M180.0697T1.64	c18hypersil															M180T2.3	180.0697386	98.65928809		[M+H]+ 179.062	4148	NA	
M181.009T0.84	c18hypersil															M181T1.2	181.008989	50.23813117			1258	NA	
M181.0616T4.07	c18hypersil															M181T4.2	181.0616488	244.0126466			3315	NA	
M181.0869T6.29	c18hypersil															M181T6	181.0868603	377.5116005			525	NA	
M181.1084T1.11	c18hypersil															M181T1.5	181.1084182	66.52380879		[M+H]+ 180.109	18	NA	
M181.123T8.47	c18hypersil															M181T8	181.1229782	508.0878663			2406	NA	
M181.1397T1.12	c18hypersil															M181T1.6	181.1397377	66.9985759			18	NA	
M181.8422T1.12	c18hypersil															M182T1	181.8421557	67.1893843			18	NA	
M182.0307T1.26	c18hypersil															M182T1.4	182.030695	75.33447021			1	NA	
M182.082T4.98	c18hypersil															M182T5.1	182.0820227	298.5916116			4342	NA	
M182.1161T4.85	c18hypersil															M182T5.2	182.116124	290.8766258			3804	NA	
M182.6799T1.12	c18hypersil															M183T1	182.679863	67.10449922			18	NA	
M183.1138T1.55	c18hypersil															M183T2.2	183.1137652	92.73853327			2824	NA	
M183.1388T8.46	c18hypersil															M183T8	183.1387731	507.6257136			2407	NA	
M183.9278T0.79	c18hypersil															M184T1	183.9277871	47.46357265			1262	NA	
M184.0585T1.1	c18hypersil															M184T1.4	184.058523	66.22110743			18	NA	
M184T1.3_4.Pyridoxic.acid	c18hypersil	4-Pyridoxic acid	CHEBI:17405	2	a,b	C00847	Metabolism of cofactors and vitamins	Vitamine B6 metabolism	Pridoxine	HMDB00017	CID6723	C8H9NO4	183.05316	HXACOUQIXZGNBF-UHFFFAOYSA-N	InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)	M184T1.3	184.0612422	83.51724258			2825	NA	
M184.0614T4.6	c18hypersil															M184T5.1	184.0614495	275.9173874			4288	NA	
M184.0741T10.87	c18hypersil															M184T11	184.0740513	652.0275353			983	NA	
M184.0741T11.42	c18hypersil															M184T11.1	184.0740784	684.939107			30	NA	
M184.0741T11.7	c18hypersil															M184T12	184.0741095	702.2708863			3636	NA	
M184.0858T1.12	c18hypersil															M184T1.5	184.0858155	67.31550396	[147][M+2]+		18	NA	
M184.1341T0.99	c18hypersil															M184T1.6	184.1340789	59.68351577		[M+H]+ 183.123	26	NA	
M185.0817T7.11	c18hypersil															M185T7	185.0817306	426.3323194			38	NA	
M185.0921T1.14	c18hypersil															M185T1.4	185.0921306	68.63487382	[147][M+3]+		487	NA	
M185.1158T6.32	c18hypersil															M185T6	185.115778	379.2822355	[154][M]+		527	NA	
M185.1291T3.25	c18hypersil															M185T3	185.1291189	194.7828597			4579	NA	
M185.1294T5.17	c18hypersil															M185T5.1	185.1294069	310.4235338			3681	NA	
M185.5904T1.08	c18hypersil															M186T1.1	185.5904076	64.90771171			4571	NA	
M185.7149T1.12	c18hypersil															M186T1.2	185.7148768	67.06067756		[2M+Na+2K]3+ 228.115	18	NA	
M185.9604T0.8	c18hypersil															M186T1.3	185.9604179	47.96055994			1263	NA	
M186.0406T1.54	c18hypersil															M186T2.1	186.0406252	92.49163523			2826	NA	
M186.0549T0.83	c18hypersil															M186T1.5	186.0549157	50.06125354			1264	NA	
M186.0593T4.19	c18hypersil															M186T4	186.0593074	251.1471383			2502	NA	
M186.0767T1.02	c18hypersil															M186T1.6	186.0766596	61.180483			26	NA	
M186.1128T1.11	c18hypersil															M186T1.7	186.1128206	66.3229937		[M+K]+ 147.153 [M+Na]+ 163.125	18	NA	
M186.1135T5.8	c18hypersil															M186T6	186.113467	347.9051798			2600	NA	
M186.1191T6.32	c18hypersil															M186T6.1	186.1191168	379.1615472	[154][M+1]+		528	NA	
M186.957T3.84	c18hypersil															M187T4	186.9569947	230.6445372		[M+H+NH3]+ 168.921	8	NA	
M187.0582T0.83	c18hypersil															M187T1.4	187.0582483	50.00633391			1265	NA	
M187.3228T0.97	c18hypersil															M187T1.7	187.3227567	58.26130333			53	NA	
M188.0508T1.51	c18hypersil															M188T2	188.0508415	90.36411044			2830	NA	
M188.0685T1.9	c18hypersil															M188T2.1	188.0685228	114.1248918		[M+Na+K-H]+ 127.132 [M+Na+NH3]+ 148.054	6	NA	
M188.0716T4.33	c18hypersil															M188T4.1	188.071636	259.5066451	[161][M]+		2503	NA	
M188.0926T1.42	c18hypersil															M188T1.5	188.0925898	85.20601946	[155][M+2]+		2831	NA	
M188.0927T2.22	c18hypersil															M188T2.2	188.0926641	133.3139679			3237	NA	
M188.1165T2.1	c18hypersil															M188T2.3	188.1165188	125.9472218			3233	NA	
M188.1289T1.56	c18hypersil															M188T2.4	188.128877	93.57574758		[M+Na]+ 165.132	4147	NA	
M188.1291T6.7	c18hypersil															M188T7.1	188.129093	402.1265806			4414	NA	
M189.0769T4.23	c18hypersil															M189T4.1	189.07688	253.8268861	[161][M+1]+		2504	NA	
M189T1.1_N..Acetyl.L.glutamine.N.	c18hypersil	Nα-Acetyl-L-glutamine;N-Acetyl-L-glutamine		2	a,b					HMDB06029	CID182230	C7H12N2O4	188.07971	KSMRODHGGIIXDV-YFKPBYRVSA-N	InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)/t5-/m0/s1	M189T1.1	189.0875794	59.58371028			26	NA	
M189.1031T1.36	c18hypersil															M189T1.2	189.1031131	81.45884997	[155][M+3]+		2832	NA	
M189T7.1_Azelaic.acid.Nonanedioic.	c18hypersil	Azelaic acid;Nonanedioic acid	CHEBI:48131	2	a,b	C08261	Lipid metabolism	Fatty acids	Dicarboxylic	HMDB00784	CID2266	C9H16O4	188.10486	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	M189T7.1	189.1131345	392.3761561	[164][M]+		531	NA	
M189T1.3_N6.Acetyl.L.lysine	c18hypersil	N6-Acetyl-L-lysine	CHEBI:17752	2	a,b	C02727	Amino acid metabolism	Lysine degradation	Others	HMDB00206	CID92832	C8H16N2O3	188.11609	DTERQYGMUDWYAZ-ZETCQYMHSA-N	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1	M189T1.3	189.1240394	53.88899235		[M+H-CH4]+ 204.142	33	NA	
M189T1.4_N6.N6.N6.Trimethyl.L.lys.	c18hypersil	N6,N6,N6-Trimethyl-L-lysine	CHEBI:17311	2	a,b	C03793	Amino acid metabolism	Lysine degradation	Proteine Lysine	HMDB01325	CID440120	C9H20N2O2	188.15248	MXNRLFUSFKVQSK-QMMMGPOBSA-N	InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/t8-/m0/s1	M189T1.4	189.1604829	44.7728059	[165][M]+		49	NA	
M189.9626T0.77	c18hypersil															M190T1	189.9625539	46.46354933		[M+H-C2H4]+ 216.994 [M+H-C2H4]+ 216.994	49	NA	
M190T5_Kynurenic.acid	c18hypersil	Kynurenic acid	CHEBI:18344	2	a,b	C01717	Amino acid metabolism	Tryptophan metabolism	Kynurenine	HMDB00715	CID3845	C10H7NO3	189.04259	HCZHHEIFKROPDY-UHFFFAOYSA-N	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)	M190T5	190.0508495	281.6443545		[M+H]+ 189.044	101	NA	
M190.0509T5.79	c18hypersil															M190T6	190.05087	347.6815006			2601	NA	
M190.0771T3.83	c18hypersil															M190T4	190.0771129	230.0318734	[160][M+2]+		8	NA	
M190.0826T3.32	c18hypersil															M190T3	190.0826221	198.9276368		[M+Na+NaCOOH]+ 99.1103	13	NA	
M190.0829T1.08	c18hypersil															M190T1.3	190.0828706	65.09300656		[M+H]+ 189.067	18	NA	
M190.0929T4.92	c18hypersil															M190T5.1	190.0929018	295.3042104			3801	NA	
M190.1078T1.92	c18hypersil															M190T2.1	190.1077636	115.0043667		[M+Na]+ 167.116	6	NA	
M190.1082T1.65	c18hypersil															M190T2.2	190.1082393	98.83406585			4172	NA	
M190.1083T3.52	c18hypersil															M190T4.1	190.1083105	211.0538411			3011	NA	
M190.1084T4.85	c18hypersil															M190T5.2	190.1083787	290.9936237			3807	NA	
M190.1165T6.54	c18hypersil															M190T7.1	190.1165181	392.4440713	[164][M+1]+		532	NA	
M190.1446T1.74	c18hypersil															M190T2.3	190.1446262	104.3915168			3221	NA	
M190.1638T0.75	c18hypersil															M190T1.6	190.163771	44.78279345	[165][M+1]+		49	NA	
M190.9465T0.9	c18hypersil															M191T1.2	190.946527	54.25407979			33	NA	
M190.9936T0.94	c18hypersil															M191T1.4	190.9935517	56.66734048		[M+H]+ 189.986 [M+H]+ 189.986	33	NA	
M190.9936T3.31	c18hypersil															M191T3.1	190.9935667	198.6774642		[M+Na+HCOOH]+ 121.993 [M+Na+HCOOH]+ 121.993	13	NA	
M191.0587T4.75	c18hypersil															M191T5	191.058675	285.1405778	[162][M+2]+		101	NA	
M191.0824T2.35	c18hypersil															M191T2.1	191.0824398	140.749645			3921	NA	
M191.1031T1.25	c18hypersil															M191T1.11	191.1031047	75.07856289			1	NA	
M191.9595T0.77	c18hypersil															M192T1	191.9595436	46.34757473		[M+K+NH3]+ 135.973	49	NA	
M192.0331T0.99	c18hypersil															M192T1.3	192.033112	59.34802357		[M+Na+NaCOOH]+ 101.05	26	NA	
M192.0336T4.77	c18hypersil															M192T5	192.0335999	286.1402035		[M+H+NH3]+ 174 [M+H+NH3]+ 174	101	NA	
M192.0442T0.79	c18hypersil															M192T1.4	192.0442375	47.5461537	[168][M+1]+		1270	NA	
M192.0665T5.57	c18hypersil															M192T6.1	192.0665273	334.4386321	[171][M]+	[M+K]+ 153.098	88	NA	
M192.0901T1.46	c18hypersil															M192T1.7	192.0901074	87.88655082			2836	NA	
M192.1237T0.84	c18hypersil															M192T1.8	192.1237416	50.40641261			1271	NA	
M192.598T1.94	c18hypersil															M193T2	192.5980384	116.4704031		[M+Na]+ 169.616	6	NA	
M192.9816T0.79	c18hypersil															M193T1.1	192.9816315	47.37775863			1272	NA	
M193.0297T1.36	c18hypersil															M193T1.2	193.0297458	81.87029117			2837	NA	
M193.045T6.19	c18hypersil															M193T6	193.0449857	371.6582839			79	NA	
M193.0651T2.91	c18hypersil															M193T3	193.0651019	174.3340485			3049	NA	
M193.0699T4.75	c18hypersil															M193T5	193.0699424	284.8512243			101	NA	
M193T1.5_.S..Cotinine.N.oxide.Oxo.	c18hypersil	(S)-Cotinine N-oxide|Oxoamide;N-Methyl-gamma-oxo-3-pyridinebutanamide|Trans-3'-Hydroxy cotinine;Hydroxycotinine		2	a,b					HMDB01411|HMDB01004|HMDB01390	CID108114|CID436|CID10219774	C10H12N2O2	192.0899	CIPULDKLIIVIER-UHFFFAOYSA-N|WOOSCPWOYYLIHS-UHFFFAOYSA-N|XOKCJXZZNAUIQN-IENPIDJESA-N	InChI=1S/C10H12N2O2/c1-11-9(4-5-10(11)13)8-3-2-6-12(14)7-8/h2-3,6-7,9H,4-5H2,1H3|InChI=1S/C10H12N2O2/c1-11-10(14)5-4-9(13)8-3-2-6-12-7-8/h2-3,6-7H,4-5H2,1H3,(H,11,14)|InChI=1S/C10H12N2O2/c1-12-8(5-9(13)10(12)14)7-3-2-4-11-6-7/h2-4,6,8-9,13H,5H2,1H3/t8-,9?/m0/s1	M193T1.5	193.098106	87.36886309			2838	NA	
M193.1208T7.32	c18hypersil															M193T7	193.120802	439.2504882			1879	NA	
M193.1319T0.74	c18hypersil															M193T1.6	193.1319076	44.25714479			49	NA	
M193.5905T1.25	c18hypersil															M194T1	193.5904527	75.15666456		[M+K+NaCOOH]+ 86.6452	1	NA	
M193.5909T11.62	c18hypersil															M194T12	193.5909256	697.3090922		[M+2Na+K]3+ 495.837	2	NA	
M193.591T13.34	c18hypersil															M194T13	193.5909674	800.5957085		[M+Na]+ 170.602	5	NA	
M193.591T11.04	c18hypersil															M194T11	193.5910125	662.1158557		[3M+2K]2+ 103.097 [M+Na]+ 170.605	3	NA	
M193.9745T0.71	c18hypersil															M194T1.2	193.9745447	42.80897038			49	NA	
M194.0492T2.08	c18hypersil															M194T2	194.0491627	125.0433199			3266	NA	
M194.0818T8.21	c18hypersil															M194T8.1	194.0818204	492.8683035		[M+2Na+K]3+ 497.293	37	NA	
M194.9677T0.9	c18hypersil															M195T1	194.9676763	54.2750042		[M+K+HCOOH]+ 109.997 [M+K+HCOOH]+ 109.997	33	NA	
M195.0035T0.88	c18hypersil															M195T1.1	195.0034851	52.7503506		[M+H-H20]+ 212.015	33	NA	
M195.0392T1.05	c18hypersil															M195T1.2	195.0391723	63.07912179	[174][M+2]+		26	NA	
M195.0641T4.55	c18hypersil															M195T5	195.0640686	273.248434			4290	NA	
M195T6_trans.Ferulic.acid.Ferul.	c18hypersil	trans-Ferulic acid;Ferulic acid;4-Hydroxy-3-methoxycinnamic acid|Isoferulic acid;3-Hydroxy-4-methoxycinnamic acid	CHEBI:17620|CHEBI:493263	2	a,b	C01494|C10470				HMDB00954|HMDB00955	CID445858|CID736186	C10H10O4	194.0579	KSEBMYQBYZTDHS-HWKANZROSA-N|QURCVMIEKCOAJU-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+|InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	M195T6	195.0663005	363.5934955			3666	NA	
M195.0769T2.7	c18hypersil															M195T3	195.0769032	162.178946			290	NA	
M195.1002T6.68	c18hypersil															M195T7	195.1001995	400.9182833			4414	NA	
M195.1235T3.83	c18hypersil															M195T4	195.1235375	229.887349		[M+K]+ 156.158	8	NA	
M195.1389T6.87	c18hypersil															M195T7.2	195.1388679	412.0951498			38	NA	
M196T3_..Hydroxyhippuric.acid	c18hypersil	α-Hydroxyhippuric acid		2	a,b		Amino acid metabolism	Others	Other	HMDB02404	CID450272	C9H9NO4	195.05316	GCWCVCCEIQXUQU-UHFFFAOYSA-N	InChI=1S/C9H9NO4/c11-7(10-8(12)9(13)14)6-4-2-1-3-5-6/h1-5,8,12H,(H,10,11)(H,13,14)	M196T3	196.0614518	172.1649936			3050	NA	
M196.0978T2.36	c18hypersil															M196T2	196.0978172	141.8840677			3925	NA	
M196.1128T10.7	c18hypersil															M196T11	196.1128472	642.1709178			2165	NA	
M196.1704T12.71	c18hypersil															M196T13	196.1703561	762.4038277			23	NA	
M197.1182T6.54	c18hypersil															M197T7	197.1182363	392.3344146			534	NA	
M197.1287T3.85	c18hypersil															M197T4.2	197.1287018	231.2367191		[2M+K]+ 79.0722	8	NA	
M197.1297T2.15	c18hypersil															M197T2	197.1296806	128.9326664			3226	NA	
M197.5747T1.25	c18hypersil															M198T1	197.5746504	75.1313231		[3M+H]+ 65.5269 [3M+Na+K]2+ 111.058	1	NA	
M197.5751T3.83	c18hypersil															M198T4	197.5750652	230.0743345			8	NA	
M197.5752T11.62	c18hypersil															M198T12	197.5751851	697.3231978		[M+Na]+ 174.59	2	NA	
M197.5753T11.04	c18hypersil															M198T11	197.5752584	662.1703772		[M+Na]+ 174.592	3	NA	
M198.038T1.03	c18hypersil															M198T1.2	198.0380207	62.00617914			26	NA	
M198.0923T3.83	c18hypersil															M198T4.1	198.0922895	229.9784655	[182][M+1]+		8	NA	
M198.1051T0.76	c18hypersil															M198T1.4	198.1050757	45.34203818	[181][M+1]+		49	NA	
M198.1095T3.83	c18hypersil															M198T4.2	198.1095131	229.8353507		[M+H+NH3]+ 180.083	8	NA	
M198.1287T5.77	c18hypersil															M198T6	198.1287088	346.1759487			2604	NA	
M198.3784T3.83	c18hypersil															M198T4.3	198.3784179	229.8353507			8	NA	
M199.0456T3.83	c18hypersil															M199T4.3	199.0456383	229.8439192		[M+H+HCOOH]+ 152.034	8	NA	
M199.0722T1.36	c18hypersil															M199T1.1	199.0722426	81.48185994			2840	NA	
M199.0787T3.83	c18hypersil															M199T4.4	199.0787125	229.8142197			8	NA	
M199.0975T3.83	c18hypersil															M199T4.5	199.097528	229.7254093			8	NA	
M199.1346T3.83	c18hypersil															M199T4.6	199.1346259	230.0152147		[2M+Na+3K-H]3+ 229.277	8	NA	
M199.8895T3.83	c18hypersil															M200T4	199.8895392	229.8600323			8	NA	
M200.054T3.83	c18hypersil															M200T4.2	200.0539797	229.7317075		[M+Na]+ 177.072	8	NA	
M200.0901T3.84	c18hypersil															M200T4.4	200.090075	230.188467		[M+2Na]2+ 354.187	8	NA	
M200.0927T1.57	c18hypersil															M200T2.3	200.0927045	94.32832586		[M+Na]+ 177.099	4147	NA	
M200.1083T3.83	c18hypersil															M200T4.5	200.1082982	229.8162933		[M+K]+ 161.14	8	NA	
M200.1287T7.51	c18hypersil															M200T8.2	200.1287245	450.6630903			1885	NA	
M200.4727T3.83	c18hypersil															M200T4.9	200.4726526	230.0638927			8	NA	
M200.8845T3.83	c18hypersil															M201T4.3	200.8844582	229.8404262		[M+Na]+ 177.888 [M+H]+ 199.87	8	NA	
M200.9175T3.83	c18hypersil															M201T4.4	200.9175344	229.8278671			8	NA	
M200.9498T0.77	c18hypersil															M201T1.2	200.9497679	46.36971263			49	NA	
M200.9735T3.83	c18hypersil															M201T4.5	200.9734528	229.7834756		[M+H+NH3]+ 182.934	8	NA	
M201.0872T1.27	c18hypersil															M201T1.4	201.0872014	76.06134534		[M+H+CF3COOH]+ 66.0919	1	NA	
M201.1099T3.83	c18hypersil															M201T4.8	201.1098804	229.8285386			8	NA	
M201.1244T2.5	c18hypersil															M201T3.1	201.124363	150.0112957			119	NA	
M201.15T3.83	c18hypersil															M201T4.10	201.1499667	229.8189305		[M+Na+NH3]+ 161.14	8	NA	
M201.1692T3.83	c18hypersil															M201T4.11	201.1692148	229.8372354			8	NA	
M201.5183T3.83	c18hypersil															M202T4	201.5182743	230.028122			8	NA	
M201.5721T3.83	c18hypersil															M202T4.1	201.5721491	229.8761454		[M+K]+ 162.6	8	NA	
M201.6695T3.83	c18hypersil															M202T4.2	201.6694732	229.8323647			8	NA	
M201.6832T1.25	c18hypersil															M202T1.1	201.6831739	75.28252797		[3M+3Na-H]2+ 111.803	1	NA	
M201.6836T3.83	c18hypersil															M202T4.3	201.6836304	229.7861051	[190][M]2+		8	NA	
M201.6836T11.62	c18hypersil															M202T12	201.6836315	697.1866528			2	NA	
M201.699T3.83	c18hypersil															M202T4.4	201.6989507	229.9006396			8	NA	
M201.7139T3.83	c18hypersil															M202T4.5	201.7138879	229.8353507		[M+K]+ 162.755	8	NA	
M201.8641T3.83	c18hypersil															M202T4.6	201.8640504	229.9154531		[M+Na+NH3]+ 161.846	8	NA	
M202.0568T0.65	c18hypersil															M202T1.4	202.0568033	38.76068163		[M+K+NH3]+ 146.064	14	NA	
M202.0665T3.12	c18hypersil															M202T3.2	202.0664868	187.3222833			4026	NA	
M202.0719T1.45	c18hypersil															M202T1.5	202.0719189	86.70551604			2842	NA	
M202.1083T2.38	c18hypersil															M202T2.2	202.1082743	142.744526		[M+H-H20]+ 219.113	87	NA	
M202.1193T1.04	c18hypersil															M202T1.6	202.1192595	62.58023929	[191][M]+	[M+H-COCH2]+ 243.121	26	NA	
M202.145T3.83	c18hypersil															M202T4.11	202.1450457	229.8191996			8	NA	
M202.1878T3.83	c18hypersil															M202T4.12	202.1877691	229.8439192	[190][M+1]2+		8	NA	
M202.3939T3.83	c18hypersil															M202T4.13	202.3938726	229.8361065			8	NA	
M202.495T3.83	c18hypersil															M202T4.14	202.4950121	230.0562124		[M+K]+ 163.533	8	NA	
M202.7845T3.83	c18hypersil															M203T4.1	202.7844859	229.8162933		[M+Na+NH3]+ 162.755	8	NA	
M202.9527T3.83	c18hypersil															M203T4.2	202.952669	229.8656341		[M+K]+ 163.989 [M+K]+ 163.989	8	NA	
M202.9914T19.92	c18hypersil															M203T20	202.991429	1195.078126			3406	NA	
M203.0049T3.83	c18hypersil															M203T4.3	203.0049366	229.887349		[3M+2Na]2+ 120.003	8	NA	
M203.0352T3.83	c18hypersil															M203T4.4	203.0351514	229.8376086		[3M+H+K]2+ 122.04	8	NA	
M203.0689T3.83	c18hypersil															M203T4.6	203.0689133	229.8160242		[M+Na]+ 180.083	8	NA	
M203.0829T3.83	c18hypersil															M203T4.7	203.0828804	230.0638927		[M+Na]+ 180.083	8	NA	
M203.1034T1.15	c18hypersil															M203T1.3	203.1033577	68.89784681		[M+Na]+ 180.109	18	NA	
M203.1229T1.04	c18hypersil															M203T1.4	203.1228746	62.50350055	[191][M+1]+		26	NA	
M203.14T1.07	c18hypersil															M203T1.5	203.1399767	64.08193263		[M+H-CH4]+ 218.158	26	NA	
M203.2897T3.83	c18hypersil															M203T4.11	203.2897198	229.7333093			8	NA	
M203.5666T3.83	c18hypersil															M204T4.1	203.5665947	230.0915208		[M+Na]+ 180.579	8	NA	
M203.5915T3.83	c18hypersil															M204T4.2	203.5915052	229.8353507		[M+K]+ 164.636 [M+Na]+ 180.611 [M+H]+ 202.593	8	NA	
M203.6086T3.83	c18hypersil															M204T4.3	203.608595	229.8191996		[M+K]+ 164.636 [M+Na]+ 180.611 [M+H]+ 202.593	8	NA	
M203.6537T3.83	c18hypersil															M204T4.4	203.6537486	229.8656341			8	NA	
M203.7043T3.83	c18hypersil															M204T4.5	203.7042697	229.887349			8	NA	
M204.0266T3.83	c18hypersil															M204T4.7	204.0265579	230.0743345			8	NA	
M204.0458T3.83	c18hypersil															M204T4.8	204.0457925	229.9139301		[M+H+HCOOH]+ 157.042	8	NA	
M204.0637T1.13	c18hypersil															M204T1.3	204.0636723	67.53853017		[M+Na]+ 181.076	18	NA	
M204.0665T6.17	c18hypersil															M204T6	204.0665444	370.1138486			79	NA	
M204.0699T1.76	c18hypersil															M204T2	204.0698664	105.7766851			3267	NA	
M204.0699T4.77	c18hypersil															M204T5	204.0699224	286.3756388			101	NA	
M204.0873T0.85	c18hypersil															M204T1.4	204.0873307	50.8807047			1281	NA	
M204.0989T1.73	c18hypersil															M204T2.2	204.0988671	103.6777442			3268	NA	
M204.1036T3.83	c18hypersil															M204T4.11	204.1036115	229.8131179			8	NA	
M204.1233T1.27	c18hypersil															M204T1.6	204.1233171	76.41107102		[M+H+K]2+ 368.289	1	NA	
M204.1247T3.83	c18hypersil															M204T4.12	204.1247168	229.8353507		[M+Na]+ 181.134	8	NA	
M204.1351T1.03	c18hypersil															M204T1.7	204.1350959	62.04490459		[M+H-CH3]+ 218.158	26	NA	
M204.1439T3.83	c18hypersil															M204T4.13	204.1438696	229.8432438			8	NA	
M204.1929T3.83	c18hypersil															M204T4.15	204.1928994	230.0159351		[M+Na]+ 181.205	8	NA	
M204.3117T3.83	c18hypersil															M204T4.16	204.3117338	229.8364796		[2M+2Na+K]3+ 263.985 [2M+2Na+K]3+ 263.985	8	NA	
M204.3864T3.83	c18hypersil															M204T4.17	204.3864163	229.8353507		[M+Na]+ 181.392	8	NA	
M204.5932T3.83	c18hypersil															M205T4.1	204.5932181	230.0638927	[197][M+1]2+		8	NA	
M205.0744T6.19	c18hypersil															M205T6	205.0744028	371.4850345			79	NA	
M205.0909T1.58	c18hypersil															M205T2.1	205.0909469	94.70743185	[196][M+1]+		4147	NA	
M205.0982T4.33	c18hypersil															M205T4.6	205.0982324	259.8302705			2482	NA	
M205.0982T4.69	c18hypersil															M205T5.1	205.0982445	281.6443545		[M+Na]+ 182.108	101	NA	
M205.1445T6.17	c18hypersil															M205T6.2	205.1444945	370.3758442		[M+H-HCOOH]+ 250.152	79	NA	
M205.3857T3.84	c18hypersil															M205T4.7	205.3856845	230.1858967			8	NA	
M205.813T3.83	c18hypersil															M206T4	205.8129871	230.0159351		[M+H-C6H10O4]+ 350.867	8	NA	
M205.9212T1.25	c18hypersil															M206T1.1	205.9212329	75.22368699		[3M+2K]2+ 111.305	1	NA	
