variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	hmdb_id	id_comment	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M602.3872T0.8_2	c18acquity								M602T1.1	602.3872	48.297396			21	NA	
M602.469T9.82_5	c18acquity			4					M602T10.10	602.469	589.09734		[M+H-CH4]+ 617.484	68	NA	
M602.6119T9.82_1	c18acquity			4					M603T10	602.6119	589.04646	[1804][M+1]+		68	NA	
M602.7955T16.83_1	c18acquity								M603T17	602.7955	1009.6626	[1811][M+1]2+		56	NA	
M602.8244T8.96	c18acquity			4					M603T9	602.8244	537.84588			434	NA	
M602.9387T0.88	c18acquity								M603T1.1	602.9387	52.799322			904	NA	
M603.2201T14.62	c18acquity								M603T15.2	603.2201	877.4922	[1807][M+1]+		73	NA	
M603.2572T14.76	c18acquity								M603T15.3	603.2572	885.6216	[1810][M+1]+		60	NA	
M603.2953T16.51	c18acquity			4					M603T17.2	603.2953	990.438	[1814][M]2+		126	NA	
M603.6116T9.9_1	c18acquity			4					M604T10	603.6116	594.29934	[1804][M+2]+		68	NA	
M603.7552T9.9_2	c18acquity			4					M604T10.1	603.7552	594.27366	[1805][M+2]+		68	NA	
M603.8983T9.9_3	c18acquity			4					M604T10.2	603.8983	594.26076	[1806][M+2]+		68	NA	
M604.037T9.69_1	c18acquity								M604T10.4	604.037	581.67696			68	NA	
M604.0415T9.9_4	c18acquity			4					M604T10.3	604.0415	594.2868			68	NA	
M604.1806T9.69_2	c18acquity								M604T10.6	604.1806	581.64552			2829	NA	
M604.1848T9.9_5	c18acquity			4					M604T10.5	604.1848	594.28698		[M+K+NH3]+ 548.195	68	NA	
M604.2201T15.3_2	c18acquity								M604T15.2	604.2201	918.1668	[1808][M+4]2+		71	NA	
M604.2332T15.11	c18acquity			4					M604T15.3	604.2332	906.4044			141	NA	
M604.2701T15.36	c18acquity								M604T15.4	604.2701	921.8784	[1816][M]+		42	NA	
M604.2702T15.6	c18acquity								M604T16	604.2702	936.1788	[1815][M]+	[M+K+CF3COOH]+ 431.312 [M+K]+ 565.306	11	NA	
M604.2923T14.49_2	c18acquity								M604T14.1	604.2923	869.2818		[M+K+HCOOH]+ 519.33	35	NA	
M604.2949T16.51	c18acquity			4					M604T17.2	604.2949	990.5154	[1814][M+2]2+		126	NA	
M604.324T9.7_3	c18acquity								M604T10.8	604.324	581.7903			68	NA	
M604.3279T9.91_6	c18acquity			4					M604T10.7	604.3279	594.31242			68	NA	
M604.4665T9.7_4	c18acquity								M604T10.9	604.4665	581.70444		[M+H-CH2]+ 617.484	68	NA	
M604.4711T9.9_7	c18acquity			4					M604T10.10	604.4711	594.29958	[1817][M]+	[M+H-CH2]+ 617.484	68	NA	
M604.6148T9.9_1	c18acquity								M605T10	604.6148	594.27678	[1804][M+3]+		68	NA	
M604.711T9.82_1	c18acquity			4					M605T10.1	604.711	588.95616			68	NA	
M604.7575T9.91_2	c18acquity			4					M605T10.2	604.7575	594.3786	[1805][M+3]+		68	NA	
M604.9612T9.82_3	c18acquity			4					M605T10.4	604.9612	589.02912			68	NA	
M605.0866T9.82_4	c18acquity			4					M605T10.5	605.0866	588.96582	[1805][M+4]3+		68	NA	
M605.4628T9.81_7	c18acquity			4					M605T10.8	605.4628	588.73812	[1817][M+1]+		68	NA	
M605.7572T9.97_2	c18acquity			4					M606T10.2	605.7572	598.47846			405	NA	
M605.8611T0.79	c18acquity			4					M606T1.1	605.8611	47.275224		[M+Na]+ 582.875 [M+H-H20]+ 622.871	176	NA	
M605.9002T9.97_3	c18acquity			4					M606T10.4	605.9002	598.4121			405	NA	
M606.0391T9.77_1	c18acquity								M606T10.5	606.0391	586.19472			68	NA	
M606.0433T9.97_4	c18acquity			4					M606T10.6	606.0433	598.38912			405	NA	
M606.1822T9.77_2	c18acquity			4					M606T10.8	606.1822	586.1466			68	NA	
M606.1866T9.97_5	c18acquity			4					M606T10.7	606.1866	598.16856			405	NA	
M606.2743T15.36	c18acquity								M606T15	606.2743	921.858	[1816][M+2]+		42	NA	
M606.275T15.59	c18acquity								M606T16	606.275	935.4156	[1815][M+2]+		11	NA	
M606.2872T16.51	c18acquity			4					M606T17	606.2872	990.441			126	NA	
M606.2953T14.66	c18acquity								M606T15.1	606.2953	879.6684	[1821][M]+	[M+K]+ 567.331	24	NA	
M606.3291T9.91_1	c18acquity			4					M606T10.9	606.3291	594.88488			8431	NA	
M606.3642T0.8	c18acquity								M606T1.2	606.3642	48.152334			21	NA	
M606.4731T9.91_2	c18acquity			4					M606T10.11	606.4731	594.85482			8424	NA	
M606.8635T0.77	c18acquity			4					M607T1	606.8635	46.257876			3164	NA	
M607.2977T14.66	c18acquity								M607T15	607.2977	879.7782	[1821][M+1]+		24	NA	
M607.9645T0.8	c18acquity								M608T1	607.9645	48.267768			21	NA	
M608.1856T9.84_2	c18acquity								M608T10.4	608.1856	590.45562		[M+H]+ 607.18 [2M+3H]3+ 910.776	68	NA	
M608.8705T0.81_1	c18acquity			4					M609T1	608.8705	48.49437		[M+K]+ 569.906	21	NA	
M608.9542T0.79	c18acquity			4					M609T1.1	608.9542	47.37822			176	NA	
M609.062T9.79_1	c18acquity								M609T10	609.062	587.32116			68	NA	
M609.1609T7.54	c18acquity								M609T8	609.1609	452.1204		[M+H]+ 608.154	26	NA	
M609.17T9.75	c18acquity			4					M609T10.1	609.17	585.29994			2832	NA	
M609.2049T9.79_2	c18acquity			4					M609T10.2	609.2049	587.20326			68	NA	
M609.2604T14.75_2	c18acquity			4					M609T15.2	609.2604	884.7264	[1826][M+1]2+		206	NA	
M609.3128T9.8_1	c18acquity			4					M609T10.3	609.3128	587.94738	[1829][M]+		68	NA	
M609.348T9.79_2	c18acquity			4					M609T10.4	609.348	587.69724	[1819][M+3]+		68	NA	
M609.3719T0.8_2	c18acquity			4					M609T1.2	609.3719	48.295056			21	NA	
M609.4556T9.8_3	c18acquity			4					M609T10.5	609.4556	588.19134			68	NA	
M609.6864T9.48_1	c18acquity								M610T9	609.6864	568.69044			7974	NA	
M609.7424T9.81_2	c18acquity			4					M610T10.1	609.7424	588.41454			68	NA	
M609.8108T9.48_2	c18acquity								M610T9.1	609.8108	568.69458			380	NA	
M609.8712T0.81_1	c18acquity			4					M610T1	609.8712	48.448806			21	NA	
M609.8865T9.82	c18acquity			4					M610T10.2	609.8865	589.09866			68	NA	
M609.8996T9.75_1	c18acquity			4					M610T10.3	609.8996	585.06636			68	NA	
M609.9316T0.8_2	c18acquity								M610T1.1	609.9316	47.747718	[1832][M]2+	[3M+2H]2+ 405.946	176	NA	
M610.0422T9.75_2	c18acquity			4					M610T10.4	610.0422	585.06636			2833	NA	
M610.226T15.3_2	c18acquity								M610T15.3	610.226	917.73	[1830][M+1]2+		71	NA	
M610.2264T14.96	c18acquity								M610T15.4	610.2264	897.3828	[1831][M+1]2+		28	NA	
M610.2622T14.74_2	c18acquity								M610T15.5	610.2622	884.6778	[1833][M]2+		206	NA	
M610.3313T9.76_3	c18acquity			4					M610T10.5	610.3313	585.33798	[1829][M+1]+		2834	NA	
M610.3734T0.81	c18acquity								M610T1.2	610.3734	48.523878			21	NA	
M610.4326T0.79	c18acquity								M610T1.3	610.4326	47.266998	[1832][M+1]2+		176	NA	
M610.8734T0.82	c18acquity								M611T1	610.8734	49.214208		[M+H-C2H4]+ 637.896	21	NA	
M611.1226T8.93_3	c18acquity								M611T9.2	611.1226	535.7688			156	NA	
M611.2261T15.29_2	c18acquity			4					M611T15.4	611.2261	917.6844	[1830][M+3]2+		71	NA	
M611.262T14.74_2	c18acquity								M611T15.5	611.262	884.5398	[1833][M+2]2+		206	NA	
M611.2758T14.24	c18acquity			4					M611T14	611.2758	854.5074	[1836][M]+		47	NA	
M611.8627T1.84	c18acquity								M612T2	611.8627	110.17908			5895	NA	
M611.8629T1.58	c18acquity			4					M612T2.1	611.8629	94.87596			3702	NA	
M611.8994T9.89_1	c18acquity								M612T10.1	611.8994	593.53926			68	NA	
M612.0427T9.9_2	c18acquity								M612T10.2	612.0427	593.73966			68	NA	
M612.2649T7.92	c18acquity			4					M612T8	612.2649	475.3029	[1838][M]3+		77	NA	
M612.2784T14.24	c18acquity			4					M612T14	612.2784	854.5734	[1836][M+1]+		47	NA	
M612.2815T15.98	c18acquity								M612T16	612.2815	959.028			2747	NA	
M612.3252T15.55	c18acquity								M612T16.1	612.3252	933.15			181	NA	
M612.6641T9.15_1	c18acquity								M613T9	612.6641	549.17028			3100	NA	
M612.8319T9.15_2	c18acquity								M613T9.1	612.8319	548.93928		[M+K+NH3]+ 556.831	78	NA	
M612.8811T0.78	c18acquity								M613T1	612.8811	46.811538		[M+Na]+ 589.891	383	NA	
M613.2915T14.96	c18acquity								M613T15.2	613.2915	897.4704	[1843][M]+	[M+H+NH3]+ 595.257	28	NA	
M613.4187T15.23	c18acquity								M613T15.3	613.4187	913.7394	[1844][M]+	[M+H-C6H10O5]+ 774.46	3	NA	
M614.2518T15.57	c18acquity								M614T16	614.2518	934.1316			181	NA	
M614.4221T15.24	c18acquity								M614T15.2	614.4221	914.1528	[1844][M+1]+		3	NA	
M614.8412T9.72_1	c18acquity			4					M615T10.1	614.8412	583.05126	[1848][M]2+		68	NA	
M614.9259T7.15_1	c18acquity			4					M615T7	614.9259	429.25518			6646	NA	
M614.9506T0.89	c18acquity								M615T1	614.9506	53.421858	[1849][M]+	[2M+Na]+ 295.981	7	NA	
M614.9755T0.79	c18acquity								M615T1.1	614.9755	47.517294			176	NA	
M615.1263T7.15_2	c18acquity			4					M615T7.1	615.1263	429.288			278	NA	
M615.3416T9.72_2	c18acquity								M615T10.3	615.3416	583.21182	[1848][M+1]2+		68	NA	
M615.5274T7.15	c18acquity			4					M616T7	615.5274	429.20538			6656	NA	
M615.9543T0.89	c18acquity								M616T1	615.9543	53.395548	[1849][M+1]+		7	NA	
M616.2314T14.24	c18acquity			4					M616T14	616.2314	854.5818	[1852][M]+	[M+H]+ 615.222	47	NA	
M616.4461T15.91	c18acquity								M616T16	616.4461	954.4254			5959	NA	
M616.8572T0.81_1	c18acquity								M617T1	616.8572	48.450714			21	NA	
M616.9468T15.88	c18acquity								M617T16	616.9468	952.7094			5376	NA	
M617.2339T14.24	c18acquity			4					M617T14	617.2339	854.2764	[1852][M+1]+		47	NA	
M617.2535T7.92	c18acquity			4					M617T8	617.2535	475.29174		[2M+3H]3+ 924.37	77	NA	
M617.262T14.73	c18acquity								M617T15	617.262	883.7142		[2M+H+K]2+ 597.272	206	NA	
M617.3591T0.82	c18acquity								M617T1.2	617.3591	48.980832		[M+K]+ 578.394	21	NA	
M617.4413T0.8_2	c18acquity			4					M617T1.3	617.4413	48.2304	[1855][M]2+		21	NA	
M617.5438T9_1	c18acquity								M618T9	617.5438	539.94558			167	NA	
M617.5879T7.92_1	c18acquity			4					M618T8	617.5879	475.28982		[M+K]+ 578.627	77	NA	
M617.7674T9.89_2	c18acquity			4					M618T10.1	617.7674	593.19738			2835	NA	
M617.8581T0.81	c18acquity			4					M618T1	617.8581	48.65421		[M+K]+ 578.894	21	NA	
M617.9104T9.89_3	c18acquity			4					M618T10.3	617.9104	593.24562	[1857][M]+		2755	NA	
M617.9185T0.8_1	c18acquity								M618T1.1	617.9185	48.221808			1295	NA	
M617.922T7.92_2	c18acquity								M618T8.1	617.922	475.33584		[2M+3H]3+ 925.372	77	NA	
M617.951T0.89	c18acquity								M618T1.3	617.951	53.385816	[1849][M+3]+		7	NA	
M618.0536T9.89_4	c18acquity			4					M618T10.6	618.0536	593.1903	[1858][M]+	[M+Na]+ 595.066	68	NA	
M618.2032T9.65_4	c18acquity			4					M618T10.8	618.2032	579.1506		[2M+2Na+K]3+ 884.837	68	NA	
M618.2469T15.29	c18acquity								M618T15	618.2469	917.5704	[1859][M]+	[M+Na]+ 595.257	71	NA	
M618.248T14.13	c18acquity								M618T14.1	618.248	848.01		[M+H]+ 617.239	123	NA	
M618.266T14.76	c18acquity								M618T15.2	618.266	885.7518		[M+H]+ 617.255	60	NA	
M618.3404T9.89_6	c18acquity			4					M618T10.10	618.3404	593.10168			2837	NA	
M618.4833T9.89_7	c18acquity			4					M618T10.11	618.4833	593.43456			2838	NA	
M618.4893T9.65_6	c18acquity			4					M618T10.12	618.4893	579.17148		[M+H]+ 617.484	68	NA	
M618.5902T7.92_1	c18acquity								M619T8	618.5902	475.19088		[M+K]+ 579.623	77	NA	
M618.9025T0.81	c18acquity								M619T1.1	618.9025	48.307998	[1861][M]+	[M+Na+NH3]+ 578.894	21	NA	
M618.9451T0.89	c18acquity								M619T1.2	618.9451	53.388492	[1849][M+4]+		7	NA	
M618.9917T0.92	c18acquity								M619T1.3	618.9917	55.159134			1086	NA	
M619.0045T15.86	c18acquity								M619T16	619.0045	951.744			200	NA	
M619.25T15.3	c18acquity								M619T15	619.25	917.8134	[1859][M+1]+		71	NA	
M619.2512T14.95	c18acquity								M619T15.1	619.2512	897.126	[1860][M+1]+		28	NA	
M619.257T14.49	c18acquity								M619T14	619.257	869.2854	[1862][M]+	[M+Na]+ 596.267	35	NA	
M619.257T14.7	c18acquity								M619T15.2	619.257	881.8206			8	NA	
M619.2572T7.92_3	c18acquity								M619T8.2	619.2572	475.3704		[M+K]+ 580.289	77	NA	
M619.2772T15.6	c18acquity								M619T16.1	619.2772	936.2286			11	NA	
M619.9067T0.81	c18acquity								M620T1.1	619.9067	48.50412	[1861][M+1]+		21	NA	
M620.0614T9.65_1	c18acquity			4					M620T10.1	620.0614	579.28716	[1858][M+2]+		68	NA	
M620.2043T9.66_2	c18acquity			4					M620T10.2	620.2043	579.87678			2840	NA	
M620.2493T14.14	c18acquity			4					M620T14	620.2493	848.154			123	NA	
M620.2602T14.49	c18acquity			4					M620T14.1	620.2602	869.4252	[1862][M+1]+		35	NA	
M620.263T14.75	c18acquity			4					M620T15.2	620.263	884.9712	[1864][M]+	[M+Na]+ 597.272	206	NA	
M620.4913T9.66_3	c18acquity			4					M620T10.6	620.4913	579.42708			2841	NA	
M620.9424T0.89	c18acquity								M621T1.1	620.9424	53.43189			7	NA	
M621.1963T7.79_2	c18acquity			4					M621T8.1	621.1963	467.15616	[1868][M]2+		7404	NA	
M621.2659T14.75	c18acquity			4					M621T15.1	621.2659	884.8398	[1864][M+1]+		206	NA	
M621.2733T15.6	c18acquity								M621T16	621.2733	936.0636	[1869][M]2+	[3M+3K-H]2+ 375.56	11	NA	
M621.2807T8.09	c18acquity								M621T8.2	621.2807	485.17596			5231	NA	
M621.447T7.79_4	c18acquity			4					M621T8.4	621.447	467.18634	[1874][M]2+		337	NA	
M621.6974T7.79_2	c18acquity			4					M622T8.1	621.6974	467.11926	[1868][M+1]2+		337	NA	
M621.76T14.68	c18acquity								M622T15	621.76	880.7364		[M+K]+ 582.802	8	NA	
M621.8735T0.82	c18acquity								M622T1.1	621.8735	49.15227		[M+H-NH3]+ 637.896 [M+H-H20]+ 638.894	21	NA	
M621.9187T0.79_2	c18acquity								M622T1.2	621.9187	47.252904			176	NA	
M622.2646T14.74	c18acquity								M622T15.3	622.2646	884.6634	[1864][M+2]+		206	NA	
M622.2648T14.49	c18acquity								M622T14	622.2648	869.3142	[1875][M]+	[M+Na]+ 599.273 [M+H]+ 621.259	35	NA	
M622.2756T15.36	c18acquity			4					M622T15.4	622.2756	921.7878	[1870][M+1]+		42	NA	
M622.3311T10.02	c18acquity			4					M622T10.1	622.3311	601.4118			3318	NA	
M622.7613T10.03_2	c18acquity			4					M623T10.1	622.7613	601.5492			3321	NA	
M622.9047T10.03_3	c18acquity			4					M623T10.2	622.9047	601.5372			3322	NA	
M623.2667T14.49	c18acquity								M623T14	623.2667	869.46	[1875][M+1]+		35	NA	
M623.2667T14.7	c18acquity								M623T15.3	623.2667	881.7594		[M+K+NaCOOH]+ 516.323	8	NA	
M623.3197T7.46	c18acquity			4					M623T7	623.3197	447.42378	[1878][M]3+		296	NA	
M623.4543T16.52	c18acquity								M623T17	623.4543	991.4322	[1879][M]2+		126	NA	
M623.8427T0.88	c18acquity								M624T1	623.8427	52.819548		[3M+Na]+ 200.277	7	NA	
M623.9555T16.52	c18acquity								M624T17	623.9555	991.0644	[1879][M+1]2+		126	NA	
M623.9875T7.46_2	c18acquity			4					M624T7.1	623.9875	447.4491	[1878][M+2]3+		296	NA	
M624.2391T14.05	c18acquity								M624T14	624.2391	843.2994			238	NA	
M624.2618T14.49	c18acquity								M624T14.1	624.2618	869.475	[1875][M+2]+		35	NA	
M624.2808T15.36	c18acquity								M624T15.4	624.2808	921.78	[1870][M+2]+		42	NA	
M624.3807T0.78_2	c18acquity								M624T1.2	624.3807	46.929948			7992	NA	
M624.8419T0.83	c18acquity								M625T1	624.8419	49.76478		[M+H-C3H2O3]+ 709.843	21	NA	
M624.9271T0.8_1	c18acquity			4					M625T1.1	624.9271	48.278358			21	NA	
M625.0476T9.88_2	c18acquity			4					M625T10.1	625.0476	592.78128	[1882][M]+		68	NA	
M625.1908T9.88_3	c18acquity			4					M625T10.2	625.1908	592.75572	[1883][M]+	[M+K]+ 586.225	68	NA	
M625.2094T14.59	c18acquity			4					M625T15	625.2094	875.526		[M+K]+ 586.252 [M+H]+ 624.202	76	NA	
M625.2638T14.49	c18acquity								M625T14	625.2638	869.4138	[1875][M+3]+		35	NA	
M625.2833T15.36	c18acquity								M625T15.2	625.2833	921.8082	[1870][M+3]+		42	NA	
M625.2841T15.6	c18acquity								M625T16	625.2841	936.114	[1869][M+3]+		11	NA	
M625.3341T9.88_4	c18acquity			4					M625T10.3	625.3341	592.74162	[1884][M]+		68	NA	
M625.4281T0.8_2	c18acquity								M625T1.2	625.4281	48.234798			21	NA	
M625.4774T9.88_5	c18acquity			4					M625T10.4	625.4774	592.8003	[1885][M]+		68	NA	
M625.6205T9.88_1	c18acquity			4					M626T10	625.6205	592.76316	[1886][M]+	[M+H+HCOOH]+ 578.617	68	NA	
M625.7324T8.97	c18acquity								M626T9	625.7324	538.33218			8400	NA	
M625.7637T9.88_2	c18acquity			4					M626T10.1	625.7637	592.8003	[1887][M]+		68	NA	
M625.9194T9.66_1	c18acquity			4					M626T10.3	625.9194	579.87618		[M+H+HCOOH]+ 578.911	68	NA	
M625.9885T0.79	c18acquity			4					M626T1.1	625.9885	47.294976			5026	NA	
M626.0627T9.67_2	c18acquity			4					M626T10.5	626.0627	579.91014	[1888][M]+		68	NA	
M626.1936T9.89_5	c18acquity			4					M626T10.6	626.1936	593.18328	[1883][M+1]+		68	NA	
M626.206T9.67_3	c18acquity			4					M626T10.7	626.206	579.9288	[1889][M]+	[M+H+HCOOH]+ 579.196	68	NA	
M626.2166T14.59	c18acquity			4					M626T15	626.2166	875.4984	[1890][M]+	[M+H]+ 625.207	76	NA	
M626.2544T14.54	c18acquity			4					M626T15.1	626.2544	872.4198	[1891][M]+	[M+H-H20]+ 643.257	98	NA	
M626.2548T14.76	c18acquity								M626T15.2	626.2548	885.3306	[1892][M]+		206	NA	
M626.2767T15.36	c18acquity								M626T15.3	626.2767	921.8496		[M+K]+ 587.318 [M+H]+ 625.269	42	NA	
M626.2771T15.6	c18acquity								M626T16	626.2771	936.1296	[1869][M+3]+		11	NA	
M626.2976T16.51	c18acquity			4					M626T17	626.2976	990.3462			126	NA	
M626.3492T9.66_4	c18acquity			4					M626T10.8	626.3492	579.87678	[1884][M+1]+		68	NA	
M626.3902T0.81_2	c18acquity								M626T1.2	626.3902	48.762582			1296	NA	
M626.6353T9.66_1	c18acquity			4					M627T10	626.6353	579.88674	[1886][M+1]+		68	NA	
M626.7787T9.66_2	c18acquity			4					M627T10.1	626.7787	579.8745	[1887][M+1]+		68	NA	
M626.89T0.8_1	c18acquity								M627T1	626.89	48.295206			21	NA	
M626.9217T9.67_3	c18acquity			4					M627T10.3	626.9217	579.93408	[1881][M+2]+		68	NA	
M627.0644T9.66_4	c18acquity								M627T10.4	627.0644	579.85284	[1888][M+1]+		68	NA	
M627.189T9.74_1	c18acquity								M627T10.5	627.189	584.10042	[1889][M+1]+		68	NA	
M627.2194T14.59	c18acquity			4					M627T15	627.2194	875.5116	[1890][M+1]+		76	NA	
M627.2249T15.3	c18acquity								M627T15.1	627.2249	917.799			71	NA	
M627.2565T14.76	c18acquity								M627T15.3	627.2565	885.3912	[1892][M+1]+		206	NA	
M627.2571T14.54	c18acquity			4					M627T15.2	627.2571	872.4246	[1891][M+1]+		98	NA	
M627.3331T9.74_2	c18acquity								M627T10.7	627.3331	584.34432	[1884][M+2]+		68	NA	
M627.3922T0.81_2	c18acquity								M627T1.1	627.3922	48.330774		[M+H-HCOOH]+ 672.388	21	NA	
M627.4755T9.74_3	c18acquity								M627T10.8	627.4755	584.28012	[1885][M+2]+		68	NA	
M627.6187T9.74_1	c18acquity								M628T10	627.6187	584.32626	[1886][M+2]+		68	NA	
M627.7621T9.74_2	c18acquity								M628T10.1	627.7621	584.35674	[1887][M+2]+		68	NA	
M628.0653T9.67_2	c18acquity								M628T10.4	628.0653	579.93414	[1888][M+2]+		68	NA	
M628.2076T9.67_3	c18acquity								M628T10.5	628.2076	579.94266		[M+K]+ 589.243	68	NA	
M628.2594T14.54	c18acquity								M628T15.1	628.2594	872.3898	[1891][M+2]+		98	NA	
M628.2695T15.01	c18acquity								M628T15.2	628.2695	900.3678			4736	NA	
M628.3514T9.67_4	c18acquity								M628T10.6	628.3514	579.97332	[1884][M+3]+		68	NA	
M630.2378T15.61	c18acquity								M630T16.1	630.2378	936.4032	[1894][M+4]2+		11	NA	
M630.2551T16.82	c18acquity								M630T17	630.2551	1009.3134		[3M+2Na]2+ 404.845	56	NA	
M631.2544T16.85	c18acquity								M631T17.1	631.2544	1011.0006			4979	NA	
M631.7558T16.87	c18acquity								M632T17	631.7558	1012.2078			4974	NA	
M631.868T0.79_1	c18acquity			4					M632T1	631.868	47.240508		[M+H-HCOOH]+ 676.865	176	NA	
M632.2631T15.99	c18acquity								M632T16	632.2631	959.6178			2749	NA	
M632.3684T0.79_2	c18acquity			4					M632T1.1	632.3684	47.238198		[M+H-COCH2]+ 673.361 [M+H-HCOOH]+ 677.369	176	NA	
M632.7495T9.88_1	c18acquity			4					M633T10.1	632.7495	592.53354	[1901][M]+	[M+K]+ 593.788	68	NA	
M632.753T7.54	c18acquity			4					M633T8	632.753	452.60634	[1899][M+1]2+		26	NA	
M632.8689T0.79_1	c18acquity								M633T1	632.8689	47.173728		[M+H-COCH2]+ 673.86	176	NA	
M632.8936T9.88_2	c18acquity			4					M633T10.2	632.8936	592.5003	[1902][M]+	[M+H]+ 631.884	68	NA	
M632.9217T0.89	c18acquity								M633T1.1	632.9217	53.385816		[M+H]+ 631.922	7	NA	
M632.9953T0.79_2	c18acquity			4					M633T1.2	632.9953	47.41467			176	NA	
M633.0367T9.88_3	c18acquity			4					M633T10.3	633.0367	592.67706			68	NA	
M633.1815T9.88_4	c18acquity			4					M633T10.4	633.1815	592.76316			68	NA	
M633.2024T12.75	c18acquity								M633T13	633.2024	764.7612		[M+H+NH3]+ 615.168	36	NA	
M633.2725T14.72_1	c18acquity								M633T15	633.2725	883.3146			206	NA	
M633.3333T9.87_2	c18acquity			4					M633T10.5	633.3333	592.314			2845	NA	
M633.4755T9.87_3	c18acquity								M633T10.6	633.4755	592.1724		[M+H-C4H8]+ 688.526	68	NA	
M633.7654T9.67_2	c18acquity								M634T10.1	633.7654	579.96684	[1901][M+1]+		68	NA	
M634.0529T9.67_4	c18acquity			4					M634T10.3	634.0529	579.96624			68	NA	
M634.1376T14.61	c18acquity								M634T15.1	634.1376	876.3516	[1905][M]+	[M+K]+ 595.174 [M+Na]+ 611.147 [M+H]+ 633.13 [M+H-HCOOH]+ 679.137	76	NA	
M634.2228T14.96	c18acquity								M634T15.3	634.2228	897.6996		[M+K]+ 595.257	28	NA	
M634.223T15.31	c18acquity								M634T15.2	634.223	918.4944		[M+K]+ 595.257	71	NA	
M634.2585T12.66	c18acquity								M634T13.1	634.2585	759.6432	[1903][M+1]+		115	NA	
M634.3504T9.66_6	c18acquity			4					M634T10.5	634.3504	579.77382		[M+H-C6H10O4]+ 779.388	68	NA	
M634.6379T9.67_1	c18acquity			4					M635T10	634.6379	579.93408			68	NA	
M635.2758T14.13	c18acquity			4					M635T14.1	635.2758	848.07		[M+H+NH3]+ 617.239	123	NA	
M635.3786T0.81_2	c18acquity								M635T1.2	635.3786	48.426132	[1910][M+1]2+		21	NA	
M636.1346T14.61	c18acquity			4					M636T15	636.1346	876.4974	[1905][M+2]+		76	NA	
M636.1531T15.48	c18acquity			4					M636T15.1	636.1531	928.9458			154	NA	
M636.1932T12.75_2	c18acquity								M636T13.1	636.1932	764.7834	[1906][M+2]+		36	NA	
M636.2417T15.61_2	c18acquity								M636T16.1	636.2417	936.447	[1914][M+1]2+		11	NA	
M636.3806T0.81_2	c18acquity								M636T1.1	636.3806	48.3351	[1910][M+3]2+		21	NA	
M636.4957T9.83_2	c18acquity			4					M636T10.4	636.4957	589.95576			68	NA	
M636.6385T9.83_1	c18acquity			4					M637T10	636.6385	589.98072	[1900][M+2]+		68	NA	
M637.2914T14.76	c18acquity			4					M637T15	637.2914	885.6324	[1917][M]+	[M+H+NH3]+ 619.258	60	NA	
M637.4186T14.7	c18acquity								M637T15.1	637.4186	882.0144	[1919][M]+	[M+H]+ 636.416 [M+H-NH3]+ 653.448	8	NA	
M638.2937T14.49	c18acquity								M638T14	638.2937	869.2818	[1918][M+1]+		35	NA	
M638.4214T14.7	c18acquity			4					M638T15.3	638.4214	882.0102	[1919][M+1]+		8	NA	
M638.4587T15.84	c18acquity								M638T16.2	638.4587	950.4666			200	NA	
M639.2954T14.76_2	c18acquity								M639T15.2	639.2954	885.7794	[1917][M+2]+		60	NA	
M639.3393T9.87_1	c18acquity								M639T10.2	639.3393	592.13832	[1924][M]+		68	NA	
M639.4831T9.87_2	c18acquity								M639T10.3	639.4831	592.0434	[1926][M]+		68	NA	
M639.626T9.87_1	c18acquity								M640T10	639.626	592.01826			68	NA	
M639.7697T9.87_2	c18acquity								M640T10.1	639.7697	592.0356		[M+2Na-H]+ 594.791	68	NA	
M639.8546T0.79	c18acquity			4					M640T1	639.8546	47.31366	[1927][M]2+		176	NA	
M639.9123T9.87_3	c18acquity			4					M640T10.2	639.9123	592.0038		[M+Na]+ 616.915	68	NA	
M640.0557T9.86_4	c18acquity								M640T10.3	640.0557	591.5082			68	NA	
M640.2314T14.14_1	c18acquity			4					M640T14	640.2314	848.112		[M+Na]+ 617.239	123	NA	
M640.3094T15.37	c18acquity								M640T15	640.3094	921.9144	[1923][M+1]+		42	NA	
M640.3563T0.79	c18acquity								M640T1.1	640.3563	47.589498	[1927][M+1]2+		176	NA	
M640.4379T15.6	c18acquity								M640T16.1	640.4379	936.2004	[1925][M+1]+		1030	NA	
M640.4788T9.67_2	c18acquity								M640T10.6	640.4788	580.02708	[1926][M+1]+		68	NA	
M640.9817T0.79	c18acquity			4					M641T1	640.9817	47.223714			5028	NA	
M641.311T15.62	c18acquity								M641T16	641.311	937.179	[1922][M+2]+		11	NA	
M642.2471T14.78	c18acquity			4					M642T15	642.2471	886.6608		[M+Na]+ 619.258	60	NA	
M642.2476T14.05	c18acquity								M642T14.1	642.2476	843.0396			6054	NA	
M642.3066T9.55_2	c18acquity			4					M642T10.1	642.3066	573.03282	[1932][M+1]2+		68	NA	
M642.3268T7.44	c18acquity								M642T7	642.3268	446.41632			363	NA	
M642.4694T14.13	c18acquity								M642T14.2	642.4694	847.7196	[1929][M+2]+		123	NA	
M642.6608T7.44_1	c18acquity								M643T7	642.6608	446.57142			7786	NA	
M642.8064T9.55	c18acquity			4					M643T10	642.8064	572.9475	[1932][M+2]2+		68	NA	
